bom_id,sku_id,product_id,component_name,component_weight,recyclable,recycled_content_percentage,supplier_name,cost_per_component,hazardous_material_flag
BOM8452,SKU8452,8452,Keyboard,172,Yes,70,Tech Components,769,Yes
BOM8453,SKU8453,8453,Screen,377,No,74,ABC Ltd,2569,Yes
BOM8454,SKU8454,8454,Battery,369,Yes,51,Tech Components,4681,Yes
BOM8455,SKU8455,8455,Battery,281,Yes,67,Tech Components,3536,Yes
BOM8456,SKU8456,8456,Screen,923,No,30,ABC Ltd,1362,No
BOM8457,SKU8457,8457,Screen,613,Yes,34,ABC Ltd,1524,No
BOM8458,SKU8458,8458,Motherboard,346,No,50,ABC Ltd,917,No
BOM8459,SKU8459,8459,Motherboard,328,Yes,36,Tech Components,4840,Yes
BOM8460,SKU8460,8460,Keyboard,558,No,9,Tech Components,1541,Yes
BOM8461,SKU8461,8461,Keyboard,650,No,16,XYZ Pvt Ltd,1528,Yes
BOM8462,SKU8462,8462,Battery,858,No,90,ABC Ltd,3559,Yes
BOM8463,SKU8463,8463,Battery,316,No,5,ABC Ltd,1857,Yes
BOM8464,SKU8464,8464,Screen,766,Yes,86,ABC Ltd,1288,No
BOM8465,SKU8465,8465,Battery,440,Yes,0,Tech Components,1222,Yes
BOM8466,SKU8466,8466,Motherboard,346,No,85,Tech Components,3005,No
BOM8467,SKU8467,8467,Keyboard,916,Yes,90,XYZ Pvt Ltd,4768,No
BOM8468,SKU8468,8468,Keyboard,564,Yes,99,XYZ Pvt Ltd,4007,Yes
BOM8469,SKU8469,8469,Motherboard,241,No,99,Tech Components,2323,No
BOM8470,SKU8470,8470,Motherboard,501,Yes,48,Tech Components,3137,Yes
BOM8471,SKU8471,8471,Keyboard,406,Yes,85,XYZ Pvt Ltd,2050,No
BOM8472,SKU8472,8472,Screen,632,No,100,Tech Components,2450,Yes
BOM8473,SKU8473,8473,Battery,726,Yes,73,ABC Ltd,1720,No
BOM8474,SKU8474,8474,Battery,264,Yes,83,ABC Ltd,4695,Yes
BOM8475,SKU8475,8475,Motherboard,275,Yes,56,ABC Ltd,3583,No
BOM8476,SKU8476,8476,Screen,966,No,38,XYZ Pvt Ltd,531,No
BOM8477,SKU8477,8477,Screen,323,No,17,Tech Components,681,Yes
BOM8478,SKU8478,8478,Keyboard,826,No,70,XYZ Pvt Ltd,2040,Yes
BOM8479,SKU8479,8479,Battery,831,No,29,Tech Components,1380,Yes
BOM8480,SKU8480,8480,Keyboard,702,Yes,8,XYZ Pvt Ltd,2487,No
BOM8481,SKU8481,8481,Motherboard,123,No,85,XYZ Pvt Ltd,1567,No
BOM8482,SKU8482,8482,Keyboard,985,Yes,89,ABC Ltd,1434,No
BOM8483,SKU8483,8483,Battery,422,Yes,80,Tech Components,4894,No
BOM8484,SKU8484,8484,Screen,768,Yes,40,Tech Components,4783,Yes
BOM8485,SKU8485,8485,Motherboard,710,Yes,76,ABC Ltd,3874,Yes
BOM8486,SKU8486,8486,Battery,698,No,21,Tech Components,1445,No
BOM8487,SKU8487,8487,Motherboard,504,No,22,Tech Components,3903,Yes
BOM8488,SKU8488,8488,Motherboard,585,No,87,XYZ Pvt Ltd,3118,Yes
BOM8489,SKU8489,8489,Motherboard,125,Yes,90,XYZ Pvt Ltd,738,No
BOM8490,SKU8490,8490,Screen,708,No,49,Tech Components,4588,Yes
BOM8491,SKU8491,8491,Keyboard,364,No,3,Tech Components,3741,No
BOM8492,SKU8492,8492,Keyboard,197,Yes,91,XYZ Pvt Ltd,4063,No
BOM8493,SKU8493,8493,Keyboard,740,No,70,ABC Ltd,1392,No
BOM8494,SKU8494,8494,Motherboard,332,No,87,ABC Ltd,3306,No
BOM8495,SKU8495,8495,Screen,463,No,54,Tech Components,914,No
BOM8496,SKU8496,8496,Battery,295,No,12,XYZ Pvt Ltd,3041,Yes
BOM8497,SKU8497,8497,Keyboard,645,Yes,90,Tech Components,3628,Yes
BOM8498,SKU8498,8498,Battery,226,Yes,99,XYZ Pvt Ltd,1075,Yes
BOM8499,SKU8499,8499,Motherboard,202,Yes,91,Tech Components,3711,No
BOM8500,SKU8500,8500,Screen,644,No,57,Tech Components,3154,Yes
BOM8501,SKU8501,8501,Keyboard,763,Yes,65,ABC Ltd,3170,No
BOM8502,SKU8502,8502,Screen,990,Yes,40,ABC Ltd,547,Yes
BOM8503,SKU8503,8503,Motherboard,556,No,82,ABC Ltd,1379,Yes
BOM8504,SKU8504,8504,Motherboard,223,Yes,79,ABC Ltd,3979,Yes
BOM8505,SKU8505,8505,Screen,910,No,5,Tech Components,4872,Yes
BOM8506,SKU8506,8506,Battery,522,No,48,ABC Ltd,4878,Yes
BOM8507,SKU8507,8507,Battery,858,Yes,61,ABC Ltd,809,No
BOM8508,SKU8508,8508,Screen,152,Yes,87,Tech Components,2228,Yes
BOM8509,SKU8509,8509,Keyboard,553,Yes,79,ABC Ltd,4541,No
BOM8510,SKU8510,8510,Motherboard,299,No,26,ABC Ltd,1198,Yes
BOM8511,SKU8511,8511,Screen,642,Yes,67,XYZ Pvt Ltd,3736,Yes
BOM8512,SKU8512,8512,Motherboard,945,Yes,72,XYZ Pvt Ltd,4701,Yes
BOM8513,SKU8513,8513,Keyboard,159,No,13,Tech Components,4812,No
BOM8514,SKU8514,8514,Battery,369,No,21,XYZ Pvt Ltd,1723,Yes
BOM8515,SKU8515,8515,Motherboard,723,No,55,ABC Ltd,2022,No
BOM8516,SKU8516,8516,Screen,464,Yes,53,Tech Components,4124,Yes
BOM8517,SKU8517,8517,Screen,979,No,77,Tech Components,3875,No
BOM8518,SKU8518,8518,Battery,395,No,77,ABC Ltd,4154,Yes
BOM8519,SKU8519,8519,Motherboard,999,No,0,XYZ Pvt Ltd,1228,No
BOM8520,SKU8520,8520,Screen,838,Yes,2,XYZ Pvt Ltd,1668,Yes
BOM8521,SKU8521,8521,Battery,459,Yes,83,ABC Ltd,3855,No
BOM8522,SKU8522,8522,Motherboard,610,No,63,ABC Ltd,3358,Yes
BOM8523,SKU8523,8523,Screen,210,No,53,XYZ Pvt Ltd,2905,No
BOM8524,SKU8524,8524,Keyboard,502,No,88,XYZ Pvt Ltd,1069,Yes
BOM8525,SKU8525,8525,Motherboard,407,No,3,XYZ Pvt Ltd,2827,Yes
BOM8526,SKU8526,8526,Screen,267,No,24,ABC Ltd,3677,Yes
BOM8527,SKU8527,8527,Screen,605,No,75,ABC Ltd,1471,Yes
BOM8528,SKU8528,8528,Keyboard,233,Yes,99,XYZ Pvt Ltd,3009,Yes
BOM8529,SKU8529,8529,Screen,527,Yes,48,Tech Components,676,Yes
BOM8530,SKU8530,8530,Motherboard,738,Yes,82,ABC Ltd,3893,No
BOM8531,SKU8531,8531,Motherboard,834,No,1,ABC Ltd,1822,No
BOM8532,SKU8532,8532,Screen,113,Yes,53,ABC Ltd,3328,No
BOM8533,SKU8533,8533,Motherboard,407,Yes,21,XYZ Pvt Ltd,4707,Yes
BOM8534,SKU8534,8534,Keyboard,321,Yes,49,ABC Ltd,2980,No
BOM8535,SKU8535,8535,Battery,664,No,13,Tech Components,3156,No
BOM8536,SKU8536,8536,Battery,829,Yes,99,ABC Ltd,722,No
BOM8537,SKU8537,8537,Battery,426,Yes,42,XYZ Pvt Ltd,4457,Yes
BOM8538,SKU8538,8538,Keyboard,649,No,60,Tech Components,2282,No
BOM8539,SKU8539,8539,Battery,691,Yes,76,ABC Ltd,594,No
BOM8540,SKU8540,8540,Keyboard,818,No,83,ABC Ltd,2236,Yes
BOM8541,SKU8541,8541,Motherboard,174,Yes,34,Tech Components,1724,Yes
BOM8542,SKU8542,8542,Motherboard,1000,No,47,Tech Components,4231,Yes
BOM8543,SKU8543,8543,Screen,167,Yes,61,XYZ Pvt Ltd,3301,Yes
BOM8544,SKU8544,8544,Motherboard,886,Yes,40,XYZ Pvt Ltd,2657,No
BOM8545,SKU8545,8545,Keyboard,266,No,49,XYZ Pvt Ltd,2199,Yes
BOM8546,SKU8546,8546,Keyboard,858,Yes,57,Tech Components,4702,Yes
BOM8547,SKU8547,8547,Battery,772,No,87,Tech Components,2716,Yes
BOM8548,SKU8548,8548,Screen,583,Yes,15,Tech Components,3643,Yes
BOM8549,SKU8549,8549,Screen,857,No,25,XYZ Pvt Ltd,3226,No
BOM8550,SKU8550,8550,Screen,182,No,18,XYZ Pvt Ltd,545,No
BOM8551,SKU8551,8551,Motherboard,583,No,87,Tech Components,1408,Yes
BOM8552,SKU8552,8552,Screen,323,No,66,XYZ Pvt Ltd,2881,Yes
BOM8553,SKU8553,8553,Keyboard,403,No,83,XYZ Pvt Ltd,3809,Yes
BOM8554,SKU8554,8554,Keyboard,528,Yes,21,XYZ Pvt Ltd,3146,No
BOM8555,SKU8555,8555,Keyboard,277,No,95,XYZ Pvt Ltd,4198,Yes
BOM8556,SKU8556,8556,Battery,413,Yes,4,Tech Components,753,Yes
BOM8557,SKU8557,8557,Battery,638,No,100,Tech Components,2260,No
BOM8558,SKU8558,8558,Motherboard,190,Yes,64,XYZ Pvt Ltd,2438,No
BOM8559,SKU8559,8559,Motherboard,542,No,29,Tech Components,4554,Yes
BOM8560,SKU8560,8560,Keyboard,899,No,99,ABC Ltd,2998,No
BOM8561,SKU8561,8561,Motherboard,311,Yes,53,ABC Ltd,3536,Yes
BOM8562,SKU8562,8562,Battery,277,Yes,1,Tech Components,551,No
BOM8563,SKU8563,8563,Battery,190,No,79,XYZ Pvt Ltd,1559,No
BOM8564,SKU8564,8564,Battery,726,No,95,Tech Components,770,Yes
BOM8565,SKU8565,8565,Motherboard,501,No,80,XYZ Pvt Ltd,4567,Yes
BOM8566,SKU8566,8566,Screen,444,No,74,XYZ Pvt Ltd,4889,No
BOM8567,SKU8567,8567,Battery,299,No,42,XYZ Pvt Ltd,2583,Yes
BOM8568,SKU8568,8568,Keyboard,873,Yes,87,ABC Ltd,3739,Yes
BOM8569,SKU8569,8569,Screen,332,Yes,8,ABC Ltd,4930,Yes
BOM8570,SKU8570,8570,Motherboard,841,No,80,XYZ Pvt Ltd,3668,No
BOM8571,SKU8571,8571,Screen,197,No,67,Tech Components,4323,No
BOM8572,SKU8572,8572,Screen,584,No,49,XYZ Pvt Ltd,3560,Yes
BOM8573,SKU8573,8573,Screen,103,No,9,XYZ Pvt Ltd,2960,No
BOM8574,SKU8574,8574,Motherboard,128,No,88,ABC Ltd,4848,No
BOM8575,SKU8575,8575,Motherboard,240,No,30,Tech Components,709,Yes
BOM8576,SKU8576,8576,Keyboard,699,No,39,Tech Components,3243,No
BOM8577,SKU8577,8577,Screen,953,Yes,91,XYZ Pvt Ltd,2683,Yes
BOM8578,SKU8578,8578,Motherboard,551,Yes,30,XYZ Pvt Ltd,1378,No
BOM8579,SKU8579,8579,Motherboard,780,No,88,XYZ Pvt Ltd,3486,No
BOM8580,SKU8580,8580,Screen,708,No,43,Tech Components,3312,Yes
BOM8581,SKU8581,8581,Motherboard,877,Yes,67,ABC Ltd,2092,No
BOM8582,SKU8582,8582,Keyboard,893,No,30,ABC Ltd,988,No
BOM8583,SKU8583,8583,Screen,106,Yes,31,ABC Ltd,4473,Yes
BOM8584,SKU8584,8584,Battery,571,Yes,85,ABC Ltd,3254,No
BOM8585,SKU8585,8585,Screen,398,Yes,72,XYZ Pvt Ltd,911,No
BOM8586,SKU8586,8586,Screen,661,Yes,49,Tech Components,4419,No
BOM8587,SKU8587,8587,Motherboard,406,No,1,Tech Components,3169,No
BOM8588,SKU8588,8588,Motherboard,721,Yes,98,Tech Components,2526,No
BOM8589,SKU8589,8589,Motherboard,512,Yes,33,Tech Components,1888,Yes
BOM8590,SKU8590,8590,Battery,610,Yes,79,XYZ Pvt Ltd,4253,No
BOM8591,SKU8591,8591,Screen,517,No,53,XYZ Pvt Ltd,4461,Yes
BOM8592,SKU8592,8592,Motherboard,368,Yes,63,ABC Ltd,4191,Yes
BOM8593,SKU8593,8593,Motherboard,802,Yes,67,Tech Components,3786,Yes
BOM8594,SKU8594,8594,Motherboard,764,Yes,8,ABC Ltd,1708,No
BOM8595,SKU8595,8595,Battery,119,No,8,Tech Components,1110,No
BOM8596,SKU8596,8596,Battery,300,Yes,78,Tech Components,4462,Yes
BOM8597,SKU8597,8597,Keyboard,905,Yes,94,ABC Ltd,2145,No
BOM8598,SKU8598,8598,Battery,950,No,36,Tech Components,2298,No
BOM8599,SKU8599,8599,Screen,784,No,29,ABC Ltd,1305,Yes
BOM8600,SKU8600,8600,Motherboard,199,Yes,22,XYZ Pvt Ltd,3136,Yes
BOM8601,SKU8601,8601,Keyboard,597,Yes,46,XYZ Pvt Ltd,2353,No
BOM8602,SKU8602,8602,Screen,644,No,65,ABC Ltd,1918,No
BOM8603,SKU8603,8603,Screen,155,No,81,XYZ Pvt Ltd,559,Yes
BOM8604,SKU8604,8604,Screen,273,Yes,70,ABC Ltd,1630,Yes
BOM8605,SKU8605,8605,Motherboard,603,Yes,1,Tech Components,4399,Yes
BOM8606,SKU8606,8606,Battery,305,Yes,60,ABC Ltd,2626,Yes
BOM8607,SKU8607,8607,Keyboard,180,Yes,41,Tech Components,4153,Yes
BOM8608,SKU8608,8608,Battery,214,Yes,65,ABC Ltd,508,Yes
BOM8609,SKU8609,8609,Motherboard,328,No,22,Tech Components,1794,No
BOM8610,SKU8610,8610,Motherboard,391,Yes,61,ABC Ltd,3727,Yes
BOM8611,SKU8611,8611,Motherboard,254,No,85,XYZ Pvt Ltd,787,No
BOM8612,SKU8612,8612,Screen,393,No,52,Tech Components,1334,No
BOM8613,SKU8613,8613,Keyboard,557,No,47,Tech Components,1348,Yes
BOM8614,SKU8614,8614,Keyboard,999,Yes,49,Tech Components,2649,Yes
BOM8615,SKU8615,8615,Keyboard,333,No,40,XYZ Pvt Ltd,4088,Yes
BOM8616,SKU8616,8616,Screen,357,Yes,13,ABC Ltd,1229,Yes
BOM8617,SKU8617,8617,Keyboard,172,No,15,ABC Ltd,2589,No
BOM8618,SKU8618,8618,Battery,354,Yes,80,Tech Components,4402,No
BOM8619,SKU8619,8619,Battery,721,Yes,84,XYZ Pvt Ltd,875,No
BOM8620,SKU8620,8620,Battery,404,Yes,47,XYZ Pvt Ltd,2259,Yes
BOM8621,SKU8621,8621,Battery,371,Yes,59,XYZ Pvt Ltd,4423,Yes
BOM8622,SKU8622,8622,Keyboard,223,Yes,86,XYZ Pvt Ltd,4242,No
BOM8623,SKU8623,8623,Keyboard,790,Yes,46,XYZ Pvt Ltd,2695,No
BOM8624,SKU8624,8624,Keyboard,650,No,15,XYZ Pvt Ltd,3676,No
BOM8625,SKU8625,8625,Keyboard,430,No,26,XYZ Pvt Ltd,3301,Yes
BOM8626,SKU8626,8626,Motherboard,880,Yes,13,ABC Ltd,2258,No
BOM8627,SKU8627,8627,Motherboard,695,Yes,87,ABC Ltd,4125,Yes
BOM8628,SKU8628,8628,Motherboard,614,Yes,91,ABC Ltd,4017,Yes
BOM8629,SKU8629,8629,Screen,521,No,38,XYZ Pvt Ltd,3522,No
BOM8630,SKU8630,8630,Motherboard,113,Yes,13,ABC Ltd,4029,No
BOM8631,SKU8631,8631,Keyboard,739,No,3,ABC Ltd,1622,No
BOM8632,SKU8632,8632,Battery,116,No,34,Tech Components,3222,No
BOM8633,SKU8633,8633,Keyboard,115,Yes,75,ABC Ltd,2360,No
BOM8634,SKU8634,8634,Keyboard,551,Yes,57,ABC Ltd,2143,Yes
BOM8635,SKU8635,8635,Screen,453,Yes,46,Tech Components,3750,No
BOM8636,SKU8636,8636,Battery,819,Yes,80,Tech Components,4118,No
BOM8637,SKU8637,8637,Battery,127,No,55,XYZ Pvt Ltd,4195,Yes
BOM8638,SKU8638,8638,Keyboard,803,No,64,ABC Ltd,2417,Yes
BOM8639,SKU8639,8639,Battery,899,No,59,Tech Components,1461,No
BOM8640,SKU8640,8640,Motherboard,949,No,13,XYZ Pvt Ltd,518,No
BOM8641,SKU8641,8641,Battery,348,Yes,80,XYZ Pvt Ltd,3945,No
BOM8642,SKU8642,8642,Keyboard,193,No,38,ABC Ltd,769,No
BOM8643,SKU8643,8643,Screen,585,No,31,Tech Components,1545,No
BOM8644,SKU8644,8644,Battery,822,No,21,Tech Components,3560,No
BOM8645,SKU8645,8645,Battery,872,Yes,96,Tech Components,3711,Yes
BOM8646,SKU8646,8646,Keyboard,612,Yes,1,ABC Ltd,3133,Yes
BOM8647,SKU8647,8647,Battery,969,Yes,95,ABC Ltd,4453,No
BOM8648,SKU8648,8648,Keyboard,432,No,48,ABC Ltd,522,Yes
BOM8649,SKU8649,8649,Screen,990,No,9,Tech Components,1527,No
BOM8650,SKU8650,8650,Keyboard,702,Yes,12,Tech Components,1557,Yes
BOM8651,SKU8651,8651,Motherboard,520,No,81,Tech Components,2578,Yes
BOM8652,SKU8652,8652,Screen,620,No,96,Tech Components,4281,Yes
BOM8653,SKU8653,8653,Keyboard,988,Yes,78,XYZ Pvt Ltd,4484,No
BOM8654,SKU8654,8654,Battery,247,No,89,ABC Ltd,1570,No
BOM8655,SKU8655,8655,Keyboard,388,Yes,42,ABC Ltd,1376,Yes
BOM8656,SKU8656,8656,Keyboard,623,Yes,43,ABC Ltd,2188,No
BOM8657,SKU8657,8657,Motherboard,917,No,23,XYZ Pvt Ltd,3355,No
BOM8658,SKU8658,8658,Screen,531,Yes,26,ABC Ltd,2011,No
BOM8659,SKU8659,8659,Keyboard,269,Yes,14,ABC Ltd,1767,Yes
BOM8660,SKU8660,8660,Motherboard,586,No,31,ABC Ltd,4144,No
BOM8661,SKU8661,8661,Screen,113,Yes,67,ABC Ltd,3834,No
BOM8662,SKU8662,8662,Keyboard,935,Yes,72,ABC Ltd,3784,No
BOM8663,SKU8663,8663,Keyboard,858,Yes,52,Tech Components,3335,No
BOM8664,SKU8664,8664,Battery,122,Yes,53,ABC Ltd,4398,No
BOM8665,SKU8665,8665,Motherboard,170,No,49,XYZ Pvt Ltd,2550,No
BOM8666,SKU8666,8666,Keyboard,672,No,54,ABC Ltd,672,No
BOM8667,SKU8667,8667,Battery,195,Yes,18,XYZ Pvt Ltd,3039,No
BOM8668,SKU8668,8668,Battery,722,No,86,Tech Components,1662,No
BOM8669,SKU8669,8669,Motherboard,665,Yes,67,XYZ Pvt Ltd,694,No
BOM8670,SKU8670,8670,Battery,706,No,42,XYZ Pvt Ltd,1008,No
BOM8671,SKU8671,8671,Screen,630,No,77,Tech Components,2005,No
BOM8672,SKU8672,8672,Motherboard,951,Yes,67,ABC Ltd,595,Yes
BOM8673,SKU8673,8673,Screen,664,Yes,37,XYZ Pvt Ltd,1377,Yes
BOM8674,SKU8674,8674,Motherboard,913,Yes,9,XYZ Pvt Ltd,3225,Yes
BOM8675,SKU8675,8675,Battery,214,Yes,64,XYZ Pvt Ltd,1823,Yes
BOM8676,SKU8676,8676,Keyboard,557,No,85,XYZ Pvt Ltd,929,No
BOM8677,SKU8677,8677,Screen,349,Yes,11,ABC Ltd,2511,No
BOM8678,SKU8678,8678,Keyboard,392,No,58,XYZ Pvt Ltd,4915,Yes
BOM8679,SKU8679,8679,Motherboard,663,Yes,42,XYZ Pvt Ltd,1847,Yes
BOM8680,SKU8680,8680,Battery,608,No,87,XYZ Pvt Ltd,1053,No
BOM8681,SKU8681,8681,Screen,756,Yes,2,XYZ Pvt Ltd,4843,Yes
BOM8682,SKU8682,8682,Battery,672,No,28,ABC Ltd,1249,Yes
BOM8683,SKU8683,8683,Screen,891,Yes,88,ABC Ltd,1108,Yes
BOM8684,SKU8684,8684,Screen,240,No,29,Tech Components,3107,No
BOM8685,SKU8685,8685,Keyboard,878,No,52,Tech Components,1365,Yes
BOM8686,SKU8686,8686,Keyboard,658,No,90,Tech Components,4686,No
BOM8687,SKU8687,8687,Battery,519,No,44,ABC Ltd,4441,Yes
BOM8688,SKU8688,8688,Motherboard,833,No,20,Tech Components,2630,Yes
BOM8689,SKU8689,8689,Screen,683,Yes,92,ABC Ltd,1004,No
BOM8690,SKU8690,8690,Battery,345,Yes,5,XYZ Pvt Ltd,796,No
BOM8691,SKU8691,8691,Motherboard,225,Yes,44,ABC Ltd,1527,Yes
BOM8692,SKU8692,8692,Motherboard,804,Yes,15,Tech Components,805,Yes
BOM8693,SKU8693,8693,Battery,674,No,68,ABC Ltd,3345,No
BOM8694,SKU8694,8694,Keyboard,233,No,3,Tech Components,4795,No
BOM8695,SKU8695,8695,Screen,671,Yes,73,ABC Ltd,4379,Yes
BOM8696,SKU8696,8696,Motherboard,421,Yes,17,ABC Ltd,998,Yes
BOM8697,SKU8697,8697,Battery,583,No,91,Tech Components,4767,No
BOM8698,SKU8698,8698,Motherboard,636,No,64,Tech Components,1003,Yes
BOM8699,SKU8699,8699,Battery,390,No,75,ABC Ltd,3667,No
BOM8700,SKU8700,8700,Keyboard,876,No,32,ABC Ltd,940,No
BOM8701,SKU8701,8701,Battery,804,No,52,XYZ Pvt Ltd,4174,No
BOM8702,SKU8702,8702,Battery,443,Yes,61,Tech Components,2373,No
BOM8703,SKU8703,8703,Motherboard,688,Yes,70,ABC Ltd,3882,No
BOM8704,SKU8704,8704,Screen,136,Yes,17,XYZ Pvt Ltd,4608,No
BOM8705,SKU8705,8705,Screen,881,Yes,93,ABC Ltd,4057,No
BOM8706,SKU8706,8706,Battery,195,No,96,ABC Ltd,3644,No
BOM8707,SKU8707,8707,Battery,382,No,81,ABC Ltd,3679,Yes
BOM8708,SKU8708,8708,Motherboard,654,Yes,60,XYZ Pvt Ltd,3645,Yes
BOM8709,SKU8709,8709,Motherboard,637,Yes,70,Tech Components,1165,Yes
BOM8710,SKU8710,8710,Screen,627,Yes,20,XYZ Pvt Ltd,1719,Yes
BOM8711,SKU8711,8711,Battery,719,Yes,38,Tech Components,3433,Yes
BOM8712,SKU8712,8712,Motherboard,616,No,24,ABC Ltd,829,Yes
BOM8713,SKU8713,8713,Motherboard,407,Yes,45,XYZ Pvt Ltd,3557,Yes
BOM8714,SKU8714,8714,Screen,677,Yes,4,Tech Components,2126,Yes
BOM8715,SKU8715,8715,Screen,456,No,43,XYZ Pvt Ltd,716,Yes
BOM8716,SKU8716,8716,Battery,277,No,77,Tech Components,2337,No
BOM8717,SKU8717,8717,Keyboard,981,No,12,Tech Components,1838,No
BOM8718,SKU8718,8718,Battery,538,No,73,Tech Components,3571,Yes
BOM8719,SKU8719,8719,Keyboard,603,No,100,Tech Components,4023,No
BOM8720,SKU8720,8720,Battery,256,No,75,ABC Ltd,2059,Yes
BOM8721,SKU8721,8721,Screen,360,No,37,Tech Components,1115,Yes
BOM8722,SKU8722,8722,Motherboard,886,Yes,36,ABC Ltd,3452,Yes
BOM8723,SKU8723,8723,Keyboard,694,No,71,Tech Components,4815,No
BOM8724,SKU8724,8724,Keyboard,817,No,29,Tech Components,2963,No
BOM8725,SKU8725,8725,Motherboard,126,No,89,Tech Components,2760,Yes
BOM8726,SKU8726,8726,Battery,897,Yes,23,XYZ Pvt Ltd,4594,Yes
BOM8727,SKU8727,8727,Screen,473,Yes,18,Tech Components,3509,No
BOM8728,SKU8728,8728,Battery,131,No,79,XYZ Pvt Ltd,3068,No
BOM8729,SKU8729,8729,Screen,687,No,78,Tech Components,782,Yes
BOM8730,SKU8730,8730,Screen,626,Yes,32,Tech Components,636,Yes
BOM8731,SKU8731,8731,Screen,816,Yes,48,XYZ Pvt Ltd,4765,No
BOM8732,SKU8732,8732,Keyboard,120,Yes,76,ABC Ltd,3322,Yes
BOM8733,SKU8733,8733,Motherboard,501,No,20,Tech Components,3586,Yes
BOM8734,SKU8734,8734,Battery,132,Yes,41,Tech Components,2861,Yes
BOM8735,SKU8735,8735,Screen,393,No,66,Tech Components,2674,Yes
BOM8736,SKU8736,8736,Motherboard,488,No,12,XYZ Pvt Ltd,2186,Yes
BOM8737,SKU8737,8737,Screen,747,Yes,82,XYZ Pvt Ltd,2170,No
BOM8738,SKU8738,8738,Battery,442,Yes,52,ABC Ltd,3638,Yes
BOM8739,SKU8739,8739,Keyboard,154,No,97,Tech Components,2818,No
BOM8740,SKU8740,8740,Motherboard,154,No,13,XYZ Pvt Ltd,4069,Yes
BOM8741,SKU8741,8741,Screen,420,No,42,ABC Ltd,1821,Yes
BOM8742,SKU8742,8742,Motherboard,931,No,98,XYZ Pvt Ltd,866,No
BOM8743,SKU8743,8743,Keyboard,668,No,23,XYZ Pvt Ltd,4937,No
BOM8744,SKU8744,8744,Motherboard,318,No,75,ABC Ltd,2424,No
BOM8745,SKU8745,8745,Motherboard,768,Yes,27,XYZ Pvt Ltd,4638,Yes
BOM8746,SKU8746,8746,Motherboard,869,No,35,Tech Components,4604,No
BOM8747,SKU8747,8747,Screen,245,No,2,XYZ Pvt Ltd,503,No
BOM8748,SKU8748,8748,Screen,766,No,20,XYZ Pvt Ltd,1808,Yes
BOM8749,SKU8749,8749,Keyboard,180,No,42,Tech Components,3126,Yes
BOM8750,SKU8750,8750,Screen,905,No,55,XYZ Pvt Ltd,4818,No
BOM8751,SKU8751,8751,Motherboard,421,No,33,ABC Ltd,2972,No
BOM8752,SKU8752,8752,Motherboard,608,Yes,16,XYZ Pvt Ltd,1000,Yes
BOM8753,SKU8753,8753,Screen,472,Yes,19,ABC Ltd,534,Yes
BOM8754,SKU8754,8754,Battery,329,No,56,XYZ Pvt Ltd,3655,No
BOM8755,SKU8755,8755,Battery,114,No,46,Tech Components,4698,Yes
BOM8756,SKU8756,8756,Keyboard,160,Yes,26,Tech Components,2897,No
BOM8757,SKU8757,8757,Keyboard,995,No,5,XYZ Pvt Ltd,2463,No
BOM8758,SKU8758,8758,Battery,525,No,88,ABC Ltd,3305,No
BOM8759,SKU8759,8759,Keyboard,568,Yes,75,XYZ Pvt Ltd,3321,Yes
BOM8760,SKU8760,8760,Battery,502,Yes,5,Tech Components,1603,No
BOM8761,SKU8761,8761,Motherboard,812,Yes,73,XYZ Pvt Ltd,895,No
BOM8762,SKU8762,8762,Battery,304,No,90,XYZ Pvt Ltd,2497,No
BOM8763,SKU8763,8763,Screen,717,No,87,XYZ Pvt Ltd,2071,Yes
BOM8764,SKU8764,8764,Keyboard,470,Yes,27,XYZ Pvt Ltd,1358,Yes
BOM8765,SKU8765,8765,Battery,249,Yes,77,XYZ Pvt Ltd,4082,No
BOM8766,SKU8766,8766,Screen,782,No,17,ABC Ltd,2079,Yes
BOM8767,SKU8767,8767,Motherboard,590,Yes,85,ABC Ltd,2258,Yes
BOM8768,SKU8768,8768,Motherboard,728,Yes,56,ABC Ltd,2568,No
BOM8769,SKU8769,8769,Screen,459,Yes,32,Tech Components,2855,No
BOM8770,SKU8770,8770,Screen,454,No,68,ABC Ltd,3236,Yes
BOM8771,SKU8771,8771,Battery,282,No,3,ABC Ltd,1184,Yes
BOM8772,SKU8772,8772,Battery,282,Yes,38,Tech Components,4630,Yes
BOM8773,SKU8773,8773,Keyboard,121,No,15,Tech Components,1667,Yes
BOM8774,SKU8774,8774,Battery,816,No,65,XYZ Pvt Ltd,4052,Yes
BOM8775,SKU8775,8775,Screen,824,Yes,19,ABC Ltd,1227,Yes
BOM8776,SKU8776,8776,Screen,219,Yes,84,ABC Ltd,1048,Yes
BOM8777,SKU8777,8777,Screen,302,No,41,ABC Ltd,530,Yes
BOM8778,SKU8778,8778,Screen,859,Yes,26,ABC Ltd,4024,No
BOM8779,SKU8779,8779,Battery,326,Yes,92,XYZ Pvt Ltd,612,No
BOM8780,SKU8780,8780,Screen,803,Yes,25,Tech Components,651,Yes
BOM8781,SKU8781,8781,Screen,625,No,51,ABC Ltd,4026,No
BOM8782,SKU8782,8782,Keyboard,803,Yes,32,Tech Components,2928,No
BOM8783,SKU8783,8783,Motherboard,499,Yes,8,Tech Components,2133,No
BOM8784,SKU8784,8784,Screen,349,No,95,XYZ Pvt Ltd,1421,Yes
