warranty_id,sku_id,product_id,warranty_period_months,warranty_start_date,warranty_end_date,warranty_type,coverage_details,service_center_available,claim_status,last_service_date
WAR10928,SKU10928,10928,6,01-11-2022,30-04-2023,Manufacturer,Parts and Service,Yes,Active,30-01-2023
WAR10929,SKU10929,10929,24,06-07-2023,25-06-2025,Seller,Parts and Service,Yes,Expired,30-06-2024
WAR10930,SKU10930,10930,6,03-05-2024,30-10-2024,Seller,Parts and Service,Yes,Expired,01-08-2024
WAR10931,SKU10931,10931,6,30-03-2024,26-09-2024,Seller,Parts and Service,Yes,Expired,28-06-2024
WAR10932,SKU10932,10932,12,17-06-2024,12-06-2025,Manufacturer,Parts and Service,Yes,Active,14-12-2024
WAR10933,SKU10933,10933,24,14-01-2025,04-01-2027,Manufacturer,Parts and Service,No,Active,09-01-2026
WAR10934,SKU10934,10934,24,27-01-2023,16-01-2025,Manufacturer,Parts and Service,No,Active,22-01-2024
WAR10935,SKU10935,10935,6,16-07-2022,12-01-2023,Seller,Parts and Service,Yes,Active,14-10-2022
WAR10936,SKU10936,10936,12,10-11-2024,05-11-2025,Manufacturer,Parts and Service,Yes,Active,09-05-2025
WAR10937,SKU10937,10937,12,21-10-2023,15-10-2024,Manufacturer,Parts and Service,Yes,Active,18-04-2024
WAR10938,SKU10938,10938,24,01-06-2022,21-05-2024,Seller,Parts and Service,No,Expired,27-05-2023
WAR10939,SKU10939,10939,24,23-10-2023,12-10-2025,Seller,Parts and Service,Yes,Expired,17-10-2024
WAR10940,SKU10940,10940,12,07-07-2024,02-07-2025,Manufacturer,Parts and Service,No,Expired,03-01-2025
WAR10941,SKU10941,10941,12,15-02-2023,10-02-2024,Manufacturer,Parts and Service,Yes,Expired,14-08-2023
WAR10942,SKU10942,10942,6,15-01-2024,13-07-2024,Seller,Parts and Service,No,Expired,14-04-2024
WAR10943,SKU10943,10943,24,30-07-2024,20-07-2026,Seller,Parts and Service,Yes,Expired,25-07-2025
WAR10944,SKU10944,10944,6,03-03-2023,30-08-2023,Manufacturer,Parts and Service,Yes,Active,01-06-2023
WAR10945,SKU10945,10945,6,06-03-2024,02-09-2024,Seller,Parts and Service,No,Active,04-06-2024
WAR10946,SKU10946,10946,12,20-02-2023,15-02-2024,Manufacturer,Parts and Service,Yes,Expired,19-08-2023
WAR10947,SKU10947,10947,12,25-11-2024,20-11-2025,Seller,Parts and Service,Yes,Expired,24-05-2025
WAR10948,SKU10948,10948,6,07-08-2024,03-02-2025,Seller,Parts and Service,Yes,Active,05-11-2024
WAR10949,SKU10949,10949,24,15-03-2024,05-03-2026,Manufacturer,Parts and Service,No,Active,10-03-2025
WAR10950,SKU10950,10950,24,28-08-2022,17-08-2024,Manufacturer,Parts and Service,No,Active,23-08-2023
WAR10951,SKU10951,10951,6,16-08-2022,12-02-2023,Seller,Parts and Service,Yes,Active,14-11-2022
WAR10952,SKU10952,10952,6,11-03-2024,07-09-2024,Seller,Parts and Service,No,Expired,09-06-2024
WAR10953,SKU10953,10953,6,07-10-2023,04-04-2024,Seller,Parts and Service,Yes,Expired,05-01-2024
WAR10954,SKU10954,10954,24,02-05-2024,22-04-2026,Seller,Parts and Service,Yes,Expired,27-04-2025
WAR10955,SKU10955,10955,6,05-02-2025,04-08-2025,Seller,Parts and Service,Yes,Active,06-05-2025
WAR10956,SKU10956,10956,6,02-02-2024,31-07-2024,Manufacturer,Parts and Service,Yes,Expired,02-05-2024
WAR10957,SKU10957,10957,6,14-09-2022,13-03-2023,Seller,Parts and Service,Yes,Active,13-12-2022
WAR10958,SKU10958,10958,12,07-10-2024,02-10-2025,Manufacturer,Parts and Service,No,Active,05-04-2025
WAR10959,SKU10959,10959,24,07-10-2022,26-09-2024,Seller,Parts and Service,Yes,Expired,02-10-2023
WAR10960,SKU10960,10960,12,18-02-2024,12-02-2025,Manufacturer,Parts and Service,No,Expired,16-08-2024
WAR10961,SKU10961,10961,6,07-05-2024,03-11-2024,Manufacturer,Parts and Service,No,Active,05-08-2024
WAR10962,SKU10962,10962,12,18-08-2024,13-08-2025,Seller,Parts and Service,Yes,Expired,14-02-2025
WAR10963,SKU10963,10963,24,24-01-2024,13-01-2026,Seller,Parts and Service,Yes,Expired,18-01-2025
WAR10964,SKU10964,10964,12,14-12-2022,09-12-2023,Seller,Parts and Service,Yes,Expired,12-06-2023
WAR10965,SKU10965,10965,6,06-03-2025,02-09-2025,Seller,Parts and Service,No,Active,04-06-2025
WAR10966,SKU10966,10966,6,06-06-2025,03-12-2025,Seller,Parts and Service,Yes,Expired,04-09-2025
WAR10967,SKU10967,10967,6,28-04-2024,25-10-2024,Manufacturer,Parts and Service,Yes,Active,27-07-2024
WAR10968,SKU10968,10968,24,21-07-2022,10-07-2024,Seller,Parts and Service,Yes,Active,16-07-2023
WAR10969,SKU10969,10969,12,06-10-2023,30-09-2024,Manufacturer,Parts and Service,Yes,Active,03-04-2024
WAR10970,SKU10970,10970,12,28-05-2025,23-05-2026,Seller,Parts and Service,No,Expired,24-11-2025
WAR10971,SKU10971,10971,24,23-09-2022,12-09-2024,Manufacturer,Parts and Service,No,Active,18-09-2023
WAR10972,SKU10972,10972,12,30-12-2022,25-12-2023,Manufacturer,Parts and Service,No,Expired,28-06-2023
WAR10973,SKU10973,10973,6,16-11-2022,15-05-2023,Seller,Parts and Service,Yes,Expired,14-02-2023
WAR10974,SKU10974,10974,24,05-08-2024,26-07-2026,Seller,Parts and Service,Yes,Expired,31-07-2025
WAR10975,SKU10975,10975,24,08-03-2025,26-02-2027,Seller,Parts and Service,No,Active,03-03-2026
WAR10976,SKU10976,10976,24,15-07-2023,04-07-2025,Manufacturer,Parts and Service,No,Active,09-07-2024
WAR10977,SKU10977,10977,12,06-07-2023,30-06-2024,Manufacturer,Parts and Service,No,Active,02-01-2024
WAR10978,SKU10978,10978,6,06-11-2022,05-05-2023,Manufacturer,Parts and Service,No,Expired,04-02-2023
WAR10979,SKU10979,10979,12,22-09-2023,16-09-2024,Manufacturer,Parts and Service,No,Expired,20-03-2024
WAR10980,SKU10980,10980,6,11-05-2023,07-11-2023,Seller,Parts and Service,No,Active,09-08-2023
WAR10981,SKU10981,10981,24,26-04-2023,15-04-2025,Seller,Parts and Service,Yes,Active,20-04-2024
WAR10982,SKU10982,10982,6,05-04-2024,02-10-2024,Manufacturer,Parts and Service,No,Expired,04-07-2024
WAR10983,SKU10983,10983,6,19-10-2024,17-04-2025,Manufacturer,Parts and Service,Yes,Expired,17-01-2025
WAR10984,SKU10984,10984,24,26-09-2024,16-09-2026,Manufacturer,Parts and Service,Yes,Expired,21-09-2025
WAR10985,SKU10985,10985,6,27-05-2022,23-11-2022,Manufacturer,Parts and Service,No,Expired,25-08-2022
WAR10986,SKU10986,10986,24,17-06-2023,06-06-2025,Manufacturer,Parts and Service,No,Expired,11-06-2024
WAR10987,SKU10987,10987,24,19-11-2023,08-11-2025,Seller,Parts and Service,Yes,Active,13-11-2024
WAR10988,SKU10988,10988,24,26-07-2024,16-07-2026,Seller,Parts and Service,No,Expired,21-07-2025
WAR10989,SKU10989,10989,24,25-08-2022,14-08-2024,Seller,Parts and Service,No,Expired,20-08-2023
WAR10990,SKU10990,10990,24,13-06-2024,03-06-2026,Manufacturer,Parts and Service,No,Expired,08-06-2025
WAR10991,SKU10991,10991,24,09-09-2023,29-08-2025,Manufacturer,Parts and Service,No,Active,03-09-2024
WAR10992,SKU10992,10992,24,25-04-2024,15-04-2026,Seller,Parts and Service,Yes,Active,20-04-2025
WAR10993,SKU10993,10993,24,07-06-2023,27-05-2025,Manufacturer,Parts and Service,Yes,Active,01-06-2024
WAR10994,SKU10994,10994,6,04-01-2025,03-07-2025,Manufacturer,Parts and Service,Yes,Expired,04-04-2025
WAR10995,SKU10995,10995,24,01-03-2023,18-02-2025,Seller,Parts and Service,No,Active,24-02-2024
WAR10996,SKU10996,10996,12,22-10-2022,17-10-2023,Seller,Parts and Service,Yes,Expired,20-04-2023
WAR10997,SKU10997,10997,6,25-01-2025,24-07-2025,Seller,Parts and Service,No,Expired,25-04-2025
WAR10998,SKU10998,10998,24,09-09-2022,29-08-2024,Seller,Parts and Service,No,Active,04-09-2023
WAR10999,SKU10999,10999,6,25-05-2023,21-11-2023,Seller,Parts and Service,Yes,Active,23-08-2023
WAR11000,SKU11000,11000,24,30-07-2023,19-07-2025,Manufacturer,Parts and Service,No,Active,24-07-2024
WAR11001,SKU11001,11001,12,12-06-2022,07-06-2023,Seller,Parts and Service,Yes,Expired,09-12-2022
WAR11002,SKU11002,11002,6,10-08-2023,06-02-2024,Manufacturer,Parts and Service,No,Expired,08-11-2023
WAR11003,SKU11003,11003,12,11-08-2025,06-08-2026,Seller,Parts and Service,Yes,Expired,07-02-2026
WAR11004,SKU11004,11004,6,06-07-2022,02-01-2023,Seller,Parts and Service,No,Active,04-10-2022
WAR11005,SKU11005,11005,12,05-06-2025,31-05-2026,Manufacturer,Parts and Service,Yes,Active,02-12-2025
WAR11006,SKU11006,11006,24,01-08-2022,21-07-2024,Manufacturer,Parts and Service,Yes,Expired,27-07-2023
WAR11007,SKU11007,11007,12,18-05-2023,12-05-2024,Seller,Parts and Service,No,Active,14-11-2023
WAR11008,SKU11008,11008,24,15-11-2024,05-11-2026,Manufacturer,Parts and Service,Yes,Active,10-11-2025
WAR11009,SKU11009,11009,12,05-05-2025,30-04-2026,Seller,Parts and Service,No,Active,01-11-2025
WAR11010,SKU11010,11010,24,06-12-2023,25-11-2025,Manufacturer,Parts and Service,No,Active,30-11-2024
WAR11011,SKU11011,11011,24,10-12-2022,29-11-2024,Manufacturer,Parts and Service,Yes,Active,05-12-2023
WAR11012,SKU11012,11012,6,23-07-2022,19-01-2023,Manufacturer,Parts and Service,No,Active,21-10-2022
WAR11013,SKU11013,11013,12,21-03-2024,16-03-2025,Seller,Parts and Service,No,Expired,17-09-2024
WAR11014,SKU11014,11014,6,16-09-2024,15-03-2025,Manufacturer,Parts and Service,Yes,Active,15-12-2024
WAR11015,SKU11015,11015,12,30-05-2023,24-05-2024,Seller,Parts and Service,Yes,Expired,26-11-2023
WAR11016,SKU11016,11016,6,21-03-2025,17-09-2025,Seller,Parts and Service,No,Expired,19-06-2025
WAR11017,SKU11017,11017,12,22-10-2023,16-10-2024,Manufacturer,Parts and Service,Yes,Active,19-04-2024
WAR11018,SKU11018,11018,12,27-12-2023,21-12-2024,Manufacturer,Parts and Service,No,Active,24-06-2024
WAR11019,SKU11019,11019,6,15-12-2023,12-06-2024,Manufacturer,Parts and Service,Yes,Active,14-03-2024
WAR11020,SKU11020,11020,6,28-08-2025,24-02-2026,Manufacturer,Parts and Service,No,Expired,26-11-2025
WAR11021,SKU11021,11021,12,29-06-2022,24-06-2023,Seller,Parts and Service,No,Active,26-12-2022
WAR11022,SKU11022,11022,24,01-06-2025,22-05-2027,Manufacturer,Parts and Service,Yes,Expired,27-05-2026
WAR11023,SKU11023,11023,24,15-08-2024,05-08-2026,Manufacturer,Parts and Service,Yes,Expired,10-08-2025
WAR11024,SKU11024,11024,6,18-01-2024,16-07-2024,Seller,Parts and Service,No,Active,17-04-2024
WAR11025,SKU11025,11025,12,13-05-2024,08-05-2025,Manufacturer,Parts and Service,No,Expired,09-11-2024
WAR11026,SKU11026,11026,12,11-09-2024,06-09-2025,Manufacturer,Parts and Service,No,Expired,10-03-2025
WAR11027,SKU11027,11027,24,02-05-2023,21-04-2025,Manufacturer,Parts and Service,No,Expired,26-04-2024
WAR11028,SKU11028,11028,6,02-09-2023,29-02-2024,Manufacturer,Parts and Service,Yes,Active,01-12-2023
WAR11029,SKU11029,11029,24,19-11-2024,09-11-2026,Manufacturer,Parts and Service,Yes,Active,14-11-2025
WAR11030,SKU11030,11030,24,02-01-2025,23-12-2026,Seller,Parts and Service,No,Expired,28-12-2025
WAR11031,SKU11031,11031,12,19-02-2024,13-02-2025,Manufacturer,Parts and Service,No,Expired,17-08-2024
WAR11032,SKU11032,11032,12,25-03-2023,19-03-2024,Seller,Parts and Service,No,Expired,21-09-2023
WAR11033,SKU11033,11033,6,17-03-2023,13-09-2023,Manufacturer,Parts and Service,No,Expired,15-06-2023
WAR11034,SKU11034,11034,6,23-06-2025,20-12-2025,Manufacturer,Parts and Service,Yes,Expired,21-09-2025
WAR11035,SKU11035,11035,6,28-06-2025,25-12-2025,Seller,Parts and Service,Yes,Active,26-09-2025
WAR11036,SKU11036,11036,12,02-08-2023,27-07-2024,Manufacturer,Parts and Service,Yes,Expired,29-01-2024
WAR11037,SKU11037,11037,12,07-11-2022,02-11-2023,Seller,Parts and Service,No,Expired,06-05-2023
WAR11038,SKU11038,11038,24,24-08-2022,13-08-2024,Seller,Parts and Service,No,Expired,19-08-2023
WAR11039,SKU11039,11039,12,20-11-2022,15-11-2023,Seller,Parts and Service,No,Active,19-05-2023
WAR11040,SKU11040,11040,24,30-12-2022,19-12-2024,Manufacturer,Parts and Service,No,Expired,25-12-2023
WAR11041,SKU11041,11041,24,01-03-2023,18-02-2025,Seller,Parts and Service,Yes,Expired,24-02-2024
WAR11042,SKU11042,11042,24,28-03-2025,18-03-2027,Seller,Parts and Service,Yes,Expired,23-03-2026
WAR11043,SKU11043,11043,12,06-03-2022,01-03-2023,Seller,Parts and Service,No,Expired,02-09-2022
WAR11044,SKU11044,11044,24,26-05-2024,16-05-2026,Manufacturer,Parts and Service,Yes,Active,21-05-2025
WAR11045,SKU11045,11045,12,12-04-2024,07-04-2025,Seller,Parts and Service,Yes,Expired,09-10-2024
WAR11046,SKU11046,11046,12,04-01-2023,30-12-2023,Manufacturer,Parts and Service,No,Active,03-07-2023
WAR11047,SKU11047,11047,6,09-02-2024,07-08-2024,Seller,Parts and Service,No,Active,09-05-2024
WAR11048,SKU11048,11048,12,26-03-2024,21-03-2025,Manufacturer,Parts and Service,Yes,Active,22-09-2024
WAR11049,SKU11049,11049,12,01-02-2025,27-01-2026,Seller,Parts and Service,No,Expired,31-07-2025
WAR11050,SKU11050,11050,6,19-05-2022,15-11-2022,Seller,Parts and Service,Yes,Expired,17-08-2022
WAR11051,SKU11051,11051,12,25-10-2022,20-10-2023,Manufacturer,Parts and Service,No,Expired,23-04-2023
WAR11052,SKU11052,11052,24,26-04-2024,16-04-2026,Seller,Parts and Service,Yes,Active,21-04-2025
WAR11053,SKU11053,11053,24,28-03-2024,18-03-2026,Manufacturer,Parts and Service,Yes,Active,23-03-2025
WAR11054,SKU11054,11054,6,22-08-2024,18-02-2025,Seller,Parts and Service,No,Expired,20-11-2024
WAR11055,SKU11055,11055,6,16-12-2022,14-06-2023,Seller,Parts and Service,Yes,Expired,16-03-2023
WAR11056,SKU11056,11056,6,16-04-2025,13-10-2025,Manufacturer,Parts and Service,No,Active,15-07-2025
WAR11057,SKU11057,11057,24,20-04-2024,10-04-2026,Manufacturer,Parts and Service,Yes,Active,15-04-2025
WAR11058,SKU11058,11058,24,13-09-2023,02-09-2025,Seller,Parts and Service,Yes,Active,07-09-2024
WAR11059,SKU11059,11059,24,15-04-2024,05-04-2026,Manufacturer,Parts and Service,No,Active,10-04-2025
WAR11060,SKU11060,11060,24,21-09-2023,10-09-2025,Seller,Parts and Service,Yes,Active,15-09-2024
WAR11061,SKU11061,11061,24,03-01-2025,24-12-2026,Manufacturer,Parts and Service,No,Active,29-12-2025
WAR11062,SKU11062,11062,6,04-03-2023,31-08-2023,Manufacturer,Parts and Service,No,Active,02-06-2023
WAR11063,SKU11063,11063,6,12-08-2023,08-02-2024,Seller,Parts and Service,Yes,Active,10-11-2023
WAR11064,SKU11064,11064,12,09-05-2022,04-05-2023,Seller,Parts and Service,Yes,Expired,05-11-2022
WAR11065,SKU11065,11065,24,31-03-2022,20-03-2024,Manufacturer,Parts and Service,No,Expired,26-03-2023
WAR11066,SKU11066,11066,6,01-09-2023,28-02-2024,Seller,Parts and Service,Yes,Active,30-11-2023
WAR11067,SKU11067,11067,6,18-01-2025,17-07-2025,Manufacturer,Parts and Service,Yes,Expired,18-04-2025
WAR11068,SKU11068,11068,12,12-04-2022,07-04-2023,Seller,Parts and Service,Yes,Active,09-10-2022
WAR11069,SKU11069,11069,24,19-08-2022,08-08-2024,Seller,Parts and Service,Yes,Active,14-08-2023
WAR11070,SKU11070,11070,6,03-06-2022,30-11-2022,Manufacturer,Parts and Service,No,Active,01-09-2022
WAR11071,SKU11071,11071,6,09-08-2023,05-02-2024,Manufacturer,Parts and Service,No,Expired,07-11-2023
WAR11072,SKU11072,11072,6,26-01-2024,24-07-2024,Manufacturer,Parts and Service,No,Expired,25-04-2024
WAR11073,SKU11073,11073,6,16-07-2023,12-01-2024,Seller,Parts and Service,Yes,Active,14-10-2023
WAR11074,SKU11074,11074,24,09-07-2022,28-06-2024,Seller,Parts and Service,No,Expired,04-07-2023
WAR11075,SKU11075,11075,12,08-05-2022,03-05-2023,Seller,Parts and Service,Yes,Expired,04-11-2022
WAR11076,SKU11076,11076,6,15-04-2023,12-10-2023,Seller,Parts and Service,No,Expired,14-07-2023
WAR11077,SKU11077,11077,6,02-02-2025,01-08-2025,Manufacturer,Parts and Service,No,Expired,03-05-2025
WAR11078,SKU11078,11078,12,24-07-2023,18-07-2024,Manufacturer,Parts and Service,No,Expired,20-01-2024
WAR11079,SKU11079,11079,6,12-03-2025,08-09-2025,Manufacturer,Parts and Service,No,Active,10-06-2025
WAR11080,SKU11080,11080,6,18-01-2023,17-07-2023,Manufacturer,Parts and Service,Yes,Expired,18-04-2023
WAR11081,SKU11081,11081,24,29-04-2025,19-04-2027,Seller,Parts and Service,Yes,Active,24-04-2026
WAR11082,SKU11082,11082,12,22-05-2022,17-05-2023,Seller,Parts and Service,Yes,Active,18-11-2022
WAR11083,SKU11083,11083,24,20-12-2023,09-12-2025,Manufacturer,Parts and Service,No,Active,14-12-2024
WAR11084,SKU11084,11084,24,13-08-2024,03-08-2026,Manufacturer,Parts and Service,Yes,Expired,08-08-2025
WAR11085,SKU11085,11085,12,25-03-2023,19-03-2024,Manufacturer,Parts and Service,Yes,Expired,21-09-2023
WAR11086,SKU11086,11086,12,12-09-2023,06-09-2024,Manufacturer,Parts and Service,No,Active,10-03-2024
WAR11087,SKU11087,11087,6,25-09-2024,24-03-2025,Seller,Parts and Service,Yes,Expired,24-12-2024
WAR11088,SKU11088,11088,24,30-09-2024,20-09-2026,Seller,Parts and Service,No,Expired,25-09-2025
WAR11089,SKU11089,11089,24,05-02-2025,26-01-2027,Manufacturer,Parts and Service,No,Active,31-01-2026
WAR11090,SKU11090,11090,12,27-01-2023,22-01-2024,Manufacturer,Parts and Service,No,Expired,26-07-2023
WAR11091,SKU11091,11091,6,22-03-2023,18-09-2023,Manufacturer,Parts and Service,Yes,Active,20-06-2023
WAR11092,SKU11092,11092,24,05-11-2024,26-10-2026,Seller,Parts and Service,Yes,Active,31-10-2025
WAR11093,SKU11093,11093,12,26-08-2022,21-08-2023,Seller,Parts and Service,Yes,Expired,22-02-2023
WAR11094,SKU11094,11094,6,26-05-2024,22-11-2024,Seller,Parts and Service,Yes,Expired,24-08-2024
WAR11095,SKU11095,11095,12,12-03-2025,07-03-2026,Manufacturer,Parts and Service,Yes,Active,08-09-2025
WAR11096,SKU11096,11096,6,13-07-2024,09-01-2025,Seller,Parts and Service,Yes,Expired,11-10-2024
WAR11097,SKU11097,11097,6,02-12-2023,30-05-2024,Seller,Parts and Service,No,Expired,01-03-2024
WAR11098,SKU11098,11098,12,19-06-2024,14-06-2025,Seller,Parts and Service,No,Active,16-12-2024
WAR11099,SKU11099,11099,6,28-11-2023,26-05-2024,Seller,Parts and Service,No,Expired,26-02-2024
WAR11100,SKU11100,11100,24,11-04-2023,31-03-2025,Manufacturer,Parts and Service,Yes,Expired,05-04-2024
WAR11101,SKU11101,11101,12,13-07-2025,08-07-2026,Manufacturer,Parts and Service,Yes,Expired,09-01-2026
WAR11102,SKU11102,11102,24,24-08-2024,14-08-2026,Manufacturer,Parts and Service,No,Active,19-08-2025
WAR11103,SKU11103,11103,6,11-08-2022,07-02-2023,Seller,Parts and Service,Yes,Active,09-11-2022
WAR11104,SKU11104,11104,12,01-03-2023,24-02-2024,Seller,Parts and Service,No,Active,28-08-2023
WAR11105,SKU11105,11105,24,27-02-2025,17-02-2027,Manufacturer,Parts and Service,Yes,Expired,22-02-2026
WAR11106,SKU11106,11106,12,03-02-2025,29-01-2026,Manufacturer,Parts and Service,No,Expired,02-08-2025
WAR11107,SKU11107,11107,6,09-04-2023,06-10-2023,Manufacturer,Parts and Service,Yes,Active,08-07-2023
WAR11108,SKU11108,11108,24,01-08-2023,21-07-2025,Seller,Parts and Service,No,Expired,26-07-2024
WAR11109,SKU11109,11109,6,15-10-2022,13-04-2023,Seller,Parts and Service,Yes,Active,13-01-2023
WAR11110,SKU11110,11110,24,24-05-2022,13-05-2024,Manufacturer,Parts and Service,No,Expired,19-05-2023
WAR11111,SKU11111,11111,24,23-02-2025,13-02-2027,Manufacturer,Parts and Service,No,Expired,18-02-2026
WAR11112,SKU11112,11112,6,23-04-2024,20-10-2024,Seller,Parts and Service,No,Expired,22-07-2024
WAR11113,SKU11113,11113,24,03-04-2025,24-03-2027,Seller,Parts and Service,No,Expired,29-03-2026
WAR11114,SKU11114,11114,24,06-10-2022,25-09-2024,Manufacturer,Parts and Service,No,Expired,01-10-2023
WAR11115,SKU11115,11115,24,21-12-2023,10-12-2025,Seller,Parts and Service,Yes,Active,15-12-2024
WAR11116,SKU11116,11116,24,03-01-2024,23-12-2025,Manufacturer,Parts and Service,Yes,Active,28-12-2024
WAR11117,SKU11117,11117,24,22-12-2022,11-12-2024,Manufacturer,Parts and Service,No,Active,17-12-2023
WAR11118,SKU11118,11118,24,22-10-2023,11-10-2025,Seller,Parts and Service,Yes,Active,16-10-2024
WAR11119,SKU11119,11119,24,25-05-2023,14-05-2025,Manufacturer,Parts and Service,No,Active,19-05-2024
WAR11120,SKU11120,11120,12,20-11-2024,15-11-2025,Manufacturer,Parts and Service,No,Active,19-05-2025
WAR11121,SKU11121,11121,24,07-04-2025,28-03-2027,Manufacturer,Parts and Service,Yes,Expired,02-04-2026
WAR11122,SKU11122,11122,6,08-07-2023,04-01-2024,Manufacturer,Parts and Service,Yes,Active,06-10-2023
WAR11123,SKU11123,11123,12,03-08-2022,29-07-2023,Manufacturer,Parts and Service,Yes,Active,30-01-2023
WAR11124,SKU11124,11124,6,31-05-2024,27-11-2024,Seller,Parts and Service,No,Active,29-08-2024
WAR11125,SKU11125,11125,12,13-06-2022,08-06-2023,Seller,Parts and Service,No,Expired,10-12-2022
WAR11126,SKU11126,11126,24,29-05-2023,18-05-2025,Manufacturer,Parts and Service,Yes,Expired,23-05-2024
WAR11127,SKU11127,11127,6,27-06-2022,24-12-2022,Manufacturer,Parts and Service,No,Active,25-09-2022
WAR11128,SKU11128,11128,24,20-02-2024,09-02-2026,Seller,Parts and Service,Yes,Expired,14-02-2025
WAR11129,SKU11129,11129,12,03-03-2025,26-02-2026,Manufacturer,Parts and Service,No,Expired,30-08-2025
WAR11130,SKU11130,11130,6,29-06-2023,26-12-2023,Manufacturer,Parts and Service,No,Expired,27-09-2023
WAR11131,SKU11131,11131,12,08-01-2025,03-01-2026,Seller,Parts and Service,No,Expired,07-07-2025
WAR11132,SKU11132,11132,12,28-07-2023,22-07-2024,Manufacturer,Parts and Service,Yes,Expired,24-01-2024
WAR11133,SKU11133,11133,12,03-01-2025,29-12-2025,Manufacturer,Parts and Service,Yes,Active,02-07-2025
WAR11134,SKU11134,11134,12,11-07-2023,05-07-2024,Manufacturer,Parts and Service,Yes,Active,07-01-2024
WAR11135,SKU11135,11135,6,07-09-2025,06-03-2026,Manufacturer,Parts and Service,Yes,Expired,06-12-2025
WAR11136,SKU11136,11136,12,06-03-2025,01-03-2026,Manufacturer,Parts and Service,Yes,Expired,02-09-2025
WAR11137,SKU11137,11137,6,19-08-2022,15-02-2023,Seller,Parts and Service,No,Active,17-11-2022
WAR11138,SKU11138,11138,6,14-01-2023,13-07-2023,Manufacturer,Parts and Service,Yes,Expired,14-04-2023
WAR11139,SKU11139,11139,12,07-12-2023,01-12-2024,Seller,Parts and Service,No,Expired,04-06-2024
WAR11140,SKU11140,11140,12,17-07-2023,11-07-2024,Manufacturer,Parts and Service,Yes,Active,13-01-2024
WAR11141,SKU11141,11141,12,21-09-2024,16-09-2025,Manufacturer,Parts and Service,No,Expired,20-03-2025
WAR11142,SKU11142,11142,12,30-06-2022,25-06-2023,Seller,Parts and Service,No,Active,27-12-2022
WAR11143,SKU11143,11143,24,13-08-2024,03-08-2026,Seller,Parts and Service,Yes,Expired,08-08-2025
WAR11144,SKU11144,11144,12,09-03-2023,03-03-2024,Manufacturer,Parts and Service,Yes,Expired,05-09-2023
WAR11145,SKU11145,11145,24,12-08-2025,02-08-2027,Manufacturer,Parts and Service,No,Active,07-08-2026
WAR11146,SKU11146,11146,6,05-01-2025,04-07-2025,Seller,Parts and Service,Yes,Active,05-04-2025
WAR11147,SKU11147,11147,12,26-01-2024,20-01-2025,Manufacturer,Parts and Service,Yes,Active,24-07-2024
WAR11148,SKU11148,11148,12,27-04-2023,21-04-2024,Manufacturer,Parts and Service,Yes,Active,24-10-2023
WAR11149,SKU11149,11149,24,21-07-2025,11-07-2027,Seller,Parts and Service,No,Active,16-07-2026
WAR11150,SKU11150,11150,24,11-08-2025,01-08-2027,Seller,Parts and Service,No,Expired,06-08-2026
WAR11151,SKU11151,11151,12,22-02-2023,17-02-2024,Seller,Parts and Service,Yes,Active,21-08-2023
WAR11152,SKU11152,11152,12,11-08-2023,05-08-2024,Seller,Parts and Service,No,Active,07-02-2024
WAR11153,SKU11153,11153,24,02-12-2023,21-11-2025,Seller,Parts and Service,Yes,Expired,26-11-2024
WAR11154,SKU11154,11154,6,29-08-2024,25-02-2025,Seller,Parts and Service,Yes,Active,27-11-2024
WAR11155,SKU11155,11155,12,04-03-2024,27-02-2025,Seller,Parts and Service,Yes,Expired,31-08-2024
WAR11156,SKU11156,11156,24,14-03-2023,03-03-2025,Manufacturer,Parts and Service,Yes,Active,08-03-2024
WAR11157,SKU11157,11157,6,27-04-2024,24-10-2024,Manufacturer,Parts and Service,No,Expired,26-07-2024
WAR11158,SKU11158,11158,6,11-02-2023,10-08-2023,Seller,Parts and Service,Yes,Active,12-05-2023
WAR11159,SKU11159,11159,24,11-07-2023,30-06-2025,Manufacturer,Parts and Service,No,Active,05-07-2024
WAR11160,SKU11160,11160,24,09-06-2023,29-05-2025,Seller,Parts and Service,No,Expired,03-06-2024
WAR11161,SKU11161,11161,24,01-05-2024,21-04-2026,Seller,Parts and Service,Yes,Expired,26-04-2025
WAR11162,SKU11162,11162,12,01-07-2022,26-06-2023,Manufacturer,Parts and Service,No,Active,28-12-2022
WAR11163,SKU11163,11163,6,25-05-2024,21-11-2024,Seller,Parts and Service,No,Active,23-08-2024
WAR11164,SKU11164,11164,24,08-05-2022,27-04-2024,Manufacturer,Parts and Service,Yes,Expired,03-05-2023
WAR11165,SKU11165,11165,6,19-06-2024,16-12-2024,Seller,Parts and Service,Yes,Active,17-09-2024
WAR11166,SKU11166,11166,24,06-07-2022,25-06-2024,Seller,Parts and Service,Yes,Expired,01-07-2023
WAR11167,SKU11167,11167,24,07-11-2024,28-10-2026,Seller,Parts and Service,Yes,Expired,02-11-2025
WAR11168,SKU11168,11168,12,15-05-2024,10-05-2025,Seller,Parts and Service,No,Expired,11-11-2024
WAR11169,SKU11169,11169,12,02-12-2022,27-11-2023,Manufacturer,Parts and Service,Yes,Active,31-05-2023
WAR11170,SKU11170,11170,6,26-03-2023,22-09-2023,Manufacturer,Parts and Service,No,Active,24-06-2023
WAR11171,SKU11171,11171,12,21-02-2024,15-02-2025,Seller,Parts and Service,Yes,Active,19-08-2024
