product_id,sku_id,recyclability_score,reusability_score,material_sustainability_score,warranty_score,overall_circularity_score,circularity_category,recommendation
5932.0,SKU5932,2.0,3.0,3.0,7.0,56.0,poor,repair
5933.0,SKU5933,1.0,6.0,3.0,3.0,74.0,poor,reuse
5934.0,SKU5934,8.0,6.0,3.0,8.0,87.0,average,refurbish
5935.0,SKU5935,6.0,8.0,5.0,9.0,72.0,average,repair
5936.0,SKU5936,7.0,3.0,5.0,8.0,80.0,good,recycle
5937.0,SKU5937,7.0,9.0,10.0,4.0,84.0,excellent,repair
5938.0,SKU5938,7.0,1.0,8.0,3.0,63.0,average,recycle
5939.0,SKU5939,10.0,4.0,9.0,2.0,82.0,poor,repair
5940.0,SKU5940,8.0,3.0,3.0,8.0,58.0,average,recycle
5941.0,SKU5941,3.0,3.0,5.0,4.0,88.0,excellent,recycle
5942.0,SKU5942,5.0,8.0,10.0,2.0,91.0,good,refurbish
5943.0,SKU5943,5.0,10.0,1.0,7.0,88.0,average,refurbish
5944.0,SKU5944,10.0,6.0,2.0,8.0,97.0,poor,repair
5945.0,SKU5945,8.0,9.0,5.0,4.0,100.0,excellent,reuse
5946.0,SKU5946,1.0,4.0,1.0,8.0,66.0,average,repair
5947.0,SKU5947,5.0,3.0,3.0,6.0,60.0,poor,repair
5948.0,SKU5948,10.0,9.0,1.0,8.0,80.0,good,refurbish
5949.0,SKU5949,8.0,7.0,4.0,6.0,95.0,good,reuse
5950.0,SKU5950,8.0,6.0,3.0,8.0,55.0,poor,refurbish
5951.0,SKU5951,2.0,10.0,4.0,3.0,55.0,poor,reuse
5952.0,SKU5952,2.0,2.0,9.0,3.0,97.0,excellent,repair
5953.0,SKU5953,7.0,8.0,4.0,6.0,83.0,good,repair
5954.0,SKU5954,2.0,6.0,6.0,2.0,93.0,poor,recycle
5955.0,SKU5955,8.0,8.0,8.0,2.0,53.0,average,recycle
5956.0,SKU5956,9.0,6.0,7.0,2.0,70.0,good,refurbish
5957.0,SKU5957,9.0,8.0,10.0,7.0,74.0,good,refurbish
5958.0,SKU5958,9.0,4.0,6.0,1.0,88.0,average,reuse
5959.0,SKU5959,2.0,5.0,6.0,7.0,60.0,good,refurbish
5960.0,SKU5960,6.0,7.0,8.0,7.0,95.0,excellent,refurbish
5961.0,SKU5961,1.0,4.0,8.0,1.0,85.0,average,reuse
5962.0,SKU5962,9.0,6.0,5.0,2.0,50.0,good,recycle
5963.0,SKU5963,8.0,6.0,3.0,8.0,50.0,poor,reuse
5964.0,SKU5964,3.0,8.0,8.0,10.0,60.0,good,reuse
5965.0,SKU5965,2.0,7.0,6.0,2.0,78.0,excellent,repair
5966.0,SKU5966,8.0,9.0,6.0,9.0,89.0,good,refurbish
5967.0,SKU5967,2.0,3.0,7.0,10.0,54.0,average,repair
5968.0,SKU5968,10.0,3.0,6.0,4.0,64.0,good,refurbish
5969.0,SKU5969,7.0,2.0,1.0,3.0,77.0,excellent,repair
5970.0,SKU5970,7.0,6.0,9.0,10.0,84.0,average,recycle
5971.0,SKU5971,2.0,7.0,7.0,9.0,54.0,good,refurbish
5972.0,SKU5972,5.0,6.0,8.0,6.0,91.0,poor,reuse
5973.0,SKU5973,4.0,10.0,5.0,10.0,60.0,excellent,refurbish
5974.0,SKU5974,2.0,7.0,7.0,7.0,56.0,average,refurbish
5975.0,SKU5975,8.0,2.0,10.0,4.0,53.0,average,refurbish
5976.0,SKU5976,1.0,10.0,9.0,8.0,84.0,average,recycle
5977.0,SKU5977,3.0,7.0,8.0,8.0,72.0,good,repair
5978.0,SKU5978,3.0,4.0,4.0,2.0,85.0,good,refurbish
5979.0,SKU5979,7.0,1.0,4.0,2.0,61.0,average,reuse
5980.0,SKU5980,4.0,8.0,9.0,2.0,54.0,poor,recycle
5981.0,SKU5981,4.0,5.0,3.0,7.0,93.0,excellent,refurbish
5982.0,SKU5982,5.0,1.0,4.0,10.0,81.0,excellent,recycle
5983.0,SKU5983,8.0,2.0,6.0,10.0,99.0,average,refurbish
5984.0,SKU5984,8.0,5.0,7.0,3.0,77.0,poor,reuse
5985.0,SKU5985,4.0,6.0,6.0,10.0,59.0,average,recycle
5986.0,SKU5986,1.0,3.0,6.0,2.0,67.0,excellent,refurbish
5987.0,SKU5987,10.0,3.0,5.0,4.0,71.0,good,recycle
5988.0,SKU5988,10.0,1.0,3.0,3.0,62.0,average,recycle
5989.0,SKU5989,6.0,6.0,2.0,5.0,100.0,average,repair
5990.0,SKU5990,3.0,10.0,4.0,6.0,54.0,good,reuse
5991.0,SKU5991,5.0,7.0,3.0,8.0,70.0,good,repair
5992.0,SKU5992,10.0,3.0,2.0,9.0,75.0,average,recycle
5993.0,SKU5993,10.0,6.0,1.0,9.0,98.0,good,repair
5994.0,SKU5994,9.0,6.0,3.0,4.0,68.0,good,refurbish
5995.0,SKU5995,7.0,10.0,1.0,5.0,90.0,poor,refurbish
5996.0,SKU5996,2.0,7.0,5.0,8.0,73.0,good,repair
5997.0,SKU5997,4.0,4.0,3.0,7.0,56.0,average,repair
5998.0,SKU5998,6.0,6.0,7.0,6.0,85.0,poor,recycle
5999.0,SKU5999,5.0,9.0,2.0,2.0,74.0,excellent,refurbish
6000.0,SKU6000,3.0,7.0,9.0,7.0,68.0,excellent,reuse
6001.0,SKU6001,5.0,7.0,6.0,8.0,50.0,average,reuse
6002.0,SKU6002,9.0,9.0,7.0,9.0,92.0,excellent,refurbish
6003.0,SKU6003,5.0,2.0,5.0,1.0,69.0,average,refurbish
6004.0,SKU6004,2.0,7.0,3.0,4.0,53.0,excellent,reuse
6005.0,SKU6005,5.0,10.0,5.0,10.0,83.0,average,reuse
6006.0,SKU6006,10.0,7.0,9.0,10.0,94.0,good,refurbish
6007.0,SKU6007,2.0,7.0,7.0,1.0,93.0,good,refurbish
6008.0,SKU6008,10.0,5.0,3.0,10.0,96.0,excellent,recycle
6009.0,SKU6009,4.0,1.0,10.0,9.0,71.0,poor,repair
6010.0,SKU6010,8.0,7.0,6.0,6.0,82.0,poor,reuse
6011.0,SKU6011,7.0,3.0,3.0,10.0,88.0,good,recycle
6012.0,SKU6012,4.0,1.0,8.0,5.0,85.0,excellent,repair
6013.0,SKU6013,8.0,1.0,4.0,1.0,90.0,good,reuse
6014.0,SKU6014,2.0,3.0,3.0,4.0,68.0,average,recycle
6015.0,SKU6015,6.0,10.0,1.0,2.0,86.0,excellent,recycle
6016.0,SKU6016,2.0,2.0,4.0,6.0,100.0,good,repair
6017.0,SKU6017,7.0,6.0,1.0,4.0,73.0,average,repair
6018.0,SKU6018,7.0,5.0,7.0,8.0,54.0,good,repair
6019.0,SKU6019,2.0,9.0,8.0,1.0,56.0,good,repair
6020.0,SKU6020,8.0,8.0,2.0,9.0,91.0,poor,refurbish
6021.0,SKU6021,3.0,7.0,4.0,2.0,70.0,poor,reuse
6022.0,SKU6022,10.0,5.0,9.0,6.0,72.0,good,refurbish
6023.0,SKU6023,3.0,4.0,8.0,2.0,75.0,average,repair
6024.0,SKU6024,2.0,6.0,4.0,8.0,50.0,average,reuse
6025.0,SKU6025,2.0,5.0,10.0,3.0,99.0,excellent,repair
6026.0,SKU6026,7.0,10.0,10.0,9.0,92.0,poor,repair
6027.0,SKU6027,3.0,9.0,5.0,4.0,65.0,excellent,refurbish
6028.0,SKU6028,4.0,7.0,6.0,10.0,94.0,good,recycle
6029.0,SKU6029,5.0,4.0,1.0,8.0,61.0,average,refurbish
6030.0,SKU6030,4.0,8.0,10.0,6.0,53.0,poor,reuse
6031.0,SKU6031,5.0,3.0,3.0,1.0,72.0,excellent,reuse
6032.0,SKU6032,8.0,2.0,7.0,4.0,56.0,good,reuse
6033.0,SKU6033,4.0,3.0,2.0,10.0,62.0,excellent,repair
6034.0,SKU6034,5.0,5.0,6.0,2.0,93.0,poor,refurbish
6035.0,SKU6035,2.0,8.0,2.0,1.0,57.0,good,reuse
6036.0,SKU6036,3.0,8.0,3.0,3.0,100.0,average,reuse
6037.0,SKU6037,5.0,8.0,10.0,4.0,93.0,average,refurbish
6038.0,SKU6038,1.0,1.0,4.0,6.0,72.0,poor,repair
6039.0,SKU6039,8.0,3.0,10.0,7.0,75.0,average,reuse
6040.0,SKU6040,5.0,6.0,4.0,8.0,78.0,poor,reuse
6041.0,SKU6041,9.0,10.0,2.0,1.0,86.0,average,reuse
6042.0,SKU6042,7.0,10.0,7.0,8.0,70.0,good,reuse
6043.0,SKU6043,7.0,6.0,4.0,1.0,74.0,average,recycle
6044.0,SKU6044,2.0,6.0,6.0,5.0,86.0,excellent,recycle
6045.0,SKU6045,1.0,2.0,3.0,10.0,85.0,excellent,refurbish
6046.0,SKU6046,1.0,6.0,2.0,8.0,53.0,good,refurbish
6047.0,SKU6047,3.0,8.0,10.0,8.0,90.0,average,recycle
6048.0,SKU6048,1.0,5.0,2.0,1.0,59.0,good,reuse
6049.0,SKU6049,9.0,4.0,9.0,2.0,61.0,poor,recycle
6050.0,SKU6050,6.0,6.0,8.0,4.0,74.0,excellent,refurbish
6051.0,SKU6051,5.0,3.0,1.0,9.0,75.0,average,recycle
6052.0,SKU6052,4.0,10.0,1.0,4.0,95.0,good,recycle
6053.0,SKU6053,8.0,1.0,10.0,10.0,86.0,poor,repair
6054.0,SKU6054,10.0,7.0,3.0,5.0,69.0,good,repair
6055.0,SKU6055,3.0,4.0,5.0,10.0,100.0,poor,repair
6056.0,SKU6056,2.0,1.0,5.0,7.0,74.0,poor,refurbish
6057.0,SKU6057,9.0,6.0,8.0,1.0,77.0,average,recycle
6058.0,SKU6058,7.0,10.0,1.0,9.0,100.0,excellent,recycle
6059.0,SKU6059,9.0,8.0,4.0,7.0,64.0,average,repair
6060.0,SKU6060,7.0,5.0,3.0,1.0,68.0,good,recycle
6061.0,SKU6061,5.0,1.0,7.0,4.0,71.0,excellent,repair
6062.0,SKU6062,5.0,5.0,10.0,6.0,88.0,poor,recycle
6063.0,SKU6063,5.0,8.0,6.0,9.0,69.0,excellent,repair
6064.0,SKU6064,7.0,7.0,1.0,7.0,60.0,average,repair
6065.0,SKU6065,9.0,2.0,10.0,7.0,72.0,excellent,reuse
6066.0,SKU6066,10.0,6.0,7.0,9.0,67.0,excellent,repair
6067.0,SKU6067,2.0,4.0,10.0,7.0,52.0,poor,refurbish
6068.0,SKU6068,6.0,7.0,1.0,2.0,98.0,excellent,recycle
6069.0,SKU6069,3.0,7.0,10.0,3.0,52.0,poor,repair
6070.0,SKU6070,7.0,2.0,3.0,4.0,81.0,excellent,refurbish
6071.0,SKU6071,10.0,1.0,6.0,1.0,60.0,poor,recycle
6072.0,SKU6072,7.0,4.0,4.0,1.0,91.0,excellent,recycle
6073.0,SKU6073,6.0,10.0,8.0,10.0,65.0,excellent,recycle
6074.0,SKU6074,6.0,1.0,5.0,8.0,96.0,average,reuse
6075.0,SKU6075,8.0,9.0,3.0,10.0,72.0,good,repair
6076.0,SKU6076,2.0,10.0,8.0,3.0,73.0,average,repair
6077.0,SKU6077,8.0,9.0,5.0,1.0,75.0,poor,refurbish
6078.0,SKU6078,4.0,10.0,10.0,9.0,80.0,excellent,reuse
6079.0,SKU6079,10.0,3.0,8.0,4.0,71.0,excellent,refurbish
6080.0,SKU6080,2.0,4.0,3.0,5.0,62.0,average,refurbish
6081.0,SKU6081,5.0,6.0,8.0,4.0,74.0,excellent,recycle
6082.0,SKU6082,8.0,5.0,8.0,10.0,60.0,average,repair
6083.0,SKU6083,9.0,5.0,7.0,5.0,96.0,average,repair
6084.0,SKU6084,1.0,8.0,10.0,8.0,58.0,excellent,repair
6085.0,SKU6085,5.0,6.0,10.0,2.0,59.0,average,recycle
6086.0,SKU6086,1.0,2.0,7.0,5.0,100.0,average,recycle
6087.0,SKU6087,4.0,7.0,1.0,7.0,71.0,average,refurbish
6088.0,SKU6088,2.0,9.0,10.0,4.0,64.0,average,repair
6089.0,SKU6089,4.0,4.0,8.0,8.0,100.0,good,refurbish
6090.0,SKU6090,7.0,8.0,5.0,8.0,85.0,average,repair
6091.0,SKU6091,7.0,8.0,4.0,2.0,81.0,good,recycle
6092.0,SKU6092,6.0,8.0,4.0,6.0,60.0,average,refurbish
6093.0,SKU6093,3.0,2.0,9.0,4.0,75.0,good,repair
6094.0,SKU6094,6.0,6.0,9.0,3.0,63.0,good,refurbish
6095.0,SKU6095,1.0,10.0,6.0,4.0,60.0,average,reuse
6096.0,SKU6096,7.0,8.0,4.0,4.0,68.0,good,reuse
6097.0,SKU6097,10.0,4.0,2.0,8.0,78.0,average,recycle
6098.0,SKU6098,3.0,7.0,5.0,8.0,62.0,good,refurbish
6099.0,SKU6099,10.0,9.0,1.0,2.0,84.0,good,recycle
6100.0,SKU6100,5.0,4.0,6.0,2.0,55.0,good,recycle
6101.0,SKU6101,9.0,3.0,2.0,6.0,96.0,average,repair
6102.0,SKU6102,4.0,1.0,10.0,9.0,53.0,average,refurbish
6103.0,SKU6103,5.0,9.0,1.0,9.0,88.0,excellent,recycle
6104.0,SKU6104,4.0,5.0,5.0,9.0,67.0,poor,refurbish
6105.0,SKU6105,3.0,7.0,8.0,10.0,96.0,average,recycle
6106.0,SKU6106,6.0,10.0,1.0,7.0,51.0,excellent,repair
6107.0,SKU6107,8.0,5.0,3.0,1.0,100.0,average,refurbish
6108.0,SKU6108,9.0,4.0,1.0,1.0,91.0,poor,refurbish
6109.0,SKU6109,6.0,8.0,6.0,1.0,100.0,excellent,refurbish
6110.0,SKU6110,7.0,8.0,7.0,6.0,85.0,poor,reuse
6111.0,SKU6111,1.0,1.0,2.0,4.0,90.0,poor,repair
6112.0,SKU6112,3.0,7.0,6.0,3.0,83.0,average,repair
6113.0,SKU6113,2.0,3.0,4.0,6.0,81.0,excellent,refurbish
6114.0,SKU6114,9.0,6.0,6.0,6.0,88.0,average,recycle
6115.0,SKU6115,4.0,1.0,3.0,2.0,79.0,average,refurbish
6116.0,SKU6116,6.0,4.0,6.0,2.0,71.0,poor,repair
6117.0,SKU6117,2.0,10.0,6.0,5.0,91.0,good,repair
6118.0,SKU6118,2.0,8.0,9.0,5.0,94.0,average,reuse
6119.0,SKU6119,3.0,2.0,9.0,4.0,94.0,excellent,reuse
6120.0,SKU6120,5.0,8.0,10.0,3.0,64.0,good,refurbish
6121.0,SKU6121,9.0,3.0,9.0,9.0,96.0,poor,repair
6122.0,SKU6122,7.0,6.0,8.0,9.0,96.0,good,repair
6123.0,SKU6123,2.0,10.0,4.0,1.0,66.0,excellent,refurbish
6124.0,SKU6124,1.0,8.0,2.0,4.0,69.0,average,recycle
6125.0,SKU6125,10.0,4.0,2.0,3.0,91.0,poor,repair
6126.0,SKU6126,10.0,9.0,4.0,3.0,77.0,average,refurbish
6127.0,SKU6127,9.0,4.0,3.0,10.0,78.0,excellent,refurbish
6128.0,SKU6128,5.0,2.0,5.0,5.0,74.0,excellent,reuse
6129.0,SKU6129,8.0,4.0,7.0,8.0,79.0,poor,recycle
6130.0,SKU6130,5.0,5.0,8.0,2.0,74.0,poor,refurbish
6131.0,SKU6131,6.0,4.0,10.0,8.0,96.0,average,refurbish
6132.0,SKU6132,1.0,1.0,10.0,3.0,90.0,poor,refurbish
6133.0,SKU6133,2.0,10.0,5.0,2.0,76.0,excellent,recycle
6134.0,SKU6134,10.0,8.0,6.0,2.0,68.0,excellent,repair
6135.0,SKU6135,5.0,2.0,7.0,7.0,89.0,good,recycle
6136.0,SKU6136,7.0,3.0,5.0,8.0,73.0,excellent,recycle
6137.0,SKU6137,10.0,8.0,3.0,9.0,77.0,poor,repair
6138.0,SKU6138,1.0,6.0,10.0,9.0,92.0,average,repair
6139.0,SKU6139,8.0,8.0,6.0,2.0,78.0,excellent,repair
6140.0,SKU6140,7.0,10.0,2.0,2.0,54.0,average,repair
6141.0,SKU6141,2.0,2.0,1.0,7.0,83.0,good,repair
6142.0,SKU6142,6.0,3.0,4.0,4.0,95.0,good,recycle
6143.0,SKU6143,3.0,5.0,5.0,9.0,53.0,excellent,recycle
6144.0,SKU6144,6.0,4.0,10.0,3.0,70.0,poor,refurbish
6145.0,SKU6145,10.0,7.0,6.0,6.0,56.0,excellent,repair
6146.0,SKU6146,6.0,5.0,7.0,1.0,92.0,excellent,reuse
6147.0,SKU6147,10.0,5.0,2.0,9.0,61.0,average,repair
6148.0,SKU6148,4.0,3.0,5.0,6.0,74.0,good,repair
6149.0,SKU6149,7.0,2.0,7.0,7.0,78.0,excellent,reuse
6150.0,SKU6150,4.0,8.0,1.0,1.0,82.0,average,repair
6151.0,SKU6151,3.0,6.0,4.0,9.0,69.0,good,recycle
6152.0,SKU6152,9.0,5.0,6.0,2.0,94.0,poor,refurbish
6153.0,SKU6153,1.0,9.0,1.0,6.0,53.0,average,reuse
6154.0,SKU6154,4.0,1.0,3.0,8.0,92.0,poor,reuse
6155.0,SKU6155,8.0,5.0,7.0,8.0,58.0,excellent,reuse
6156.0,SKU6156,3.0,3.0,9.0,2.0,61.0,poor,reuse
6157.0,SKU6157,1.0,1.0,2.0,1.0,51.0,average,recycle
6158.0,SKU6158,4.0,7.0,10.0,4.0,90.0,good,refurbish
6159.0,SKU6159,6.0,10.0,3.0,1.0,84.0,average,reuse
6160.0,SKU6160,4.0,3.0,9.0,5.0,94.0,average,refurbish
6161.0,SKU6161,2.0,8.0,4.0,4.0,56.0,poor,refurbish
6162.0,SKU6162,5.0,2.0,5.0,4.0,58.0,good,recycle
6163.0,SKU6163,5.0,6.0,6.0,5.0,50.0,poor,reuse
6164.0,SKU6164,3.0,9.0,1.0,1.0,53.0,good,refurbish
6165.0,SKU6165,6.0,9.0,10.0,9.0,99.0,excellent,refurbish
6166.0,SKU6166,2.0,9.0,1.0,2.0,71.0,good,reuse
6167.0,SKU6167,1.0,10.0,7.0,10.0,55.0,excellent,reuse
6168.0,SKU6168,9.0,9.0,4.0,1.0,79.0,good,reuse
6169.0,SKU6169,3.0,1.0,10.0,1.0,55.0,poor,recycle
6170.0,SKU6170,10.0,2.0,2.0,1.0,79.0,average,reuse
6171.0,SKU6171,7.0,9.0,3.0,5.0,63.0,excellent,recycle
6172.0,SKU6172,4.0,1.0,2.0,6.0,86.0,average,recycle
6173.0,SKU6173,2.0,8.0,10.0,7.0,100.0,excellent,refurbish
6174.0,SKU6174,8.0,5.0,4.0,10.0,73.0,poor,reuse
6175.0,SKU6175,5.0,10.0,9.0,1.0,54.0,average,refurbish
6176.0,SKU6176,1.0,3.0,8.0,4.0,70.0,good,recycle
6177.0,SKU6177,4.0,1.0,9.0,3.0,66.0,poor,recycle
6178.0,SKU6178,1.0,2.0,8.0,5.0,99.0,good,refurbish
6179.0,SKU6179,4.0,3.0,10.0,7.0,64.0,excellent,refurbish
6180.0,SKU6180,1.0,10.0,6.0,6.0,92.0,good,recycle
6181.0,SKU6181,8.0,6.0,2.0,10.0,54.0,poor,reuse
6182.0,SKU6182,5.0,7.0,1.0,7.0,76.0,good,repair
6183.0,SKU6183,9.0,8.0,9.0,7.0,72.0,good,reuse
6184.0,SKU6184,5.0,10.0,8.0,2.0,80.0,good,repair
6185.0,SKU6185,10.0,5.0,4.0,1.0,97.0,average,recycle
6186.0,SKU6186,4.0,8.0,6.0,4.0,63.0,poor,recycle
6187.0,SKU6187,1.0,5.0,4.0,9.0,72.0,excellent,reuse
6188.0,SKU6188,3.0,8.0,6.0,1.0,58.0,excellent,repair
6189.0,SKU6189,7.0,10.0,9.0,1.0,57.0,excellent,repair
6190.0,SKU6190,5.0,2.0,3.0,8.0,78.0,good,repair
6191.0,SKU6191,1.0,1.0,6.0,6.0,95.0,excellent,reuse
6192.0,SKU6192,5.0,3.0,4.0,8.0,62.0,poor,reuse
6193.0,SKU6193,6.0,1.0,3.0,8.0,69.0,poor,reuse
6194.0,SKU6194,5.0,2.0,2.0,10.0,99.0,average,recycle
6195.0,SKU6195,3.0,6.0,6.0,6.0,65.0,poor,recycle
6196.0,SKU6196,5.0,10.0,2.0,2.0,100.0,excellent,reuse
6197.0,SKU6197,6.0,4.0,5.0,2.0,79.0,good,repair
6198.0,SKU6198,5.0,10.0,3.0,10.0,82.0,good,refurbish
6199.0,SKU6199,8.0,3.0,5.0,6.0,90.0,good,reuse
6200.0,SKU6200,7.0,4.0,7.0,7.0,58.0,good,recycle
6201.0,SKU6201,8.0,5.0,3.0,3.0,74.0,poor,reuse
6202.0,SKU6202,4.0,6.0,2.0,8.0,88.0,good,reuse
6203.0,SKU6203,7.0,10.0,8.0,4.0,68.0,average,recycle
6204.0,SKU6204,4.0,7.0,3.0,6.0,76.0,average,repair
6205.0,SKU6205,7.0,9.0,9.0,9.0,70.0,excellent,refurbish
6206.0,SKU6206,8.0,5.0,1.0,9.0,57.0,good,refurbish
6207.0,SKU6207,3.0,9.0,4.0,2.0,51.0,poor,recycle
6208.0,SKU6208,3.0,3.0,9.0,3.0,80.0,good,recycle
6209.0,SKU6209,5.0,10.0,10.0,7.0,96.0,good,refurbish
6210.0,SKU6210,7.0,6.0,7.0,6.0,74.0,good,refurbish
6211.0,SKU6211,5.0,8.0,7.0,5.0,77.0,average,recycle
6212.0,SKU6212,4.0,10.0,4.0,10.0,70.0,good,recycle
6213.0,SKU6213,8.0,10.0,5.0,6.0,80.0,excellent,refurbish
6214.0,SKU6214,10.0,9.0,5.0,8.0,76.0,average,repair
6215.0,SKU6215,9.0,1.0,3.0,4.0,89.0,good,refurbish
6216.0,SKU6216,3.0,6.0,8.0,2.0,70.0,good,refurbish
6217.0,SKU6217,2.0,3.0,10.0,7.0,77.0,poor,repair
6218.0,SKU6218,6.0,2.0,1.0,6.0,74.0,good,refurbish
6219.0,SKU6219,2.0,7.0,10.0,9.0,76.0,good,refurbish
6220.0,SKU6220,3.0,6.0,9.0,4.0,84.0,excellent,recycle
6221.0,SKU6221,7.0,9.0,10.0,8.0,85.0,good,repair
6222.0,SKU6222,2.0,4.0,8.0,2.0,53.0,excellent,repair
6223.0,SKU6223,7.0,2.0,1.0,4.0,93.0,average,repair
6224.0,SKU6224,5.0,4.0,8.0,5.0,85.0,good,reuse
6225.0,SKU6225,10.0,6.0,7.0,3.0,70.0,excellent,repair
6226.0,SKU6226,1.0,4.0,10.0,3.0,78.0,average,repair
6227.0,SKU6227,4.0,4.0,8.0,9.0,86.0,poor,reuse
6228.0,SKU6228,3.0,1.0,2.0,9.0,51.0,poor,repair
6229.0,SKU6229,10.0,6.0,4.0,9.0,54.0,good,repair
6230.0,SKU6230,8.0,7.0,2.0,6.0,75.0,good,reuse
6231.0,SKU6231,2.0,4.0,7.0,7.0,68.0,good,repair
6232.0,SKU6232,10.0,5.0,1.0,9.0,65.0,good,repair
6233.0,SKU6233,5.0,2.0,9.0,6.0,100.0,excellent,repair
6234.0,SKU6234,1.0,7.0,8.0,5.0,100.0,poor,recycle
6235.0,SKU6235,6.0,8.0,10.0,2.0,51.0,good,refurbish
6236.0,SKU6236,9.0,7.0,10.0,3.0,53.0,excellent,recycle
6237.0,SKU6237,1.0,8.0,5.0,6.0,99.0,average,repair
6238.0,SKU6238,1.0,9.0,9.0,4.0,99.0,excellent,reuse
6239.0,SKU6239,7.0,1.0,4.0,6.0,60.0,poor,refurbish
6240.0,SKU6240,9.0,2.0,10.0,2.0,86.0,good,reuse
6241.0,SKU6241,10.0,3.0,7.0,9.0,53.0,poor,refurbish
6242.0,SKU6242,5.0,3.0,7.0,5.0,87.0,poor,repair
6243.0,SKU6243,5.0,8.0,4.0,1.0,63.0,average,reuse
6244.0,SKU6244,8.0,5.0,6.0,9.0,87.0,average,repair
6245.0,SKU6245,8.0,4.0,6.0,5.0,65.0,average,repair
6246.0,SKU6246,10.0,4.0,4.0,3.0,65.0,good,recycle
6247.0,SKU6247,9.0,2.0,4.0,2.0,62.0,poor,refurbish
6248.0,SKU6248,5.0,10.0,10.0,8.0,90.0,excellent,repair
6249.0,SKU6249,6.0,7.0,7.0,9.0,100.0,good,reuse
6250.0,SKU6250,7.0,10.0,2.0,1.0,75.0,excellent,reuse
6251.0,SKU6251,5.0,2.0,1.0,5.0,96.0,excellent,recycle
6252.0,SKU6252,9.0,6.0,1.0,2.0,70.0,average,reuse
6253.0,SKU6253,4.0,5.0,8.0,9.0,86.0,average,repair
6254.0,SKU6254,8.0,10.0,3.0,6.0,77.0,excellent,reuse
6255.0,SKU6255,6.0,10.0,1.0,5.0,86.0,average,recycle
6256.0,SKU6256,10.0,4.0,4.0,8.0,73.0,excellent,repair
6257.0,SKU6257,2.0,1.0,2.0,8.0,78.0,poor,recycle
6258.0,SKU6258,6.0,9.0,9.0,1.0,67.0,poor,recycle
6259.0,SKU6259,1.0,7.0,1.0,9.0,100.0,good,reuse
6260.0,SKU6260,9.0,6.0,10.0,9.0,65.0,good,reuse
6261.0,SKU6261,2.0,2.0,6.0,9.0,50.0,poor,repair
6262.0,SKU6262,7.0,6.0,6.0,6.0,94.0,average,refurbish
6263.0,SKU6263,1.0,2.0,5.0,4.0,62.0,average,reuse
6264.0,SKU6264,2.0,6.0,8.0,3.0,57.0,average,refurbish
6265.0,SKU6265,10.0,2.0,2.0,10.0,58.0,excellent,recycle
6266.0,SKU6266,6.0,3.0,5.0,6.0,75.0,average,refurbish
6267.0,SKU6267,7.0,7.0,10.0,5.0,80.0,excellent,reuse
6268.0,SKU6268,10.0,9.0,1.0,5.0,75.0,average,recycle
6269.0,SKU6269,9.0,2.0,10.0,8.0,71.0,excellent,refurbish
6270.0,SKU6270,9.0,9.0,1.0,3.0,62.0,average,reuse
6271.0,SKU6271,3.0,5.0,2.0,3.0,59.0,average,refurbish
6272.0,SKU6272,3.0,6.0,7.0,2.0,53.0,poor,recycle
6273.0,SKU6273,10.0,8.0,8.0,10.0,72.0,good,repair
6274.0,SKU6274,3.0,10.0,8.0,4.0,95.0,poor,recycle
6275.0,SKU6275,1.0,8.0,6.0,7.0,65.0,good,reuse
6276.0,SKU6276,6.0,3.0,6.0,3.0,85.0,average,recycle
6277.0,SKU6277,6.0,3.0,10.0,3.0,98.0,good,refurbish
6278.0,SKU6278,9.0,6.0,8.0,5.0,70.0,poor,reuse
6279.0,SKU6279,10.0,1.0,2.0,5.0,97.0,good,reuse
6280.0,SKU6280,8.0,2.0,10.0,8.0,58.0,excellent,refurbish
6281.0,SKU6281,3.0,5.0,2.0,8.0,96.0,average,recycle
6282.0,SKU6282,7.0,1.0,4.0,6.0,93.0,poor,reuse
6283.0,SKU6283,1.0,1.0,9.0,8.0,51.0,poor,repair
6284.0,SKU6284,5.0,1.0,8.0,7.0,89.0,poor,reuse
6285.0,SKU6285,7.0,10.0,2.0,3.0,100.0,poor,refurbish
6286.0,SKU6286,5.0,2.0,8.0,4.0,54.0,poor,repair
6287.0,SKU6287,6.0,7.0,10.0,10.0,57.0,average,refurbish
6288.0,SKU6288,1.0,3.0,3.0,4.0,64.0,excellent,reuse
6289.0,SKU6289,9.0,9.0,1.0,9.0,66.0,excellent,repair
6290.0,SKU6290,3.0,7.0,3.0,9.0,79.0,average,recycle
6291.0,SKU6291,2.0,1.0,8.0,8.0,57.0,good,reuse
6292.0,SKU6292,8.0,2.0,8.0,5.0,80.0,poor,refurbish
6293.0,SKU6293,1.0,2.0,4.0,4.0,65.0,average,repair
6294.0,SKU6294,8.0,6.0,8.0,5.0,56.0,average,refurbish
6295.0,SKU6295,5.0,3.0,9.0,5.0,61.0,good,refurbish
6296.0,SKU6296,6.0,9.0,2.0,6.0,87.0,poor,recycle
6297.0,SKU6297,7.0,3.0,3.0,5.0,66.0,average,reuse
6298.0,SKU6298,1.0,3.0,9.0,9.0,79.0,average,recycle
6299.0,SKU6299,4.0,5.0,9.0,2.0,69.0,excellent,repair
6300.0,SKU6300,1.0,8.0,7.0,3.0,98.0,average,recycle
6301.0,SKU6301,5.0,7.0,7.0,6.0,93.0,excellent,repair
