bom_id,sku_id,product_id,component_name,component_weight,recyclable,recycled_content_percentage,supplier_name,cost_per_component,hazardous_material_flag
BOM12084,SKU12084,12084.0,keyboard,705.0,no,55.0,tech components,2488.0,yes
BOM12085,SKU12085,12085.0,motherboard,111.0,no,6.0,tech components,3130.0,yes
BOM12086,SKU12086,12086.0,screen,859.0,no,10.0,tech components,951.0,yes
BOM12087,SKU12087,12087.0,keyboard,966.0,yes,83.0,abc ltd,587.0,no
BOM12088,SKU12088,12088.0,battery,325.0,no,14.0,tech components,1224.0,no
BOM12089,SKU12089,12089.0,motherboard,927.0,no,95.0,xyz pvt ltd,4562.0,no
BOM12090,SKU12090,12090.0,battery,742.0,yes,16.0,tech components,1917.0,yes
BOM12091,SKU12091,12091.0,screen,956.0,yes,18.0,xyz pvt ltd,4253.0,yes
BOM12092,SKU12092,12092.0,keyboard,875.0,yes,85.0,abc ltd,634.0,yes
BOM12093,SKU12093,12093.0,motherboard,912.0,yes,93.0,abc ltd,3775.0,no
BOM12094,SKU12094,12094.0,motherboard,119.0,no,20.0,abc ltd,2095.0,no
BOM12095,SKU12095,12095.0,screen,395.0,yes,50.0,xyz pvt ltd,2264.0,no
BOM12096,SKU12096,12096.0,battery,372.0,no,10.0,tech components,1100.0,yes
BOM12097,SKU12097,12097.0,motherboard,405.0,yes,61.0,tech components,1451.0,no
BOM12098,SKU12098,12098.0,keyboard,856.0,no,73.0,xyz pvt ltd,1489.0,yes
BOM12099,SKU12099,12099.0,motherboard,146.0,no,3.0,abc ltd,925.0,yes
BOM12100,SKU12100,12100.0,motherboard,786.0,yes,96.0,abc ltd,4897.0,no
BOM12101,SKU12101,12101.0,keyboard,777.0,no,1.0,xyz pvt ltd,3295.0,no
BOM12102,SKU12102,12102.0,motherboard,511.0,no,88.0,xyz pvt ltd,3349.0,yes
BOM12103,SKU12103,12103.0,screen,626.0,no,9.0,tech components,721.0,no
BOM12104,SKU12104,12104.0,motherboard,959.0,yes,45.0,tech components,1047.0,no
BOM12105,SKU12105,12105.0,battery,559.0,yes,25.0,tech components,3356.0,no
BOM12106,SKU12106,12106.0,keyboard,823.0,no,60.0,abc ltd,4558.0,yes
BOM12107,SKU12107,12107.0,battery,628.0,no,95.0,tech components,4480.0,no
BOM12108,SKU12108,12108.0,motherboard,298.0,no,36.0,xyz pvt ltd,2650.0,yes
BOM12109,SKU12109,12109.0,motherboard,418.0,yes,50.0,tech components,3794.0,yes
BOM12110,SKU12110,12110.0,keyboard,702.0,yes,84.0,tech components,2886.0,yes
BOM12111,SKU12111,12111.0,motherboard,556.0,yes,35.0,tech components,4709.0,yes
BOM12112,SKU12112,12112.0,battery,585.0,yes,12.0,tech components,2964.0,no
BOM12113,SKU12113,12113.0,battery,188.0,yes,30.0,xyz pvt ltd,3125.0,yes
BOM12114,SKU12114,12114.0,keyboard,285.0,no,31.0,tech components,2808.0,yes
BOM12115,SKU12115,12115.0,keyboard,345.0,yes,28.0,tech components,1009.0,yes
BOM12116,SKU12116,12116.0,screen,443.0,no,73.0,xyz pvt ltd,2618.0,yes
BOM12117,SKU12117,12117.0,battery,159.0,no,39.0,abc ltd,2526.0,yes
BOM12118,SKU12118,12118.0,screen,406.0,no,54.0,tech components,2168.0,yes
BOM12119,SKU12119,12119.0,keyboard,713.0,yes,2.0,abc ltd,3908.0,no
BOM12120,SKU12120,12120.0,screen,494.0,no,40.0,tech components,833.0,yes
BOM12121,SKU12121,12121.0,motherboard,160.0,no,96.0,abc ltd,1207.0,yes
BOM12122,SKU12122,12122.0,keyboard,567.0,no,51.0,abc ltd,2675.0,yes
BOM12123,SKU12123,12123.0,keyboard,546.0,yes,21.0,tech components,3396.0,no
BOM12124,SKU12124,12124.0,screen,109.0,no,2.0,abc ltd,1272.0,no
BOM12125,SKU12125,12125.0,motherboard,693.0,no,27.0,xyz pvt ltd,1590.0,no
BOM12126,SKU12126,12126.0,motherboard,157.0,no,92.0,abc ltd,3603.0,yes
BOM12127,SKU12127,12127.0,keyboard,477.0,no,50.0,xyz pvt ltd,4649.0,yes
BOM12128,SKU12128,12128.0,motherboard,572.0,yes,26.0,xyz pvt ltd,2138.0,yes
BOM12129,SKU12129,12129.0,motherboard,718.0,no,58.0,tech components,2744.0,yes
BOM12130,SKU12130,12130.0,motherboard,677.0,yes,9.0,xyz pvt ltd,650.0,yes
BOM12131,SKU12131,12131.0,motherboard,121.0,yes,98.0,abc ltd,1203.0,no
BOM12132,SKU12132,12132.0,screen,464.0,no,26.0,abc ltd,866.0,no
BOM12133,SKU12133,12133.0,screen,539.0,no,77.0,tech components,4604.0,yes
BOM12134,SKU12134,12134.0,screen,858.0,no,29.0,abc ltd,4353.0,no
BOM12135,SKU12135,12135.0,battery,217.0,no,87.0,xyz pvt ltd,2509.0,yes
BOM12136,SKU12136,12136.0,motherboard,206.0,no,69.0,xyz pvt ltd,3941.0,yes
BOM12137,SKU12137,12137.0,screen,879.0,no,100.0,tech components,1186.0,yes
BOM12138,SKU12138,12138.0,battery,214.0,no,71.0,tech components,3844.0,no
BOM12139,SKU12139,12139.0,screen,834.0,yes,8.0,xyz pvt ltd,915.0,no
BOM12140,SKU12140,12140.0,motherboard,607.0,yes,3.0,xyz pvt ltd,4527.0,no
BOM12141,SKU12141,12141.0,battery,384.0,yes,20.0,abc ltd,3418.0,yes
BOM12142,SKU12142,12142.0,keyboard,934.0,no,90.0,tech components,4639.0,yes
BOM12143,SKU12143,12143.0,screen,740.0,no,55.0,xyz pvt ltd,3487.0,yes
BOM12144,SKU12144,12144.0,keyboard,978.0,yes,100.0,abc ltd,2960.0,no
BOM12145,SKU12145,12145.0,keyboard,855.0,no,39.0,tech components,4523.0,yes
BOM12146,SKU12146,12146.0,motherboard,803.0,yes,13.0,abc ltd,1034.0,no
BOM12147,SKU12147,12147.0,battery,768.0,no,47.0,tech components,2223.0,no
BOM12148,SKU12148,12148.0,screen,899.0,no,86.0,abc ltd,1398.0,yes
BOM12149,SKU12149,12149.0,keyboard,978.0,yes,52.0,xyz pvt ltd,3604.0,yes
BOM12150,SKU12150,12150.0,motherboard,398.0,no,72.0,tech components,2216.0,no
BOM12151,SKU12151,12151.0,motherboard,655.0,no,67.0,tech components,3646.0,yes
BOM12152,SKU12152,12152.0,battery,853.0,no,53.0,xyz pvt ltd,2467.0,yes
BOM12153,SKU12153,12153.0,screen,953.0,yes,13.0,xyz pvt ltd,3446.0,no
BOM12154,SKU12154,12154.0,motherboard,579.0,yes,74.0,xyz pvt ltd,1751.0,yes
BOM12155,SKU12155,12155.0,screen,674.0,no,63.0,abc ltd,1475.0,yes
BOM12156,SKU12156,12156.0,keyboard,199.0,yes,55.0,abc ltd,3467.0,no
BOM12157,SKU12157,12157.0,battery,792.0,yes,69.0,xyz pvt ltd,713.0,no
BOM12158,SKU12158,12158.0,motherboard,165.0,no,70.0,tech components,2603.0,no
BOM12159,SKU12159,12159.0,battery,513.0,yes,24.0,abc ltd,3614.0,no
BOM12160,SKU12160,12160.0,screen,993.0,yes,79.0,tech components,4211.0,yes
BOM12161,SKU12161,12161.0,battery,974.0,yes,78.0,abc ltd,4921.0,yes
BOM12162,SKU12162,12162.0,motherboard,562.0,yes,21.0,tech components,2058.0,no
BOM12163,SKU12163,12163.0,keyboard,927.0,yes,28.0,abc ltd,1923.0,yes
BOM12164,SKU12164,12164.0,keyboard,390.0,no,53.0,abc ltd,4773.0,yes
BOM12165,SKU12165,12165.0,screen,138.0,yes,63.0,xyz pvt ltd,2030.0,no
BOM12166,SKU12166,12166.0,battery,767.0,yes,4.0,abc ltd,1633.0,no
BOM12167,SKU12167,12167.0,screen,332.0,no,3.0,tech components,4647.0,yes
BOM12168,SKU12168,12168.0,motherboard,806.0,no,53.0,tech components,4385.0,no
BOM12169,SKU12169,12169.0,keyboard,635.0,yes,62.0,abc ltd,4212.0,yes
BOM12170,SKU12170,12170.0,screen,414.0,no,58.0,abc ltd,1379.0,yes
BOM12171,SKU12171,12171.0,battery,622.0,no,36.0,abc ltd,1881.0,no
BOM12172,SKU12172,12172.0,motherboard,414.0,no,16.0,abc ltd,4541.0,yes
BOM12173,SKU12173,12173.0,battery,287.0,yes,11.0,xyz pvt ltd,3038.0,yes
BOM12174,SKU12174,12174.0,screen,242.0,no,90.0,abc ltd,2871.0,yes
BOM12175,SKU12175,12175.0,motherboard,344.0,no,96.0,tech components,4680.0,yes
BOM12176,SKU12176,12176.0,motherboard,428.0,yes,3.0,abc ltd,3033.0,yes
BOM12177,SKU12177,12177.0,keyboard,673.0,yes,10.0,abc ltd,2943.0,no
BOM12178,SKU12178,12178.0,screen,694.0,yes,12.0,tech components,1383.0,no
BOM12179,SKU12179,12179.0,battery,810.0,yes,5.0,tech components,2325.0,no
BOM12180,SKU12180,12180.0,battery,273.0,yes,45.0,tech components,594.0,no
BOM12181,SKU12181,12181.0,screen,482.0,yes,93.0,abc ltd,2932.0,yes
BOM12182,SKU12182,12182.0,screen,320.0,no,70.0,xyz pvt ltd,4838.0,no
BOM12183,SKU12183,12183.0,keyboard,709.0,no,91.0,tech components,3017.0,yes
BOM12184,SKU12184,12184.0,motherboard,334.0,no,69.0,xyz pvt ltd,1030.0,yes
BOM12185,SKU12185,12185.0,battery,293.0,yes,98.0,xyz pvt ltd,4034.0,yes
BOM12186,SKU12186,12186.0,battery,943.0,yes,91.0,xyz pvt ltd,1402.0,yes
BOM12187,SKU12187,12187.0,screen,423.0,yes,81.0,tech components,3915.0,no
BOM12188,SKU12188,12188.0,keyboard,551.0,no,39.0,abc ltd,2897.0,yes
BOM12189,SKU12189,12189.0,keyboard,612.0,no,42.0,tech components,3714.0,no
BOM12190,SKU12190,12190.0,battery,283.0,no,7.0,tech components,3235.0,no
BOM12191,SKU12191,12191.0,screen,949.0,yes,36.0,xyz pvt ltd,1852.0,yes
BOM12192,SKU12192,12192.0,screen,862.0,yes,43.0,tech components,3416.0,no
BOM12193,SKU12193,12193.0,keyboard,522.0,no,41.0,tech components,2164.0,yes
BOM12194,SKU12194,12194.0,battery,213.0,no,90.0,tech components,2841.0,no
BOM12195,SKU12195,12195.0,keyboard,541.0,yes,1.0,xyz pvt ltd,3512.0,no
BOM12196,SKU12196,12196.0,screen,886.0,yes,5.0,tech components,4399.0,no
BOM12197,SKU12197,12197.0,battery,728.0,yes,8.0,tech components,2100.0,no
BOM12198,SKU12198,12198.0,screen,323.0,yes,2.0,xyz pvt ltd,4211.0,yes
BOM12199,SKU12199,12199.0,motherboard,550.0,yes,46.0,abc ltd,3766.0,no
BOM12200,SKU12200,12200.0,battery,259.0,yes,72.0,tech components,4628.0,yes
BOM12201,SKU12201,12201.0,battery,942.0,no,47.0,tech components,2996.0,yes
BOM12202,SKU12202,12202.0,keyboard,605.0,yes,46.0,tech components,4865.0,yes
BOM12203,SKU12203,12203.0,keyboard,359.0,yes,44.0,xyz pvt ltd,3336.0,yes
BOM12204,SKU12204,12204.0,keyboard,731.0,no,11.0,abc ltd,3055.0,yes
BOM12205,SKU12205,12205.0,battery,881.0,no,0.0,xyz pvt ltd,4884.0,no
BOM12206,SKU12206,12206.0,screen,289.0,no,11.0,abc ltd,4217.0,yes
BOM12207,SKU12207,12207.0,motherboard,281.0,yes,98.0,abc ltd,4462.0,yes
BOM12208,SKU12208,12208.0,keyboard,748.0,no,53.0,abc ltd,3570.0,no
BOM12209,SKU12209,12209.0,motherboard,433.0,yes,94.0,abc ltd,2852.0,yes
BOM12210,SKU12210,12210.0,screen,461.0,yes,84.0,tech components,3459.0,no
BOM12211,SKU12211,12211.0,keyboard,136.0,no,9.0,abc ltd,805.0,no
BOM12212,SKU12212,12212.0,screen,289.0,yes,34.0,tech components,1649.0,no
BOM12213,SKU12213,12213.0,keyboard,355.0,no,80.0,xyz pvt ltd,2558.0,no
BOM12214,SKU12214,12214.0,keyboard,611.0,yes,64.0,tech components,4671.0,yes
BOM12215,SKU12215,12215.0,motherboard,139.0,no,50.0,abc ltd,927.0,no
BOM12216,SKU12216,12216.0,keyboard,853.0,no,65.0,abc ltd,2244.0,yes
BOM12217,SKU12217,12217.0,keyboard,584.0,yes,82.0,tech components,3090.0,no
BOM12218,SKU12218,12218.0,screen,589.0,yes,53.0,abc ltd,3197.0,no
BOM12219,SKU12219,12219.0,battery,554.0,yes,55.0,xyz pvt ltd,1635.0,no
BOM12220,SKU12220,12220.0,motherboard,976.0,yes,12.0,xyz pvt ltd,1316.0,yes
BOM12221,SKU12221,12221.0,screen,811.0,yes,26.0,tech components,1385.0,no
BOM12222,SKU12222,12222.0,screen,159.0,yes,63.0,tech components,1318.0,no
BOM12223,SKU12223,12223.0,keyboard,700.0,yes,71.0,abc ltd,2336.0,yes
BOM12224,SKU12224,12224.0,screen,364.0,no,92.0,abc ltd,1238.0,yes
BOM12225,SKU12225,12225.0,motherboard,436.0,yes,72.0,abc ltd,2214.0,no
BOM12226,SKU12226,12226.0,battery,648.0,no,64.0,abc ltd,2057.0,yes
BOM12227,SKU12227,12227.0,screen,566.0,yes,87.0,xyz pvt ltd,4274.0,yes
BOM12228,SKU12228,12228.0,keyboard,119.0,no,13.0,tech components,570.0,no
BOM12229,SKU12229,12229.0,battery,400.0,no,92.0,xyz pvt ltd,4188.0,yes
BOM12230,SKU12230,12230.0,motherboard,194.0,no,13.0,xyz pvt ltd,1500.0,yes
BOM12231,SKU12231,12231.0,battery,269.0,yes,32.0,tech components,2980.0,yes
BOM12232,SKU12232,12232.0,motherboard,313.0,yes,100.0,tech components,1069.0,yes
BOM12233,SKU12233,12233.0,motherboard,205.0,no,7.0,abc ltd,1312.0,yes
BOM12234,SKU12234,12234.0,motherboard,523.0,no,36.0,abc ltd,4165.0,no
BOM12235,SKU12235,12235.0,keyboard,243.0,yes,60.0,xyz pvt ltd,857.0,yes
BOM12236,SKU12236,12236.0,keyboard,452.0,no,30.0,tech components,2918.0,yes
BOM12237,SKU12237,12237.0,screen,374.0,no,78.0,xyz pvt ltd,3828.0,no
BOM12238,SKU12238,12238.0,screen,477.0,yes,38.0,tech components,2335.0,no
BOM12239,SKU12239,12239.0,battery,242.0,yes,90.0,tech components,3773.0,no
BOM12240,SKU12240,12240.0,battery,737.0,yes,88.0,abc ltd,2426.0,yes
BOM12241,SKU12241,12241.0,screen,669.0,no,12.0,tech components,2416.0,no
BOM12242,SKU12242,12242.0,keyboard,642.0,yes,10.0,tech components,1425.0,yes
BOM12243,SKU12243,12243.0,screen,725.0,yes,58.0,tech components,2898.0,no
BOM12244,SKU12244,12244.0,motherboard,521.0,no,85.0,xyz pvt ltd,2117.0,no
BOM12245,SKU12245,12245.0,screen,994.0,yes,77.0,xyz pvt ltd,3555.0,no
BOM12246,SKU12246,12246.0,battery,230.0,no,79.0,tech components,1614.0,no
BOM12247,SKU12247,12247.0,motherboard,694.0,no,2.0,abc ltd,2845.0,no
BOM12248,SKU12248,12248.0,keyboard,342.0,no,26.0,xyz pvt ltd,1828.0,no
BOM12249,SKU12249,12249.0,screen,493.0,no,100.0,xyz pvt ltd,3524.0,no
BOM12250,SKU12250,12250.0,motherboard,792.0,no,83.0,abc ltd,4844.0,yes
BOM12251,SKU12251,12251.0,motherboard,933.0,yes,72.0,xyz pvt ltd,870.0,no
BOM12252,SKU12252,12252.0,screen,883.0,no,96.0,tech components,1363.0,no
BOM12253,SKU12253,12253.0,screen,189.0,yes,13.0,xyz pvt ltd,3508.0,yes
BOM12254,SKU12254,12254.0,keyboard,344.0,no,92.0,xyz pvt ltd,4258.0,no
BOM12255,SKU12255,12255.0,battery,495.0,yes,8.0,abc ltd,2457.0,yes
BOM12256,SKU12256,12256.0,screen,183.0,no,11.0,xyz pvt ltd,751.0,no
BOM12257,SKU12257,12257.0,motherboard,988.0,no,33.0,tech components,4934.0,no
BOM12258,SKU12258,12258.0,screen,612.0,yes,77.0,xyz pvt ltd,1677.0,yes
BOM12259,SKU12259,12259.0,screen,262.0,no,41.0,abc ltd,3428.0,no
BOM12260,SKU12260,12260.0,screen,287.0,yes,8.0,xyz pvt ltd,4828.0,yes
BOM12261,SKU12261,12261.0,motherboard,525.0,yes,51.0,xyz pvt ltd,3125.0,yes
BOM12262,SKU12262,12262.0,battery,307.0,no,35.0,xyz pvt ltd,4779.0,yes
BOM12263,SKU12263,12263.0,motherboard,321.0,no,5.0,abc ltd,2752.0,yes
BOM12264,SKU12264,12264.0,battery,524.0,no,77.0,xyz pvt ltd,4828.0,no
BOM12265,SKU12265,12265.0,motherboard,159.0,yes,95.0,xyz pvt ltd,856.0,no
BOM12266,SKU12266,12266.0,motherboard,169.0,yes,22.0,xyz pvt ltd,965.0,no
BOM12267,SKU12267,12267.0,battery,710.0,yes,26.0,xyz pvt ltd,1211.0,yes
BOM12268,SKU12268,12268.0,battery,612.0,no,99.0,tech components,1857.0,no
BOM12269,SKU12269,12269.0,motherboard,345.0,no,30.0,tech components,4527.0,yes
BOM12270,SKU12270,12270.0,keyboard,125.0,yes,73.0,abc ltd,2862.0,no
BOM12271,SKU12271,12271.0,keyboard,880.0,yes,81.0,abc ltd,4050.0,no
BOM12272,SKU12272,12272.0,screen,982.0,yes,24.0,abc ltd,1657.0,no
BOM12273,SKU12273,12273.0,keyboard,129.0,no,1.0,xyz pvt ltd,3240.0,yes
BOM12274,SKU12274,12274.0,motherboard,295.0,no,17.0,tech components,2508.0,no
BOM12275,SKU12275,12275.0,battery,419.0,yes,62.0,tech components,3796.0,no
BOM12276,SKU12276,12276.0,motherboard,416.0,yes,76.0,tech components,3552.0,yes
BOM12277,SKU12277,12277.0,keyboard,655.0,no,13.0,abc ltd,817.0,yes
BOM12278,SKU12278,12278.0,keyboard,722.0,no,86.0,abc ltd,2736.0,yes
BOM12279,SKU12279,12279.0,battery,827.0,no,100.0,tech components,3673.0,yes
BOM12280,SKU12280,12280.0,motherboard,413.0,no,16.0,abc ltd,1291.0,yes
BOM12281,SKU12281,12281.0,screen,395.0,no,33.0,tech components,2382.0,yes
BOM12282,SKU12282,12282.0,keyboard,899.0,no,20.0,abc ltd,1535.0,yes
BOM12283,SKU12283,12283.0,screen,711.0,no,3.0,tech components,2086.0,no
BOM12284,SKU12284,12284.0,keyboard,987.0,yes,15.0,xyz pvt ltd,2623.0,yes
BOM12285,SKU12285,12285.0,battery,736.0,yes,33.0,abc ltd,2476.0,yes
BOM12286,SKU12286,12286.0,screen,894.0,no,100.0,tech components,4113.0,no
BOM12287,SKU12287,12287.0,motherboard,737.0,yes,92.0,abc ltd,4766.0,no
BOM12288,SKU12288,12288.0,motherboard,612.0,yes,1.0,xyz pvt ltd,3717.0,yes
BOM12289,SKU12289,12289.0,motherboard,412.0,no,57.0,tech components,1054.0,no
BOM12290,SKU12290,12290.0,battery,944.0,no,5.0,tech components,4960.0,no
BOM12291,SKU12291,12291.0,keyboard,973.0,no,31.0,abc ltd,3881.0,no
BOM12292,SKU12292,12292.0,keyboard,581.0,no,75.0,tech components,2607.0,no
BOM12293,SKU12293,12293.0,screen,676.0,no,57.0,tech components,4196.0,yes
BOM12294,SKU12294,12294.0,battery,171.0,no,25.0,tech components,3863.0,yes
BOM12295,SKU12295,12295.0,screen,221.0,yes,51.0,xyz pvt ltd,3607.0,yes
BOM12296,SKU12296,12296.0,keyboard,551.0,yes,96.0,abc ltd,2663.0,no
BOM12297,SKU12297,12297.0,motherboard,181.0,yes,20.0,abc ltd,1608.0,no
BOM12298,SKU12298,12298.0,battery,836.0,yes,68.0,tech components,3485.0,no
BOM12299,SKU12299,12299.0,battery,911.0,no,78.0,tech components,3852.0,no
BOM12300,SKU12300,12300.0,keyboard,200.0,yes,61.0,xyz pvt ltd,2610.0,yes
BOM12301,SKU12301,12301.0,keyboard,848.0,no,51.0,xyz pvt ltd,4255.0,no
BOM12302,SKU12302,12302.0,battery,545.0,no,5.0,tech components,2366.0,no
BOM12303,SKU12303,12303.0,motherboard,663.0,no,36.0,tech components,4473.0,no
BOM12304,SKU12304,12304.0,battery,647.0,yes,48.0,tech components,4539.0,yes
BOM12305,SKU12305,12305.0,motherboard,494.0,yes,50.0,xyz pvt ltd,835.0,no
BOM12306,SKU12306,12306.0,motherboard,721.0,yes,20.0,xyz pvt ltd,543.0,yes
BOM12307,SKU12307,12307.0,screen,415.0,no,10.0,tech components,4189.0,no
BOM12308,SKU12308,12308.0,battery,305.0,no,42.0,tech components,1812.0,no
BOM12309,SKU12309,12309.0,keyboard,420.0,no,28.0,xyz pvt ltd,3668.0,yes
BOM12310,SKU12310,12310.0,motherboard,206.0,yes,10.0,xyz pvt ltd,4685.0,yes
BOM12311,SKU12311,12311.0,screen,532.0,no,21.0,tech components,4755.0,no
BOM12312,SKU12312,12312.0,screen,289.0,no,97.0,abc ltd,1882.0,no
BOM12313,SKU12313,12313.0,screen,221.0,no,55.0,xyz pvt ltd,2998.0,yes
BOM12314,SKU12314,12314.0,screen,136.0,no,94.0,xyz pvt ltd,979.0,no
BOM12315,SKU12315,12315.0,screen,889.0,yes,10.0,tech components,3673.0,yes
BOM12316,SKU12316,12316.0,battery,998.0,no,25.0,abc ltd,2585.0,yes
BOM12317,SKU12317,12317.0,motherboard,428.0,yes,66.0,abc ltd,3730.0,yes
BOM12318,SKU12318,12318.0,battery,614.0,no,36.0,tech components,4425.0,yes
BOM12319,SKU12319,12319.0,screen,233.0,yes,53.0,tech components,4161.0,yes
BOM12320,SKU12320,12320.0,battery,136.0,yes,97.0,tech components,713.0,yes
BOM12321,SKU12321,12321.0,keyboard,129.0,no,20.0,xyz pvt ltd,4265.0,yes
BOM12322,SKU12322,12322.0,motherboard,220.0,yes,61.0,abc ltd,4610.0,yes
BOM12323,SKU12323,12323.0,keyboard,255.0,yes,77.0,xyz pvt ltd,4675.0,yes
BOM12324,SKU12324,12324.0,keyboard,143.0,no,18.0,abc ltd,3490.0,no
BOM12325,SKU12325,12325.0,battery,755.0,no,99.0,tech components,2871.0,no
BOM12326,SKU12326,12326.0,keyboard,880.0,no,100.0,xyz pvt ltd,2331.0,yes
BOM12327,SKU12327,12327.0,screen,555.0,yes,30.0,xyz pvt ltd,2477.0,yes
BOM12328,SKU12328,12328.0,battery,188.0,yes,76.0,xyz pvt ltd,1070.0,no
BOM12329,SKU12329,12329.0,keyboard,418.0,no,62.0,xyz pvt ltd,4001.0,no
BOM12330,SKU12330,12330.0,motherboard,329.0,no,55.0,tech components,1408.0,no
BOM12331,SKU12331,12331.0,motherboard,806.0,yes,32.0,abc ltd,543.0,no
BOM12332,SKU12332,12332.0,keyboard,982.0,yes,91.0,abc ltd,1813.0,yes
BOM12333,SKU12333,12333.0,keyboard,786.0,yes,5.0,abc ltd,2159.0,yes
BOM12334,SKU12334,12334.0,motherboard,979.0,yes,82.0,abc ltd,4009.0,no
BOM12335,SKU12335,12335.0,screen,468.0,yes,11.0,xyz pvt ltd,1793.0,yes
BOM12336,SKU12336,12336.0,battery,320.0,no,95.0,abc ltd,4235.0,yes
BOM12337,SKU12337,12337.0,battery,884.0,yes,0.0,xyz pvt ltd,2173.0,yes
BOM12338,SKU12338,12338.0,keyboard,137.0,no,43.0,xyz pvt ltd,2364.0,no
BOM12339,SKU12339,12339.0,screen,566.0,yes,98.0,tech components,4379.0,no
BOM12340,SKU12340,12340.0,motherboard,168.0,no,93.0,xyz pvt ltd,2025.0,no
BOM12341,SKU12341,12341.0,motherboard,599.0,yes,43.0,tech components,3580.0,no
BOM12342,SKU12342,12342.0,motherboard,885.0,no,19.0,tech components,4931.0,yes
BOM12343,SKU12343,12343.0,keyboard,712.0,yes,18.0,tech components,4815.0,yes
BOM12344,SKU12344,12344.0,keyboard,899.0,no,18.0,tech components,1793.0,no
BOM12345,SKU12345,12345.0,keyboard,293.0,yes,68.0,xyz pvt ltd,649.0,yes
BOM12346,SKU12346,12346.0,battery,673.0,no,29.0,abc ltd,2966.0,no
BOM12347,SKU12347,12347.0,motherboard,783.0,no,56.0,tech components,4729.0,no
BOM12348,SKU12348,12348.0,keyboard,799.0,no,35.0,abc ltd,2471.0,yes
BOM12349,SKU12349,12349.0,screen,343.0,no,2.0,xyz pvt ltd,4876.0,no
BOM12350,SKU12350,12350.0,motherboard,142.0,no,79.0,xyz pvt ltd,859.0,yes
BOM12351,SKU12351,12351.0,keyboard,530.0,no,19.0,tech components,898.0,yes
BOM12352,SKU12352,12352.0,keyboard,337.0,no,5.0,tech components,1377.0,no
BOM12353,SKU12353,12353.0,motherboard,555.0,yes,48.0,abc ltd,4324.0,no
BOM12354,SKU12354,12354.0,screen,309.0,no,37.0,tech components,4715.0,no
BOM12355,SKU12355,12355.0,battery,689.0,no,66.0,xyz pvt ltd,1787.0,no
BOM12356,SKU12356,12356.0,keyboard,562.0,yes,30.0,xyz pvt ltd,4946.0,no
BOM12357,SKU12357,12357.0,battery,795.0,yes,83.0,abc ltd,1533.0,no
BOM12358,SKU12358,12358.0,screen,194.0,yes,91.0,tech components,4281.0,no
BOM12359,SKU12359,12359.0,keyboard,715.0,no,34.0,abc ltd,4981.0,no
BOM12360,SKU12360,12360.0,motherboard,757.0,no,73.0,xyz pvt ltd,4388.0,no
BOM12361,SKU12361,12361.0,screen,480.0,yes,75.0,xyz pvt ltd,3900.0,no
BOM12362,SKU12362,12362.0,screen,845.0,no,32.0,xyz pvt ltd,908.0,yes
BOM12363,SKU12363,12363.0,motherboard,821.0,yes,11.0,tech components,2523.0,yes
BOM12364,SKU12364,12364.0,keyboard,503.0,no,75.0,tech components,781.0,no
BOM12365,SKU12365,12365.0,battery,427.0,no,44.0,abc ltd,4548.0,no
BOM12366,SKU12366,12366.0,screen,531.0,no,90.0,abc ltd,4580.0,yes
BOM12367,SKU12367,12367.0,keyboard,135.0,yes,69.0,tech components,3510.0,yes
BOM12368,SKU12368,12368.0,screen,397.0,yes,8.0,tech components,2512.0,yes
BOM12369,SKU12369,12369.0,motherboard,810.0,yes,18.0,tech components,2168.0,no
BOM12370,SKU12370,12370.0,keyboard,332.0,no,8.0,tech components,678.0,no
BOM12371,SKU12371,12371.0,keyboard,366.0,yes,76.0,abc ltd,4883.0,yes
BOM12372,SKU12372,12372.0,motherboard,965.0,no,49.0,tech components,1351.0,yes
BOM12373,SKU12373,12373.0,screen,948.0,yes,87.0,tech components,1000.0,yes
BOM12374,SKU12374,12374.0,motherboard,448.0,yes,43.0,xyz pvt ltd,1947.0,no
BOM12375,SKU12375,12375.0,motherboard,969.0,yes,83.0,xyz pvt ltd,3068.0,yes
BOM12376,SKU12376,12376.0,keyboard,528.0,yes,16.0,xyz pvt ltd,905.0,yes
BOM12377,SKU12377,12377.0,keyboard,632.0,yes,85.0,tech components,1257.0,no
BOM12378,SKU12378,12378.0,battery,321.0,yes,77.0,abc ltd,1302.0,yes
BOM12379,SKU12379,12379.0,screen,804.0,yes,6.0,abc ltd,1719.0,no
BOM12380,SKU12380,12380.0,battery,705.0,yes,34.0,xyz pvt ltd,2454.0,no
BOM12381,SKU12381,12381.0,keyboard,746.0,no,7.0,abc ltd,4311.0,yes
BOM12382,SKU12382,12382.0,screen,239.0,yes,33.0,abc ltd,2795.0,yes
BOM12383,SKU12383,12383.0,keyboard,836.0,yes,69.0,xyz pvt ltd,1665.0,yes
BOM12384,SKU12384,12384.0,keyboard,912.0,no,83.0,tech components,2346.0,yes
BOM12385,SKU12385,12385.0,motherboard,126.0,yes,31.0,tech components,1432.0,yes
BOM12386,SKU12386,12386.0,screen,267.0,no,94.0,xyz pvt ltd,1198.0,yes
BOM12387,SKU12387,12387.0,screen,222.0,yes,51.0,abc ltd,1761.0,yes
BOM12388,SKU12388,12388.0,screen,593.0,yes,23.0,xyz pvt ltd,3716.0,yes
BOM12389,SKU12389,12389.0,screen,730.0,yes,5.0,tech components,3771.0,no
