product_id,sku_id,recyclability_score,reusability_score,material_sustainability_score,warranty_score,overall_circularity_score,circularity_category,recommendation
1191,SKU1191,6,8,2,2,75,Excellent,Recycle
1192,SKU1192,5,4,3,6,74,Poor,Reuse
1193,SKU1193,8,3,1,3,63,Average,Recycle
1194,SKU1194,3,7,6,8,68,Good,Repair
1195,SKU1195,5,6,9,5,50,Good,Recycle
1196,SKU1196,4,6,8,7,51,Good,Reuse
1197,SKU1197,7,2,5,9,53,Good,Recycle
1198,SKU1198,1,9,1,10,51,Average,Repair
1199,SKU1199,6,9,2,2,75,Average,Reuse
1200,SKU1200,2,7,6,10,62,Poor,Refurbish
1201,SKU1201,9,5,6,4,100,Good,Repair
1202,SKU1202,10,7,7,5,82,Poor,Repair
1203,SKU1203,5,10,8,9,60,Excellent,Reuse
1204,SKU1204,9,1,7,9,72,Average,Refurbish
1205,SKU1205,2,9,4,5,57,Average,Refurbish
1206,SKU1206,6,5,5,6,88,Excellent,Refurbish
1207,SKU1207,3,9,3,5,99,Excellent,Repair
1208,SKU1208,9,6,1,8,90,Poor,Reuse
1209,SKU1209,6,4,3,2,63,Excellent,Recycle
1210,SKU1210,6,10,4,3,71,Average,Reuse
1211,SKU1211,10,5,5,6,64,Excellent,Repair
1212,SKU1212,2,4,4,10,52,Good,Recycle
1213,SKU1213,1,5,2,8,60,Poor,Refurbish
1214,SKU1214,9,8,9,2,63,Poor,Recycle
1215,SKU1215,1,2,3,7,73,Good,Repair
1216,SKU1216,7,6,1,10,94,Average,Repair
1217,SKU1217,4,10,9,7,79,Good,Refurbish
1218,SKU1218,1,7,6,6,81,Excellent,Refurbish
1219,SKU1219,5,1,9,5,55,Good,Reuse
1220,SKU1220,1,7,7,5,66,Average,Repair
1221,SKU1221,5,1,4,5,50,Average,Refurbish
1222,SKU1222,5,9,6,7,88,Poor,Reuse
1223,SKU1223,5,8,3,3,97,Good,Refurbish
1224,SKU1224,4,6,5,6,85,Excellent,Refurbish
1225,SKU1225,5,4,4,5,87,Excellent,Repair
1226,SKU1226,1,7,1,4,99,Excellent,Reuse
1227,SKU1227,10,5,1,1,71,Good,Recycle
1228,SKU1228,5,1,8,3,81,Average,Refurbish
1229,SKU1229,4,2,4,2,70,Good,Recycle
1230,SKU1230,10,2,10,5,68,Average,Recycle
1231,SKU1231,6,9,5,8,69,Poor,Reuse
1232,SKU1232,5,9,3,2,66,Excellent,Refurbish
1233,SKU1233,1,2,5,9,67,Good,Reuse
1234,SKU1234,7,10,8,8,73,Poor,Reuse
1235,SKU1235,6,1,6,4,71,Excellent,Refurbish
1236,SKU1236,2,5,9,9,96,Poor,Repair
1237,SKU1237,1,1,1,8,70,Good,Refurbish
1238,SKU1238,6,1,5,1,95,Average,Recycle
1239,SKU1239,10,5,1,3,95,Average,Recycle
1240,SKU1240,9,8,3,1,55,Average,Repair
1241,SKU1241,10,10,7,1,86,Poor,Recycle
1242,SKU1242,2,6,4,7,65,Poor,Recycle
1243,SKU1243,4,5,3,6,78,Good,Reuse
1244,SKU1244,2,4,4,10,82,Average,Refurbish
1245,SKU1245,7,4,7,10,53,Poor,Repair
1246,SKU1246,10,4,7,5,58,Good,Repair
1247,SKU1247,10,4,8,9,85,Average,Reuse
1248,SKU1248,1,8,1,9,66,Good,Repair
1249,SKU1249,10,2,7,4,80,Good,Refurbish
1250,SKU1250,7,7,3,3,82,Excellent,Refurbish
1251,SKU1251,5,3,1,2,61,Excellent,Reuse
1252,SKU1252,8,8,9,6,89,Poor,Repair
1253,SKU1253,7,7,2,8,76,Excellent,Reuse
1254,SKU1254,6,5,2,6,89,Excellent,Refurbish
1255,SKU1255,7,2,3,6,65,Excellent,Refurbish
1256,SKU1256,8,7,1,10,84,Average,Repair
1257,SKU1257,1,4,3,10,52,Average,Repair
1258,SKU1258,4,4,9,10,90,Good,Recycle
1259,SKU1259,7,8,3,2,94,Excellent,Recycle
1260,SKU1260,5,4,6,9,67,Excellent,Recycle
1261,SKU1261,4,4,4,2,66,Average,Recycle
1262,SKU1262,7,1,3,6,95,Good,Repair
1263,SKU1263,9,2,7,8,78,Excellent,Repair
1264,SKU1264,1,1,4,1,81,Excellent,Repair
1265,SKU1265,7,1,7,4,88,Excellent,Reuse
1266,SKU1266,8,3,1,6,51,Average,Recycle
1267,SKU1267,9,1,3,4,93,Poor,Reuse
1268,SKU1268,5,10,4,4,84,Average,Reuse
1269,SKU1269,8,8,4,6,50,Excellent,Refurbish
1270,SKU1270,9,10,10,6,83,Excellent,Refurbish
1271,SKU1271,5,5,6,10,65,Excellent,Refurbish
1272,SKU1272,4,10,6,7,53,Excellent,Repair
1273,SKU1273,5,10,2,4,96,Excellent,Repair
1274,SKU1274,6,7,1,5,93,Excellent,Reuse
1275,SKU1275,7,3,9,3,96,Average,Recycle
1276,SKU1276,5,1,2,5,95,Average,Repair
1277,SKU1277,5,5,1,5,99,Average,Recycle
1278,SKU1278,3,5,9,10,75,Average,Recycle
1279,SKU1279,1,7,6,6,60,Poor,Recycle
1280,SKU1280,6,3,5,8,80,Excellent,Repair
1281,SKU1281,9,8,3,3,61,Poor,Recycle
1282,SKU1282,3,9,3,8,92,Poor,Recycle
1283,SKU1283,9,5,4,2,98,Good,Repair
1284,SKU1284,7,10,2,3,67,Excellent,Repair
1285,SKU1285,10,1,4,5,60,Excellent,Recycle
1286,SKU1286,1,1,7,9,71,Average,Repair
1287,SKU1287,10,10,8,10,92,Good,Refurbish
1288,SKU1288,6,7,2,1,64,Excellent,Reuse
1289,SKU1289,4,8,4,6,97,Poor,Repair
1290,SKU1290,6,1,4,3,89,Good,Reuse
1291,SKU1291,10,1,9,2,75,Poor,Recycle
1292,SKU1292,3,3,5,9,80,Poor,Reuse
1293,SKU1293,5,7,7,2,55,Poor,Recycle
1294,SKU1294,6,1,5,8,91,Poor,Refurbish
1295,SKU1295,8,1,4,5,71,Average,Repair
1296,SKU1296,7,8,9,3,73,Poor,Reuse
1297,SKU1297,10,1,4,9,78,Poor,Repair
1298,SKU1298,9,7,5,10,90,Average,Reuse
1299,SKU1299,3,2,8,4,60,Excellent,Repair
1300,SKU1300,2,1,1,3,88,Poor,Refurbish
1301,SKU1301,4,5,3,3,80,Good,Refurbish
1302,SKU1302,7,10,3,7,72,Poor,Recycle
1303,SKU1303,8,6,5,1,87,Poor,Refurbish
1304,SKU1304,6,2,4,8,58,Poor,Repair
1305,SKU1305,4,7,7,5,67,Good,Reuse
1306,SKU1306,1,7,2,7,74,Good,Reuse
1307,SKU1307,9,9,8,3,75,Excellent,Repair
1308,SKU1308,3,3,9,4,50,Poor,Recycle
1309,SKU1309,9,1,7,5,99,Good,Reuse
1310,SKU1310,1,5,10,6,88,Excellent,Refurbish
1311,SKU1311,4,1,7,1,94,Good,Recycle
1312,SKU1312,6,2,8,3,56,Good,Reuse
1313,SKU1313,3,6,4,5,59,Average,Recycle
1314,SKU1314,2,4,1,7,75,Excellent,Reuse
1315,SKU1315,2,9,4,7,86,Average,Recycle
1316,SKU1316,10,1,5,8,100,Average,Repair
1317,SKU1317,8,4,9,6,74,Average,Repair
1318,SKU1318,2,1,1,4,96,Good,Repair
1319,SKU1319,10,4,8,8,98,Average,Reuse
1320,SKU1320,8,8,9,3,69,Excellent,Refurbish
1321,SKU1321,4,8,9,10,96,Poor,Repair
1322,SKU1322,4,6,7,3,91,Poor,Repair
1323,SKU1323,5,9,4,2,72,Good,Repair
1324,SKU1324,9,7,8,5,99,Poor,Reuse
1325,SKU1325,2,6,4,9,97,Excellent,Refurbish
1326,SKU1326,7,1,6,5,58,Excellent,Refurbish
1327,SKU1327,2,2,2,1,54,Poor,Repair
1328,SKU1328,4,9,4,3,61,Excellent,Reuse
1329,SKU1329,3,10,2,3,70,Good,Refurbish
1330,SKU1330,8,10,2,2,93,Average,Repair
1331,SKU1331,9,10,5,5,79,Average,Reuse
1332,SKU1332,7,10,10,2,73,Average,Refurbish
1333,SKU1333,4,7,9,1,95,Excellent,Refurbish
1334,SKU1334,8,3,7,6,58,Good,Refurbish
1335,SKU1335,4,5,6,5,70,Poor,Reuse
1336,SKU1336,1,4,9,9,97,Poor,Repair
1337,SKU1337,10,8,9,10,58,Excellent,Recycle
1338,SKU1338,8,7,4,10,63,Average,Refurbish
1339,SKU1339,4,8,9,3,79,Excellent,Reuse
1340,SKU1340,8,8,9,4,95,Excellent,Refurbish
1341,SKU1341,9,10,8,6,71,Excellent,Recycle
1342,SKU1342,2,3,4,3,75,Excellent,Repair
1343,SKU1343,9,7,2,1,72,Poor,Reuse
1344,SKU1344,4,2,8,9,75,Good,Recycle
1345,SKU1345,3,5,3,8,71,Excellent,Refurbish
1346,SKU1346,9,7,2,1,94,Average,Reuse
1347,SKU1347,4,1,7,5,75,Average,Repair
1348,SKU1348,2,1,4,7,75,Excellent,Reuse
1349,SKU1349,1,9,10,10,71,Poor,Reuse
1350,SKU1350,3,10,10,2,84,Excellent,Refurbish
1351,SKU1351,3,7,9,9,52,Poor,Reuse
1352,SKU1352,5,10,7,1,77,Excellent,Recycle
1353,SKU1353,1,3,6,2,76,Excellent,Reuse
1354,SKU1354,8,2,8,7,86,Poor,Recycle
1355,SKU1355,1,3,3,2,89,Excellent,Refurbish
1356,SKU1356,10,7,8,5,53,Average,Reuse
1357,SKU1357,1,5,7,4,60,Excellent,Reuse
1358,SKU1358,10,6,8,1,64,Average,Refurbish
1359,SKU1359,10,5,1,3,78,Excellent,Reuse
1360,SKU1360,9,8,2,6,80,Excellent,Recycle
1361,SKU1361,10,6,9,8,53,Poor,Repair
1362,SKU1362,4,3,8,9,70,Good,Refurbish
1363,SKU1363,6,9,9,9,73,Good,Reuse
1364,SKU1364,8,4,10,5,72,Excellent,Reuse
1365,SKU1365,5,6,5,7,79,Good,Refurbish
1366,SKU1366,7,7,8,1,58,Excellent,Repair
1367,SKU1367,9,1,6,2,57,Good,Reuse
1368,SKU1368,7,2,9,5,72,Poor,Reuse
1369,SKU1369,2,8,2,1,85,Average,Recycle
1370,SKU1370,2,4,10,5,74,Poor,Recycle
1371,SKU1371,10,8,8,8,84,Average,Repair
1372,SKU1372,9,3,10,4,68,Average,Reuse
1373,SKU1373,3,8,2,9,55,Excellent,Recycle
1374,SKU1374,7,9,2,5,100,Good,Repair
1375,SKU1375,2,7,10,3,88,Good,Refurbish
1376,SKU1376,10,10,3,9,83,Average,Refurbish
1377,SKU1377,5,9,7,7,59,Average,Reuse
1378,SKU1378,3,1,9,7,93,Excellent,Reuse
1379,SKU1379,7,8,1,6,97,Poor,Recycle
1380,SKU1380,4,10,5,4,68,Good,Recycle
1381,SKU1381,6,10,3,10,87,Excellent,Repair
1382,SKU1382,7,9,5,2,95,Good,Recycle
1383,SKU1383,10,5,9,7,51,Average,Reuse
1384,SKU1384,7,6,4,4,55,Good,Reuse
1385,SKU1385,5,5,10,8,87,Poor,Recycle
1386,SKU1386,3,9,6,6,99,Average,Refurbish
1387,SKU1387,8,7,1,2,80,Good,Repair
1388,SKU1388,7,8,7,5,64,Good,Repair
1389,SKU1389,8,2,6,7,82,Excellent,Repair
1390,SKU1390,5,2,1,7,69,Average,Recycle
1391,SKU1391,5,5,4,4,74,Excellent,Reuse
1392,SKU1392,6,4,6,5,64,Average,Recycle
1393,SKU1393,9,2,6,7,87,Average,Refurbish
1394,SKU1394,3,2,3,4,73,Excellent,Reuse
1395,SKU1395,1,9,4,1,63,Excellent,Refurbish
1396,SKU1396,3,3,7,3,77,Poor,Recycle
1397,SKU1397,8,10,8,6,86,Excellent,Recycle
1398,SKU1398,1,7,7,4,73,Average,Repair
1399,SKU1399,7,8,10,10,52,Good,Repair
1400,SKU1400,6,8,5,5,90,Good,Refurbish
1401,SKU1401,8,9,8,8,76,Excellent,Reuse
1402,SKU1402,7,2,3,3,77,Average,Recycle
1403,SKU1403,6,5,7,4,97,Average,Refurbish
1404,SKU1404,6,9,6,4,75,Excellent,Refurbish
1405,SKU1405,2,5,6,7,74,Average,Refurbish
1406,SKU1406,9,6,3,7,83,Average,Reuse
1407,SKU1407,10,4,6,4,78,Good,Reuse
1408,SKU1408,6,6,5,10,52,Excellent,Refurbish
1409,SKU1409,9,3,4,10,94,Poor,Refurbish
1410,SKU1410,3,1,5,3,93,Average,Reuse
1411,SKU1411,5,1,6,2,67,Average,Refurbish
1412,SKU1412,5,7,9,2,86,Excellent,Repair
1413,SKU1413,2,1,9,2,50,Excellent,Reuse
1414,SKU1414,6,7,3,9,58,Excellent,Refurbish
1415,SKU1415,1,3,6,4,94,Average,Refurbish
1416,SKU1416,8,5,6,9,89,Good,Reuse
1417,SKU1417,9,10,1,2,97,Good,Reuse
1418,SKU1418,3,9,5,6,92,Excellent,Reuse
1419,SKU1419,4,3,2,4,88,Poor,Reuse
1420,SKU1420,1,1,8,3,80,Poor,Refurbish
1421,SKU1421,7,1,7,2,84,Good,Recycle
1422,SKU1422,9,3,4,6,64,Average,Recycle
1423,SKU1423,9,4,6,3,87,Average,Repair
1424,SKU1424,1,4,4,2,67,Poor,Repair
1425,SKU1425,1,3,9,7,75,Good,Refurbish
1426,SKU1426,9,2,2,10,92,Good,Refurbish
1427,SKU1427,6,3,1,4,72,Poor,Refurbish
1428,SKU1428,6,6,9,9,61,Excellent,Refurbish
1429,SKU1429,5,10,2,4,80,Average,Reuse
1430,SKU1430,9,3,1,3,83,Average,Reuse
1431,SKU1431,8,4,9,1,56,Average,Repair
1432,SKU1432,4,4,9,1,73,Excellent,Repair
1433,SKU1433,9,4,3,9,73,Good,Repair
1434,SKU1434,4,6,7,10,58,Good,Reuse
1435,SKU1435,3,1,4,6,68,Good,Recycle
1436,SKU1436,4,4,1,7,65,Good,Reuse
1437,SKU1437,10,1,8,8,78,Excellent,Refurbish
1438,SKU1438,3,10,4,9,58,Good,Reuse
1439,SKU1439,7,1,8,9,55,Average,Reuse
1440,SKU1440,6,3,6,3,72,Average,Repair
1441,SKU1441,4,9,8,10,69,Average,Recycle
1442,SKU1442,4,9,6,10,81,Good,Repair
1443,SKU1443,2,4,3,6,96,Good,Refurbish
1444,SKU1444,3,9,1,2,80,Good,Recycle
1445,SKU1445,7,7,1,10,73,Poor,Repair
1446,SKU1446,7,9,7,4,83,Excellent,Recycle
1447,SKU1447,8,6,9,8,75,Excellent,Repair
1448,SKU1448,9,8,4,8,63,Good,Refurbish
1449,SKU1449,3,3,7,8,92,Average,Repair
1450,SKU1450,1,9,2,10,66,Excellent,Repair
1451,SKU1451,5,2,2,9,84,Poor,Repair
1452,SKU1452,5,3,8,5,91,Excellent,Recycle
1453,SKU1453,8,6,8,6,81,Excellent,Recycle
1454,SKU1454,5,6,3,9,59,Poor,Repair
1455,SKU1455,3,6,3,7,100,Average,Reuse
1456,SKU1456,2,9,10,5,63,Good,Recycle
1457,SKU1457,10,3,5,4,52,Excellent,Recycle
1458,SKU1458,9,9,6,8,61,Excellent,Repair
1459,SKU1459,8,5,3,1,74,Poor,Recycle
1460,SKU1460,6,1,7,6,59,Excellent,Recycle
1461,SKU1461,4,2,8,3,52,Excellent,Refurbish
1462,SKU1462,9,6,8,10,50,Average,Refurbish
1463,SKU1463,2,9,9,1,97,Poor,Refurbish
1464,SKU1464,6,9,1,10,68,Good,Repair
1465,SKU1465,1,6,5,9,70,Poor,Reuse
1466,SKU1466,10,7,5,2,75,Excellent,Repair
1467,SKU1467,4,6,4,7,65,Poor,Repair
1468,SKU1468,9,6,10,10,67,Excellent,Reuse
1469,SKU1469,5,2,2,6,94,Good,Refurbish
1470,SKU1470,10,3,7,3,67,Good,Refurbish
1471,SKU1471,4,7,7,4,60,Poor,Reuse
1472,SKU1472,9,6,10,6,84,Average,Repair
1473,SKU1473,4,7,4,1,84,Excellent,Recycle
1474,SKU1474,1,3,9,10,80,Poor,Reuse
1475,SKU1475,5,9,9,3,76,Poor,Reuse
1476,SKU1476,3,9,2,4,64,Average,Repair
1477,SKU1477,9,4,3,5,70,Poor,Reuse
1478,SKU1478,3,10,7,6,62,Poor,Reuse
1479,SKU1479,10,1,3,8,78,Average,Refurbish
1480,SKU1480,4,6,3,10,62,Average,Refurbish
1481,SKU1481,5,10,1,2,93,Average,Refurbish
1482,SKU1482,4,6,8,9,100,Excellent,Refurbish
1483,SKU1483,7,1,2,4,98,Excellent,Repair
1484,SKU1484,3,4,10,8,66,Poor,Recycle
1485,SKU1485,5,8,3,8,78,Excellent,Refurbish
1486,SKU1486,8,9,3,2,93,Excellent,Repair
1487,SKU1487,4,6,7,6,69,Average,Recycle
1488,SKU1488,3,6,10,3,64,Poor,Recycle
1489,SKU1489,7,1,9,3,83,Poor,Refurbish
1490,SKU1490,10,2,6,5,60,Average,Recycle
1491,SKU1491,8,4,6,8,63,Average,Reuse
1492,SKU1492,10,5,1,4,60,Good,Repair
1493,SKU1493,9,8,7,4,77,Poor,Reuse
1494,SKU1494,3,8,9,3,97,Average,Refurbish
1495,SKU1495,6,1,3,9,92,Good,Reuse
1496,SKU1496,7,7,6,8,58,Excellent,Repair
1497,SKU1497,5,5,5,2,77,Average,Reuse
1498,SKU1498,3,1,10,10,71,Excellent,Recycle
1499,SKU1499,5,4,5,2,98,Excellent,Reuse
1500,SKU1500,3,6,9,9,52,Excellent,Repair
1501,SKU1501,6,5,1,4,63,Average,Reuse
1502,SKU1502,7,5,1,1,85,Average,Refurbish
1503,SKU1503,4,2,7,6,93,Average,Refurbish
1504,SKU1504,3,4,1,3,92,Poor,Refurbish
1505,SKU1505,4,7,4,6,79,Excellent,Refurbish
1506,SKU1506,4,4,2,9,88,Good,Refurbish
1507,SKU1507,5,9,5,2,95,Poor,Recycle
1508,SKU1508,1,6,2,1,69,Excellent,Reuse
1509,SKU1509,4,3,3,6,76,Average,Repair
1510,SKU1510,10,1,5,6,67,Average,Recycle
1511,SKU1511,1,3,2,1,84,Excellent,Recycle
1512,SKU1512,5,1,2,1,60,Average,Repair
1513,SKU1513,4,6,6,3,65,Good,Reuse
1514,SKU1514,1,1,2,7,56,Poor,Refurbish
1515,SKU1515,3,8,1,5,59,Average,Repair
1516,SKU1516,2,4,4,5,94,Poor,Refurbish
1517,SKU1517,3,5,3,2,99,Excellent,Repair
1518,SKU1518,4,8,2,10,78,Poor,Reuse
1519,SKU1519,6,2,8,4,53,Poor,Refurbish
1520,SKU1520,1,7,9,3,88,Good,Repair
1521,SKU1521,9,4,3,2,55,Good,Recycle
1522,SKU1522,1,7,8,2,83,Excellent,Refurbish
1523,SKU1523,6,5,6,9,59,Good,Refurbish
1524,SKU1524,3,6,2,6,92,Poor,Refurbish
1525,SKU1525,10,2,7,5,55,Average,Recycle
1526,SKU1526,10,10,5,2,87,Average,Refurbish
1527,SKU1527,7,2,5,4,90,Average,Recycle
1528,SKU1528,8,5,5,10,76,Good,Reuse
1529,SKU1529,7,5,1,3,54,Poor,Reuse
1530,SKU1530,1,1,2,6,59,Excellent,Recycle
1531,SKU1531,5,4,8,8,90,Average,Refurbish
1532,SKU1532,5,2,3,1,66,Average,Repair
1533,SKU1533,7,1,6,3,99,Good,Reuse
1534,SKU1534,1,3,5,6,51,Poor,Repair
1535,SKU1535,10,6,9,10,55,Average,Refurbish
1536,SKU1536,8,4,8,10,82,Average,Repair
1537,SKU1537,5,7,7,4,96,Average,Recycle
1538,SKU1538,4,10,2,3,84,Good,Reuse
1539,SKU1539,3,6,7,2,70,Good,Reuse
1540,SKU1540,2,1,10,3,84,Good,Repair
1541,SKU1541,9,10,5,1,96,Good,Reuse
1542,SKU1542,1,5,3,2,87,Excellent,Repair
1543,SKU1543,1,7,2,1,93,Excellent,Reuse
1544,SKU1544,3,10,5,3,51,Good,Repair
1545,SKU1545,6,4,6,2,68,Poor,Refurbish
1546,SKU1546,6,9,1,8,94,Average,Refurbish
1547,SKU1547,7,9,8,8,98,Good,Reuse
1548,SKU1548,2,5,8,6,76,Average,Repair
1549,SKU1549,3,2,5,4,89,Excellent,Recycle
1550,SKU1550,5,3,7,1,66,Good,Reuse
1551,SKU1551,5,10,3,4,72,Excellent,Reuse
1552,SKU1552,1,5,9,9,57,Average,Reuse
1553,SKU1553,7,6,8,6,65,Good,Recycle
1554,SKU1554,1,1,4,10,53,Poor,Repair
1555,SKU1555,7,6,1,9,95,Good,Refurbish
1556,SKU1556,2,9,5,1,96,Poor,Recycle
1557,SKU1557,8,1,2,5,89,Poor,Repair
1558,SKU1558,2,5,4,10,51,Poor,Recycle
1559,SKU1559,3,1,8,8,77,Excellent,Repair
1560,SKU1560,1,2,7,7,92,Excellent,Repair
1561,SKU1561,7,9,10,10,74,Good,Repair
1562,SKU1562,8,2,3,1,86,Good,Refurbish
1563,SKU1563,8,2,9,5,87,Average,Recycle
1564,SKU1564,8,6,2,2,79,Excellent,Recycle
1565,SKU1565,7,5,2,4,80,Average,Recycle
1566,SKU1566,1,4,6,6,88,Good,Repair
1567,SKU1567,7,5,7,10,93,Average,Recycle
1568,SKU1568,8,1,6,7,94,Excellent,Reuse
1569,SKU1569,4,6,5,8,92,Poor,Refurbish
1570,SKU1570,7,1,5,7,93,Good,Recycle
1571,SKU1571,1,3,10,5,85,Poor,Reuse
1572,SKU1572,10,6,2,5,69,Average,Recycle
1573,SKU1573,6,6,1,8,78,Good,Reuse
1574,SKU1574,2,6,10,2,79,Poor,Repair
1575,SKU1575,10,1,2,4,86,Average,Refurbish
1576,SKU1576,9,7,3,3,77,Good,Repair
1577,SKU1577,4,9,3,6,96,Excellent,Repair
1578,SKU1578,7,6,10,7,72,Poor,Refurbish
1579,SKU1579,9,3,1,3,53,Good,Repair
1580,SKU1580,8,8,7,6,65,Excellent,Refurbish
1581,SKU1581,10,4,10,8,65,Average,Recycle
1582,SKU1582,7,6,7,10,55,Poor,Recycle
1583,SKU1583,3,6,7,6,98,Poor,Reuse
1584,SKU1584,10,7,3,2,81,Average,Repair
1585,SKU1585,7,5,3,7,87,Excellent,Repair
1586,SKU1586,1,7,6,9,55,Average,Repair
1587,SKU1587,3,4,1,6,67,Excellent,Refurbish
1588,SKU1588,2,1,7,6,85,Good,Reuse
1589,SKU1589,4,7,2,5,94,Good,Recycle
1590,SKU1590,2,1,2,9,55,Excellent,Reuse
1591,SKU1591,9,7,1,9,91,Good,Reuse
1592,SKU1592,2,2,1,6,55,Poor,Repair
1593,SKU1593,9,3,10,9,60,Good,Reuse
1594,SKU1594,7,3,5,9,84,Average,Repair
1595,SKU1595,5,4,3,6,84,Average,Recycle
1596,SKU1596,2,2,6,8,77,Good,Recycle
1597,SKU1597,1,10,3,6,85,Excellent,Refurbish
1598,SKU1598,2,4,8,1,50,Average,Reuse
1599,SKU1599,6,10,8,4,75,Average,Repair
1600,SKU1600,10,9,3,10,52,Average,Refurbish
1601,SKU1601,7,8,2,2,95,Average,Refurbish
1602,SKU1602,2,5,10,7,57,Poor,Reuse
1603,SKU1603,10,10,9,7,66,Good,Repair
1604,SKU1604,2,5,2,7,70,Good,Refurbish
1605,SKU1605,5,7,6,3,76,Excellent,Reuse
1606,SKU1606,5,5,8,1,95,Excellent,Refurbish
1607,SKU1607,9,1,2,4,96,Poor,Refurbish
1608,SKU1608,8,1,1,3,50,Average,Recycle
1609,SKU1609,7,7,2,9,58,Excellent,Refurbish
1610,SKU1610,9,10,10,8,95,Average,Refurbish
1611,SKU1611,8,3,8,9,59,Poor,Reuse
1612,SKU1612,7,6,9,8,84,Excellent,Recycle
1613,SKU1613,7,2,5,6,56,Average,Repair
1614,SKU1614,2,5,6,6,73,Good,Recycle
1615,SKU1615,5,4,3,8,64,Excellent,Reuse
1616,SKU1616,2,9,5,6,74,Average,Repair
1617,SKU1617,3,8,4,2,91,Good,Repair
1618,SKU1618,5,8,9,2,100,Good,Refurbish
1619,SKU1619,10,2,2,7,83,Excellent,Repair
1620,SKU1620,10,4,9,6,64,Average,Refurbish
1621,SKU1621,8,4,6,7,90,Poor,Refurbish
1622,SKU1622,7,1,7,5,86,Excellent,Recycle
1623,SKU1623,9,7,5,5,89,Good,Reuse
1624,SKU1624,4,3,10,8,75,Excellent,Repair
1625,SKU1625,8,7,3,6,87,Good,Repair
1626,SKU1626,5,8,3,4,89,Average,Refurbish
1627,SKU1627,1,6,10,8,86,Average,Recycle
1628,SKU1628,7,7,3,10,92,Poor,Recycle
1629,SKU1629,3,10,3,9,58,Excellent,Recycle
1630,SKU1630,10,1,4,8,67,Poor,Refurbish
1631,SKU1631,2,10,2,9,71,Average,Recycle
1632,SKU1632,3,8,7,9,89,Good,Reuse
1633,SKU1633,1,8,7,10,76,Poor,Refurbish
1634,SKU1634,4,1,3,10,63,Average,Refurbish
1635,SKU1635,3,4,3,6,69,Poor,Reuse
1636,SKU1636,5,4,2,8,62,Poor,Recycle
1637,SKU1637,3,3,8,9,54,Excellent,Recycle
1638,SKU1638,8,6,2,9,60,Excellent,Repair
1639,SKU1639,2,2,3,8,88,Good,Refurbish
1640,SKU1640,8,6,10,5,61,Average,Reuse
1641,SKU1641,3,5,8,5,60,Poor,Reuse
1642,SKU1642,10,2,10,8,70,Average,Refurbish
1643,SKU1643,1,7,1,8,74,Excellent,Recycle
1644,SKU1644,3,5,10,8,94,Poor,Reuse
1645,SKU1645,9,4,6,9,86,Good,Recycle
1646,SKU1646,3,7,5,2,89,Excellent,Refurbish
1647,SKU1647,3,9,8,1,56,Excellent,Repair
1648,SKU1648,2,7,3,1,61,Average,Recycle
1649,SKU1649,6,1,6,7,91,Excellent,Refurbish
1650,SKU1650,7,4,5,4,62,Good,Reuse
1651,SKU1651,10,2,3,3,62,Average,Refurbish
1652,SKU1652,1,1,3,6,79,Excellent,Refurbish
1653,SKU1653,10,5,8,6,60,Good,Recycle
1654,SKU1654,10,4,6,8,92,Poor,Recycle
1655,SKU1655,2,10,1,3,82,Excellent,Repair
1656,SKU1656,8,7,9,1,99,Excellent,Repair
1657,SKU1657,9,9,2,4,93,Poor,Refurbish
1658,SKU1658,4,1,7,3,58,Poor,Repair
1659,SKU1659,4,5,10,8,95,Excellent,Reuse
1660,SKU1660,9,8,5,3,82,Good,Recycle
1661,SKU1661,8,8,4,8,82,Excellent,Repair
1662,SKU1662,2,6,10,9,98,Average,Reuse
1663,SKU1663,7,9,4,2,50,Excellent,Recycle
1664,SKU1664,1,4,7,7,93,Good,Recycle
1665,SKU1665,2,2,5,8,94,Average,Refurbish
1666,SKU1666,8,10,8,4,66,Excellent,Recycle
1667,SKU1667,6,2,8,2,61,Average,Repair
1668,SKU1668,1,5,9,9,74,Good,Recycle
1669,SKU1669,6,1,9,3,63,Poor,Refurbish
1670,SKU1670,3,2,6,10,61,Excellent,Recycle
1671,SKU1671,2,7,3,8,84,Excellent,Reuse
1672,SKU1672,3,4,2,5,87,Excellent,Reuse
1673,SKU1673,3,9,1,1,98,Average,Repair
1674,SKU1674,9,9,9,9,94,Good,Refurbish
1675,SKU1675,3,7,8,9,76,Average,Recycle
1676,SKU1676,10,2,7,8,89,Poor,Recycle
1677,SKU1677,6,4,9,5,97,Good,Repair
1678,SKU1678,8,8,10,1,64,Good,Reuse
1679,SKU1679,1,1,5,8,81,Excellent,Repair
1680,SKU1680,2,10,7,7,60,Poor,Recycle
1681,SKU1681,3,7,6,1,92,Good,Refurbish
1682,SKU1682,6,1,10,1,98,Excellent,Repair
1683,SKU1683,7,9,2,3,51,Good,Refurbish
1684,SKU1684,5,9,4,3,64,Poor,Recycle
1685,SKU1685,7,8,1,1,55,Average,Recycle
1686,SKU1686,2,3,9,1,58,Excellent,Reuse
1687,SKU1687,10,6,9,2,73,Good,Repair
1688,SKU1688,3,5,6,4,97,Good,Refurbish
1689,SKU1689,7,7,1,8,63,Average,Recycle
1690,SKU1690,6,1,2,10,76,Poor,Refurbish
1691,SKU1691,8,1,1,10,57,Good,Repair
