warranty_id,sku_id,product_id,warranty_period_months,warranty_start_date,warranty_end_date,warranty_type,coverage_details,service_center_available,claim_status,last_service_date
WAR4306,SKU4306,4306.0,6,2025-05-18,2025-11-14,seller,parts and service,no,active,2025-08-16
WAR4307,SKU4307,4307.0,6,2023-12-24,2024-06-21,manufacturer,parts and service,yes,active,2024-03-23
WAR4308,SKU4308,4308.0,12,2024-08-15,2025-08-10,seller,parts and service,no,active,2025-02-11
WAR4309,SKU4309,4309.0,12,2022-08-20,2023-08-15,seller,parts and service,yes,expired,2023-02-16
WAR4310,SKU4310,4310.0,24,2024-11-22,2026-11-12,seller,parts and service,yes,expired,2025-11-17
WAR4311,SKU4311,4311.0,12,2023-11-17,2024-11-11,seller,parts and service,no,expired,2024-05-15
WAR4312,SKU4312,4312.0,24,2025-08-31,2027-08-21,manufacturer,parts and service,yes,expired,2026-08-26
WAR4313,SKU4313,4313.0,6,2023-07-29,2024-01-25,seller,parts and service,yes,expired,2023-10-27
WAR4314,SKU4314,4314.0,6,2023-07-13,2024-01-09,seller,parts and service,yes,active,2023-10-11
WAR4315,SKU4315,4315.0,12,2023-11-04,2024-10-29,seller,parts and service,yes,active,2024-05-02
WAR4316,SKU4316,4316.0,6,2025-03-13,2025-09-09,seller,parts and service,no,active,2025-06-11
WAR4317,SKU4317,4317.0,24,2022-07-10,2024-06-29,seller,parts and service,yes,active,2023-07-05
WAR4318,SKU4318,4318.0,12,2025-06-28,2026-06-23,seller,parts and service,yes,active,2025-12-25
WAR4319,SKU4319,4319.0,24,2022-09-23,2024-09-12,manufacturer,parts and service,yes,expired,2023-09-18
WAR4320,SKU4320,4320.0,12,2023-03-20,2024-03-14,manufacturer,parts and service,yes,expired,2023-09-16
WAR4321,SKU4321,4321.0,24,2022-07-06,2024-06-25,seller,parts and service,no,active,2023-07-01
WAR4322,SKU4322,4322.0,24,2023-01-25,2025-01-14,manufacturer,parts and service,yes,active,2024-01-20
WAR4323,SKU4323,4323.0,12,2023-05-21,2024-05-15,manufacturer,parts and service,yes,active,2023-11-17
WAR4324,SKU4324,4324.0,6,2023-02-06,2023-08-05,seller,parts and service,yes,expired,2023-05-07
WAR4325,SKU4325,4325.0,12,2022-05-09,2023-05-04,seller,parts and service,no,active,2022-11-05
WAR4326,SKU4326,4326.0,6,2023-03-08,2023-09-04,manufacturer,parts and service,no,expired,2023-06-06
WAR4327,SKU4327,4327.0,12,2024-01-14,2025-01-08,seller,parts and service,yes,active,2024-07-12
WAR4328,SKU4328,4328.0,12,2024-12-11,2025-12-06,seller,parts and service,no,active,2025-06-09
WAR4329,SKU4329,4329.0,12,2023-05-13,2024-05-07,manufacturer,parts and service,yes,expired,2023-11-09
WAR4330,SKU4330,4330.0,12,2023-09-19,2024-09-13,seller,parts and service,no,active,2024-03-17
WAR4331,SKU4331,4331.0,24,2024-01-14,2026-01-03,manufacturer,parts and service,yes,active,2025-01-08
WAR4332,SKU4332,4332.0,12,2022-07-06,2023-07-01,manufacturer,parts and service,yes,expired,2023-01-02
WAR4333,SKU4333,4333.0,24,2023-05-31,2025-05-20,seller,parts and service,yes,active,2024-05-25
WAR4334,SKU4334,4334.0,12,2024-01-14,2025-01-08,manufacturer,parts and service,no,active,2024-07-12
WAR4335,SKU4335,4335.0,12,2022-09-22,2023-09-17,manufacturer,parts and service,no,expired,2023-03-21
WAR4336,SKU4336,4336.0,12,2025-03-18,2026-03-13,seller,parts and service,yes,active,2025-09-14
WAR4337,SKU4337,4337.0,12,2024-11-16,2025-11-11,seller,parts and service,yes,active,2025-05-15
WAR4338,SKU4338,4338.0,24,2023-12-21,2025-12-10,seller,parts and service,no,expired,2024-12-15
WAR4339,SKU4339,4339.0,24,2023-01-09,2024-12-29,manufacturer,parts and service,no,expired,2024-01-04
WAR4340,SKU4340,4340.0,12,2024-06-05,2025-05-31,seller,parts and service,no,expired,2024-12-02
WAR4341,SKU4341,4341.0,24,2024-02-26,2026-02-15,manufacturer,parts and service,no,active,2025-02-20
WAR4342,SKU4342,4342.0,6,2022-05-16,2022-11-12,manufacturer,parts and service,no,active,2022-08-14
WAR4343,SKU4343,4343.0,24,2023-01-04,2024-12-24,seller,parts and service,yes,active,2023-12-30
WAR4344,SKU4344,4344.0,6,2024-04-27,2024-10-24,seller,parts and service,yes,active,2024-07-26
WAR4345,SKU4345,4345.0,24,2023-03-27,2025-03-16,manufacturer,parts and service,no,active,2024-03-21
WAR4346,SKU4346,4346.0,24,2023-11-15,2025-11-04,manufacturer,parts and service,yes,expired,2024-11-09
WAR4347,SKU4347,4347.0,12,2023-09-08,2024-09-02,manufacturer,parts and service,yes,expired,2024-03-06
WAR4348,SKU4348,4348.0,12,2023-04-10,2024-04-04,seller,parts and service,no,expired,2023-10-07
WAR4349,SKU4349,4349.0,12,2022-04-03,2023-03-29,seller,parts and service,yes,active,2022-09-30
WAR4350,SKU4350,4350.0,24,2022-12-24,2024-12-13,manufacturer,parts and service,yes,expired,2023-12-19
WAR4351,SKU4351,4351.0,12,2024-01-05,2024-12-30,manufacturer,parts and service,yes,expired,2024-07-03
WAR4352,SKU4352,4352.0,12,2024-09-01,2025-08-27,seller,parts and service,yes,active,2025-02-28
WAR4353,SKU4353,4353.0,12,2023-03-11,2024-03-05,manufacturer,parts and service,no,active,2023-09-07
WAR4354,SKU4354,4354.0,12,2023-02-03,2024-01-29,seller,parts and service,yes,expired,2023-08-02
WAR4355,SKU4355,4355.0,12,2024-02-04,2025-01-29,manufacturer,parts and service,yes,expired,2024-08-02
WAR4356,SKU4356,4356.0,24,2022-12-11,2024-11-30,seller,parts and service,yes,expired,2023-12-06
WAR4357,SKU4357,4357.0,6,2023-09-25,2024-03-23,seller,parts and service,no,expired,2023-12-24
WAR4358,SKU4358,4358.0,12,2022-12-13,2023-12-08,seller,parts and service,yes,active,2023-06-11
WAR4359,SKU4359,4359.0,12,2023-10-13,2024-10-07,manufacturer,parts and service,yes,expired,2024-04-10
WAR4360,SKU4360,4360.0,6,2025-03-07,2025-09-03,seller,parts and service,yes,active,2025-06-05
WAR4361,SKU4361,4361.0,6,2022-10-04,2023-04-02,seller,parts and service,no,expired,2023-01-02
WAR4362,SKU4362,4362.0,6,2022-08-18,2023-02-14,seller,parts and service,no,active,2022-11-16
WAR4363,SKU4363,4363.0,24,2023-11-09,2025-10-29,seller,parts and service,no,active,2024-11-03
WAR4364,SKU4364,4364.0,12,2022-06-27,2023-06-22,manufacturer,parts and service,no,expired,2022-12-24
WAR4365,SKU4365,4365.0,24,2024-09-07,2026-08-28,seller,parts and service,no,active,2025-09-02
WAR4366,SKU4366,4366.0,6,2023-11-29,2024-05-27,seller,parts and service,no,expired,2024-02-27
WAR4367,SKU4367,4367.0,6,2022-11-23,2023-05-22,seller,parts and service,yes,expired,2023-02-21
WAR4368,SKU4368,4368.0,6,2022-09-06,2023-03-05,seller,parts and service,yes,expired,2022-12-05
WAR4369,SKU4369,4369.0,6,2024-10-07,2025-04-05,seller,parts and service,no,active,2025-01-05
WAR4370,SKU4370,4370.0,24,2022-07-20,2024-07-09,manufacturer,parts and service,no,expired,2023-07-15
WAR4371,SKU4371,4371.0,24,2023-02-20,2025-02-09,seller,parts and service,yes,active,2024-02-15
WAR4372,SKU4372,4372.0,24,2025-01-17,2027-01-07,manufacturer,parts and service,yes,expired,2026-01-12
WAR4373,SKU4373,4373.0,12,2024-09-13,2025-09-08,manufacturer,parts and service,yes,active,2025-03-12
WAR4374,SKU4374,4374.0,24,2025-02-21,2027-02-11,manufacturer,parts and service,no,active,2026-02-16
WAR4375,SKU4375,4375.0,12,2023-04-10,2024-04-04,manufacturer,parts and service,no,active,2023-10-07
WAR4376,SKU4376,4376.0,24,2022-10-19,2024-10-08,manufacturer,parts and service,yes,expired,2023-10-14
WAR4377,SKU4377,4377.0,6,2022-05-02,2022-10-29,seller,parts and service,yes,expired,2022-07-31
WAR4378,SKU4378,4378.0,24,2025-06-15,2027-06-05,seller,parts and service,no,expired,2026-06-10
WAR4379,SKU4379,4379.0,24,2024-08-27,2026-08-17,manufacturer,parts and service,yes,active,2025-08-22
WAR4380,SKU4380,4380.0,12,2024-08-04,2025-07-30,seller,parts and service,no,expired,2025-01-31
WAR4381,SKU4381,4381.0,6,2022-08-03,2023-01-30,manufacturer,parts and service,no,expired,2022-11-01
WAR4382,SKU4382,4382.0,12,2025-01-27,2026-01-22,seller,parts and service,no,active,2025-07-26
WAR4383,SKU4383,4383.0,24,2025-06-02,2027-05-23,manufacturer,parts and service,yes,expired,2026-05-28
WAR4384,SKU4384,4384.0,6,2023-10-09,2024-04-06,manufacturer,parts and service,yes,expired,2024-01-07
WAR4385,SKU4385,4385.0,12,2022-07-09,2023-07-04,manufacturer,parts and service,no,active,2023-01-05
WAR4386,SKU4386,4386.0,6,2025-07-01,2025-12-28,manufacturer,parts and service,no,active,2025-09-29
WAR4387,SKU4387,4387.0,24,2025-06-30,2027-06-20,manufacturer,parts and service,no,expired,2026-06-25
WAR4388,SKU4388,4388.0,24,2023-08-28,2025-08-17,manufacturer,parts and service,no,active,2024-08-22
WAR4389,SKU4389,4389.0,12,2023-09-21,2024-09-15,seller,parts and service,no,expired,2024-03-19
WAR4390,SKU4390,4390.0,12,2022-11-21,2023-11-16,seller,parts and service,no,active,2023-05-20
WAR4391,SKU4391,4391.0,24,2023-12-20,2025-12-09,manufacturer,parts and service,no,active,2024-12-14
WAR4392,SKU4392,4392.0,24,2025-04-26,2027-04-16,manufacturer,parts and service,yes,expired,2026-04-21
WAR4393,SKU4393,4393.0,6,2024-07-07,2025-01-03,seller,parts and service,yes,active,2024-10-05
WAR4394,SKU4394,4394.0,24,2022-08-15,2024-08-04,seller,parts and service,yes,active,2023-08-10
WAR4395,SKU4395,4395.0,24,2024-07-13,2026-07-03,seller,parts and service,yes,expired,2025-07-08
WAR4396,SKU4396,4396.0,12,2024-01-20,2025-01-14,manufacturer,parts and service,yes,active,2024-07-18
WAR4397,SKU4397,4397.0,12,2023-11-08,2024-11-02,seller,parts and service,no,expired,2024-05-06
WAR4398,SKU4398,4398.0,6,2023-03-12,2023-09-08,seller,parts and service,no,active,2023-06-10
WAR4399,SKU4399,4399.0,6,2022-10-26,2023-04-24,manufacturer,parts and service,yes,expired,2023-01-24
WAR4400,SKU4400,4400.0,6,2023-06-06,2023-12-03,seller,parts and service,yes,expired,2023-09-04
WAR4401,SKU4401,4401.0,24,2024-06-16,2026-06-06,seller,parts and service,yes,active,2025-06-11
WAR4402,SKU4402,4402.0,6,2024-02-24,2024-08-22,seller,parts and service,no,active,2024-05-24
WAR4403,SKU4403,4403.0,12,2023-05-06,2024-04-30,manufacturer,parts and service,no,active,2023-11-02
WAR4404,SKU4404,4404.0,6,2022-09-14,2023-03-13,seller,parts and service,no,active,2022-12-13
WAR4405,SKU4405,4405.0,24,2025-03-27,2027-03-17,manufacturer,parts and service,no,active,2026-03-22
WAR4406,SKU4406,4406.0,12,2023-07-04,2024-06-28,seller,parts and service,yes,active,2023-12-31
WAR4407,SKU4407,4407.0,24,2023-09-14,2025-09-03,manufacturer,parts and service,yes,active,2024-09-08
WAR4408,SKU4408,4408.0,6,2024-04-06,2024-10-03,seller,parts and service,yes,active,2024-07-05
WAR4409,SKU4409,4409.0,6,2023-01-19,2023-07-18,manufacturer,parts and service,yes,active,2023-04-19
WAR4410,SKU4410,4410.0,24,2025-09-06,2027-08-27,manufacturer,parts and service,no,expired,2026-09-01
WAR4411,SKU4411,4411.0,24,2024-01-28,2026-01-17,manufacturer,parts and service,no,active,2025-01-22
WAR4412,SKU4412,4412.0,24,2023-12-08,2025-11-27,manufacturer,parts and service,no,expired,2024-12-02
WAR4413,SKU4413,4413.0,24,2025-07-05,2027-06-25,manufacturer,parts and service,no,active,2026-06-30
WAR4414,SKU4414,4414.0,6,2024-06-29,2024-12-26,seller,parts and service,no,expired,2024-09-27
WAR4415,SKU4415,4415.0,24,2024-10-19,2026-10-09,manufacturer,parts and service,no,expired,2025-10-14
WAR4416,SKU4416,4416.0,24,2024-12-09,2026-11-29,manufacturer,parts and service,no,expired,2025-12-04
WAR4417,SKU4417,4417.0,12,2023-11-28,2024-11-22,manufacturer,parts and service,no,active,2024-05-26
WAR4418,SKU4418,4418.0,6,2024-06-17,2024-12-14,seller,parts and service,yes,active,2024-09-15
WAR4419,SKU4419,4419.0,12,2022-12-19,2023-12-14,seller,parts and service,no,expired,2023-06-17
WAR4420,SKU4420,4420.0,6,2023-01-05,2023-07-04,seller,parts and service,no,active,2023-04-05
WAR4421,SKU4421,4421.0,24,2024-12-28,2026-12-18,manufacturer,parts and service,no,active,2025-12-23
WAR4422,SKU4422,4422.0,6,2024-02-23,2024-08-21,seller,parts and service,yes,active,2024-05-23
WAR4423,SKU4423,4423.0,12,2023-11-08,2024-11-02,seller,parts and service,no,active,2024-05-06
WAR4424,SKU4424,4424.0,6,2025-05-25,2025-11-21,seller,parts and service,no,active,2025-08-23
WAR4425,SKU4425,4425.0,24,2025-09-17,2027-09-07,manufacturer,parts and service,yes,active,2026-09-12
WAR4426,SKU4426,4426.0,12,2023-04-01,2024-03-26,seller,parts and service,yes,active,2023-09-28
WAR4427,SKU4427,4427.0,12,2023-04-04,2024-03-29,manufacturer,parts and service,no,active,2023-10-01
WAR4428,SKU4428,4428.0,6,2025-07-08,2026-01-04,manufacturer,parts and service,yes,expired,2025-10-06
WAR4429,SKU4429,4429.0,6,2024-03-27,2024-09-23,manufacturer,parts and service,no,expired,2024-06-25
WAR4430,SKU4430,4430.0,24,2022-12-08,2024-11-27,manufacturer,parts and service,no,expired,2023-12-03
WAR4431,SKU4431,4431.0,12,2024-11-05,2025-10-31,seller,parts and service,no,expired,2025-05-04
WAR4432,SKU4432,4432.0,6,2023-07-17,2024-01-13,seller,parts and service,yes,active,2023-10-15
WAR4433,SKU4433,4433.0,6,2024-07-07,2025-01-03,manufacturer,parts and service,yes,active,2024-10-05
WAR4434,SKU4434,4434.0,12,2022-10-21,2023-10-16,manufacturer,parts and service,yes,active,2023-04-19
WAR4435,SKU4435,4435.0,12,2023-01-08,2024-01-03,seller,parts and service,yes,active,2023-07-07
WAR4436,SKU4436,4436.0,6,2024-06-09,2024-12-06,seller,parts and service,yes,expired,2024-09-07
WAR4437,SKU4437,4437.0,6,2024-09-20,2025-03-19,manufacturer,parts and service,no,expired,2024-12-19
WAR4438,SKU4438,4438.0,6,2023-05-15,2023-11-11,seller,parts and service,yes,expired,2023-08-13
WAR4439,SKU4439,4439.0,24,2025-06-25,2027-06-15,seller,parts and service,no,active,2026-06-20
WAR4440,SKU4440,4440.0,24,2023-10-04,2025-09-23,seller,parts and service,no,active,2024-09-28
WAR4441,SKU4441,4441.0,6,2022-12-15,2023-06-13,manufacturer,parts and service,yes,expired,2023-03-15
WAR4442,SKU4442,4442.0,6,2024-09-23,2025-03-22,manufacturer,parts and service,no,expired,2024-12-22
WAR4443,SKU4443,4443.0,24,2023-01-30,2025-01-19,seller,parts and service,no,active,2024-01-25
WAR4444,SKU4444,4444.0,24,2022-11-15,2024-11-04,manufacturer,parts and service,no,expired,2023-11-10
WAR4445,SKU4445,4445.0,24,2023-10-27,2025-10-16,seller,parts and service,no,active,2024-10-21
WAR4446,SKU4446,4446.0,12,2024-01-22,2025-01-16,manufacturer,parts and service,yes,expired,2024-07-20
WAR4447,SKU4447,4447.0,6,2022-05-21,2022-11-17,seller,parts and service,no,active,2022-08-19
WAR4448,SKU4448,4448.0,24,2022-03-27,2024-03-16,seller,parts and service,no,expired,2023-03-22
WAR4449,SKU4449,4449.0,6,2024-05-03,2024-10-30,seller,parts and service,no,active,2024-08-01
WAR4450,SKU4450,4450.0,6,2024-07-24,2025-01-20,seller,parts and service,no,active,2024-10-22
WAR4451,SKU4451,4451.0,6,2023-12-11,2024-06-08,manufacturer,parts and service,yes,active,2024-03-10
WAR4452,SKU4452,4452.0,24,2023-11-05,2025-10-25,manufacturer,parts and service,yes,active,2024-10-30
WAR4453,SKU4453,4453.0,6,2023-11-06,2024-05-04,manufacturer,parts and service,yes,active,2024-02-04
WAR4454,SKU4454,4454.0,6,2025-05-17,2025-11-13,manufacturer,parts and service,yes,active,2025-08-15
WAR4455,SKU4455,4455.0,12,2024-09-14,2025-09-09,manufacturer,parts and service,yes,active,2025-03-13
WAR4456,SKU4456,4456.0,12,2024-03-30,2025-03-25,manufacturer,parts and service,yes,expired,2024-09-26
WAR4457,SKU4457,4457.0,12,2024-11-20,2025-11-15,manufacturer,parts and service,no,active,2025-05-19
WAR4458,SKU4458,4458.0,24,2024-03-06,2026-02-24,seller,parts and service,yes,expired,2025-03-01
WAR4459,SKU4459,4459.0,6,2022-07-02,2022-12-29,seller,parts and service,no,active,2022-09-30
WAR4460,SKU4460,4460.0,24,2022-12-18,2024-12-07,manufacturer,parts and service,yes,expired,2023-12-13
WAR4461,SKU4461,4461.0,12,2023-01-31,2024-01-26,manufacturer,parts and service,yes,active,2023-07-30
WAR4462,SKU4462,4462.0,6,2025-04-26,2025-10-23,seller,parts and service,yes,expired,2025-07-25
WAR4463,SKU4463,4463.0,6,2024-08-26,2025-02-22,seller,parts and service,yes,active,2024-11-24
WAR4464,SKU4464,4464.0,24,2024-05-18,2026-05-08,manufacturer,parts and service,no,expired,2025-05-13
WAR4465,SKU4465,4465.0,24,2022-12-02,2024-11-21,seller,parts and service,no,expired,2023-11-27
WAR4466,SKU4466,4466.0,24,2024-05-21,2026-05-11,manufacturer,parts and service,no,active,2025-05-16
WAR4467,SKU4467,4467.0,6,2023-08-03,2024-01-30,manufacturer,parts and service,yes,expired,2023-11-01
WAR4468,SKU4468,4468.0,12,2023-01-31,2024-01-26,seller,parts and service,yes,expired,2023-07-30
WAR4469,SKU4469,4469.0,12,2022-10-19,2023-10-14,manufacturer,parts and service,no,expired,2023-04-17
WAR4470,SKU4470,4470.0,12,2023-09-10,2024-09-04,seller,parts and service,yes,active,2024-03-08
WAR4471,SKU4471,4471.0,6,2025-03-17,2025-09-13,manufacturer,parts and service,no,expired,2025-06-15
WAR4472,SKU4472,4472.0,12,2024-02-24,2025-02-18,seller,parts and service,no,active,2024-08-22
WAR4473,SKU4473,4473.0,6,2022-08-21,2023-02-17,seller,parts and service,no,active,2022-11-19
WAR4474,SKU4474,4474.0,6,2023-01-27,2023-07-26,seller,parts and service,no,active,2023-04-27
WAR4475,SKU4475,4475.0,12,2024-09-05,2025-08-31,seller,parts and service,yes,active,2025-03-04
WAR4476,SKU4476,4476.0,6,2023-09-17,2024-03-15,seller,parts and service,no,expired,2023-12-16
WAR4477,SKU4477,4477.0,12,2024-09-01,2025-08-27,seller,parts and service,yes,active,2025-02-28
WAR4478,SKU4478,4478.0,12,2025-06-16,2026-06-11,seller,parts and service,no,active,2025-12-13
WAR4479,SKU4479,4479.0,6,2023-10-31,2024-04-28,seller,parts and service,no,active,2024-01-29
WAR4480,SKU4480,4480.0,6,2024-09-18,2025-03-17,seller,parts and service,yes,expired,2024-12-17
WAR4481,SKU4481,4481.0,24,2022-04-12,2024-04-01,seller,parts and service,no,active,2023-04-07
WAR4482,SKU4482,4482.0,12,2025-07-24,2026-07-19,seller,parts and service,no,active,2026-01-20
WAR4483,SKU4483,4483.0,6,2024-02-25,2024-08-23,manufacturer,parts and service,yes,active,2024-05-25
WAR4484,SKU4484,4484.0,6,2025-03-04,2025-08-31,manufacturer,parts and service,no,active,2025-06-02
WAR4485,SKU4485,4485.0,12,2024-03-11,2025-03-06,manufacturer,parts and service,yes,expired,2024-09-07
WAR4486,SKU4486,4486.0,6,2024-02-10,2024-08-08,manufacturer,parts and service,no,active,2024-05-10
WAR4487,SKU4487,4487.0,6,2023-05-07,2023-11-03,manufacturer,parts and service,no,expired,2023-08-05
WAR4488,SKU4488,4488.0,12,2023-10-05,2024-09-29,seller,parts and service,yes,active,2024-04-02
WAR4489,SKU4489,4489.0,6,2025-07-07,2026-01-03,seller,parts and service,no,active,2025-10-05
WAR4490,SKU4490,4490.0,24,2024-05-10,2026-04-30,manufacturer,parts and service,yes,active,2025-05-05
WAR4491,SKU4491,4491.0,12,2024-11-26,2025-11-21,manufacturer,parts and service,yes,expired,2025-05-25
WAR4492,SKU4492,4492.0,6,2023-08-12,2024-02-08,seller,parts and service,no,expired,2023-11-10
WAR4493,SKU4493,4493.0,6,2025-06-15,2025-12-12,seller,parts and service,no,expired,2025-09-13
WAR4494,SKU4494,4494.0,12,2025-06-02,2026-05-28,manufacturer,parts and service,no,expired,2025-11-29
WAR4495,SKU4495,4495.0,6,2022-06-19,2022-12-16,seller,parts and service,no,expired,2022-09-17
WAR4496,SKU4496,4496.0,6,2024-07-12,2025-01-08,manufacturer,parts and service,yes,active,2024-10-10
WAR4497,SKU4497,4497.0,24,2024-02-20,2026-02-09,seller,parts and service,no,active,2025-02-14
WAR4498,SKU4498,4498.0,12,2025-01-14,2026-01-09,manufacturer,parts and service,yes,active,2025-07-13
WAR4499,SKU4499,4499.0,6,2023-01-02,2023-07-01,manufacturer,parts and service,no,expired,2023-04-02
WAR4500,SKU4500,4500.0,24,2024-08-07,2026-07-28,manufacturer,parts and service,no,expired,2025-08-02
WAR4501,SKU4501,4501.0,6,2025-01-20,2025-07-19,seller,parts and service,yes,expired,2025-04-20
WAR4502,SKU4502,4502.0,24,2023-09-16,2025-09-05,seller,parts and service,yes,expired,2024-09-10
WAR4503,SKU4503,4503.0,6,2025-05-03,2025-10-30,manufacturer,parts and service,yes,expired,2025-08-01
WAR4504,SKU4504,4504.0,6,2022-11-19,2023-05-18,seller,parts and service,yes,expired,2023-02-17
WAR4505,SKU4505,4505.0,6,2022-11-28,2023-05-27,manufacturer,parts and service,yes,active,2023-02-26
WAR4506,SKU4506,4506.0,6,2022-09-30,2023-03-29,seller,parts and service,yes,expired,2022-12-29
WAR4507,SKU4507,4507.0,12,2025-05-23,2026-05-18,seller,parts and service,yes,active,2025-11-19
WAR4508,SKU4508,4508.0,24,2024-04-07,2026-03-28,manufacturer,parts and service,no,active,2025-04-02
WAR4509,SKU4509,4509.0,6,2024-06-06,2024-12-03,seller,parts and service,yes,expired,2024-09-04
WAR4510,SKU4510,4510.0,6,2023-07-27,2024-01-23,seller,parts and service,yes,expired,2023-10-25
WAR4511,SKU4511,4511.0,24,2024-03-28,2026-03-18,manufacturer,parts and service,yes,expired,2025-03-23
WAR4512,SKU4512,4512.0,12,2024-03-21,2025-03-16,seller,parts and service,yes,expired,2024-09-17
WAR4513,SKU4513,4513.0,24,2022-07-08,2024-06-27,manufacturer,parts and service,yes,active,2023-07-03
WAR4514,SKU4514,4514.0,12,2024-12-29,2025-12-24,manufacturer,parts and service,no,active,2025-06-27
WAR4515,SKU4515,4515.0,12,2024-08-23,2025-08-18,seller,parts and service,yes,expired,2025-02-19
WAR4516,SKU4516,4516.0,24,2025-01-23,2027-01-13,seller,parts and service,yes,active,2026-01-18
WAR4517,SKU4517,4517.0,12,2024-12-10,2025-12-05,seller,parts and service,no,active,2025-06-08
WAR4518,SKU4518,4518.0,12,2025-04-01,2026-03-27,seller,parts and service,yes,active,2025-09-28
WAR4519,SKU4519,4519.0,6,2024-09-25,2025-03-24,seller,parts and service,no,active,2024-12-24
WAR4520,SKU4520,4520.0,12,2023-07-30,2024-07-24,manufacturer,parts and service,yes,active,2024-01-26
WAR4521,SKU4521,4521.0,12,2025-08-13,2026-08-08,seller,parts and service,yes,active,2026-02-09
WAR4522,SKU4522,4522.0,12,2025-03-15,2026-03-10,manufacturer,parts and service,yes,active,2025-09-11
WAR4523,SKU4523,4523.0,24,2024-06-17,2026-06-07,seller,parts and service,no,expired,2025-06-12
WAR4524,SKU4524,4524.0,24,2024-07-14,2026-07-04,seller,parts and service,no,active,2025-07-09
WAR4525,SKU4525,4525.0,12,2025-03-09,2026-03-04,seller,parts and service,yes,expired,2025-09-05
WAR4526,SKU4526,4526.0,6,2024-01-27,2024-07-25,manufacturer,parts and service,no,active,2024-04-26
WAR4527,SKU4527,4527.0,24,2022-08-30,2024-08-19,seller,parts and service,yes,active,2023-08-25
WAR4528,SKU4528,4528.0,6,2022-07-02,2022-12-29,seller,parts and service,yes,active,2022-09-30
WAR4529,SKU4529,4529.0,6,2025-07-29,2026-01-25,manufacturer,parts and service,yes,active,2025-10-27
WAR4530,SKU4530,4530.0,12,2022-10-10,2023-10-05,manufacturer,parts and service,yes,active,2023-04-08
WAR4531,SKU4531,4531.0,12,2023-10-11,2024-10-05,seller,parts and service,no,expired,2024-04-08
WAR4532,SKU4532,4532.0,12,2024-05-17,2025-05-12,manufacturer,parts and service,yes,expired,2024-11-13
WAR4533,SKU4533,4533.0,24,2025-07-20,2027-07-10,seller,parts and service,no,expired,2026-07-15
WAR4534,SKU4534,4534.0,24,2025-01-21,2027-01-11,manufacturer,parts and service,no,active,2026-01-16
WAR4535,SKU4535,4535.0,6,2022-10-29,2023-04-27,manufacturer,parts and service,no,active,2023-01-27
WAR4536,SKU4536,4536.0,6,2023-10-03,2024-03-31,manufacturer,parts and service,yes,active,2024-01-01
WAR4537,SKU4537,4537.0,24,2025-01-15,2027-01-05,manufacturer,parts and service,yes,expired,2026-01-10
WAR4538,SKU4538,4538.0,6,2024-12-19,2025-06-17,manufacturer,parts and service,no,active,2025-03-19
WAR4539,SKU4539,4539.0,24,2025-06-09,2027-05-30,manufacturer,parts and service,no,expired,2026-06-04
WAR4540,SKU4540,4540.0,24,2023-08-10,2025-07-30,manufacturer,parts and service,no,active,2024-08-04
WAR4541,SKU4541,4541.0,12,2025-07-02,2026-06-27,seller,parts and service,yes,active,2025-12-29
WAR4542,SKU4542,4542.0,24,2024-03-05,2026-02-23,manufacturer,parts and service,no,expired,2025-02-28
WAR4543,SKU4543,4543.0,24,2024-09-05,2026-08-26,seller,parts and service,no,active,2025-08-31
WAR4544,SKU4544,4544.0,6,2023-03-21,2023-09-17,seller,parts and service,no,active,2023-06-19
WAR4545,SKU4545,4545.0,12,2023-07-22,2024-07-16,manufacturer,parts and service,yes,expired,2024-01-18
WAR4546,SKU4546,4546.0,12,2023-06-04,2024-05-29,manufacturer,parts and service,yes,expired,2023-12-01
WAR4547,SKU4547,4547.0,12,2023-08-18,2024-08-12,seller,parts and service,no,expired,2024-02-14
WAR4548,SKU4548,4548.0,12,2024-08-21,2025-08-16,seller,parts and service,yes,active,2025-02-17
WAR4549,SKU4549,4549.0,24,2023-07-08,2025-06-27,seller,parts and service,no,active,2024-07-02
WAR4550,SKU4550,4550.0,24,2023-12-19,2025-12-08,manufacturer,parts and service,no,expired,2024-12-13
WAR4551,SKU4551,4551.0,6,2024-11-30,2025-05-29,manufacturer,parts and service,yes,active,2025-02-28
WAR4552,SKU4552,4552.0,12,2024-11-14,2025-11-09,manufacturer,parts and service,no,active,2025-05-13
WAR4553,SKU4553,4553.0,6,2024-08-30,2025-02-26,manufacturer,parts and service,no,active,2024-11-28
WAR4554,SKU4554,4554.0,6,2024-10-01,2025-03-30,seller,parts and service,yes,expired,2024-12-30
WAR4555,SKU4555,4555.0,24,2023-07-04,2025-06-23,seller,parts and service,yes,active,2024-06-28
WAR4556,SKU4556,4556.0,24,2023-08-18,2025-08-07,manufacturer,parts and service,no,expired,2024-08-12
WAR4557,SKU4557,4557.0,12,2024-04-27,2025-04-22,seller,parts and service,no,expired,2024-10-24
WAR4558,SKU4558,4558.0,24,2024-11-24,2026-11-14,seller,parts and service,no,expired,2025-11-19
WAR4559,SKU4559,4559.0,6,2022-12-08,2023-06-06,seller,parts and service,yes,active,2023-03-08
WAR4560,SKU4560,4560.0,6,2023-04-13,2023-10-10,seller,parts and service,yes,active,2023-07-12
WAR4561,SKU4561,4561.0,6,2022-06-07,2022-12-04,manufacturer,parts and service,yes,active,2022-09-05
