product_id,marketplace_name,product_name,brand,category,condition,resale_price,seller_name,seller_rating,location,listing_date,product_url,availability_status,scraped_date,model_code,sku_id,matched_model_name,levenshtein_distance
14364.0,olx,product 14364,dell,laptop,new,17759.0,seller_14364,3.6,vizag,2025-05-03,https://example.com/product/14364,available,2025-05-27,product 14364,SKU14364,inspiron 15,0
14365.0,olx,product 14365,apple,furniture,refurbished,30149.0,seller_14365,3.9,vijayawada,2024-09-12,https://example.com/product/14365,available,2024-10-07,product 14365,SKU14365,apple furniture device,0
14366.0,olx,product 14366,apple,furniture,good,29029.0,seller_14366,3.6,bangalore,2023-06-11,https://example.com/product/14366,available,2023-07-07,product 14366,SKU14366,apple furniture device,0
14367.0,olx,product 14367,dell,laptop,like new,45412.0,seller_14367,4.4,vijayawada,2026-02-10,https://example.com/product/14367,available,2026-03-09,product 14367,SKU14367,alienware m16,0
14368.0,olx,product 14368,apple,laptop,new,11770.0,seller_14368,4.6,bangalore,2023-11-10,https://example.com/product/14368,sold,2023-12-08,product 14368,SKU14368,macbook air m2,0
14369.0,olx,product 14369,apple,furniture,refurbished,12249.0,seller_14369,4.7,vizag,2024-09-15,https://example.com/product/14369,available,2024-10-14,product 14369,SKU14369,apple furniture device,0
14370.0,olx,product 14370,samsung,laptop,refurbished,42277.0,seller_14370,4.5,hyderabad,2025-06-11,https://example.com/product/14370,available,2025-07-11,product 14370,SKU14370,galaxy book go,0
14371.0,olx,product 14371,dell,furniture,good,38906.0,seller_14371,4.0,bangalore,2024-09-29,https://example.com/product/14371,available,2024-09-30,product 14371,SKU14371,dell furniture device,0
14372.0,olx,product 14372,lenovo,accessories,new,18138.0,seller_14372,4.5,bangalore,2025-12-09,https://example.com/product/14372,available,2025-12-11,product 14372,SKU14372,lenovo wireless mouse,0
14373.0,olx,product 14373,dell,laptop,new,46373.0,seller_14373,3.6,hyderabad,2023-08-03,https://example.com/product/14373,sold,2023-08-06,product 14373,SKU14373,inspiron 15,0
14374.0,olx,product 14374,apple,electronics,refurbished,15667.0,seller_14374,4.3,vizag,2024-09-14,https://example.com/product/14374,available,2024-09-18,product 14374,SKU14374,studio display,0
14375.0,olx,product 14375,lenovo,mobile,refurbished,38029.0,seller_14375,4.5,vijayawada,2023-03-17,https://example.com/product/14375,available,2023-03-22,product 14375,SKU14375,lenovo legion phone duel,0
14376.0,olx,product 14376,hp,electronics,new,45542.0,seller_14376,4.0,hyderabad,2025-07-15,https://example.com/product/14376,sold,2025-07-21,product 14376,SKU14376,series 7 pro monitor,0
14377.0,olx,product 14377,lenovo,laptop,new,27070.0,seller_14377,3.9,hyderabad,2025-10-09,https://example.com/product/14377,sold,2025-10-16,product 14377,SKU14377,ideapad slim 5,0
14378.0,olx,product 14378,samsung,laptop,like new,28932.0,seller_14378,4.2,hyderabad,2025-07-20,https://example.com/product/14378,available,2025-07-28,product 14378,SKU14378,galaxy book4 ultra,0
14379.0,olx,product 14379,lenovo,electronics,good,26718.0,seller_14379,5.0,vizag,2023-01-03,https://example.com/product/14379,available,2023-01-12,product 14379,SKU14379,tab p11 pro,0
14380.0,olx,product 14380,hp,furniture,good,14696.0,seller_14380,3.7,bangalore,2025-07-11,https://example.com/product/14380,sold,2025-07-21,product 14380,SKU14380,hp furniture device,0
14381.0,olx,product 14381,hp,accessories,refurbished,44998.0,seller_14381,4.2,bangalore,2023-08-29,https://example.com/product/14381,available,2023-09-09,product 14381,SKU14381,hp ergonomic mouse,0
14382.0,olx,product 14382,samsung,mobile,refurbished,49252.0,seller_14382,4.6,hyderabad,2024-05-26,https://example.com/product/14382,available,2024-06-07,product 14382,SKU14382,galaxy a54 5g,0
14383.0,olx,product 14383,lenovo,accessories,new,22121.0,seller_14383,4.6,vijayawada,2025-03-16,https://example.com/product/14383,available,2025-03-29,product 14383,SKU14383,legion gaming headset,0
14384.0,olx,product 14384,lenovo,accessories,refurbished,18986.0,seller_14384,4.3,vijayawada,2024-12-19,https://example.com/product/14384,available,2025-01-02,product 14384,SKU14384,legion gaming headset,0
14385.0,olx,product 14385,dell,electronics,refurbished,16035.0,seller_14385,4.6,vizag,2025-09-12,https://example.com/product/14385,available,2025-09-27,product 14385,SKU14385,dell docking station wd19s,0
14386.0,olx,product 14386,samsung,laptop,good,18240.0,seller_14386,4.9,vizag,2025-09-12,https://example.com/product/14386,available,2025-09-28,product 14386,SKU14386,galaxy book4 ultra,0
14387.0,olx,product 14387,samsung,furniture,good,37528.0,seller_14387,4.2,bangalore,2025-02-10,https://example.com/product/14387,sold,2025-02-27,product 14387,SKU14387,samsung furniture device,0
14388.0,olx,product 14388,lenovo,furniture,new,42593.0,seller_14388,3.5,vizag,2023-10-21,https://example.com/product/14388,sold,2023-11-08,product 14388,SKU14388,lenovo furniture device,0
14389.0,olx,product 14389,lenovo,mobile,like new,16549.0,seller_14389,4.3,hyderabad,2024-11-03,https://example.com/product/14389,sold,2024-11-22,product 14389,SKU14389,lenovo legion phone duel,0
14390.0,olx,product 14390,samsung,accessories,new,20689.0,seller_14390,4.5,vijayawada,2024-02-03,https://example.com/product/14390,sold,2024-02-23,product 14390,SKU14390,galaxy buds2 pro,0
14391.0,olx,product 14391,samsung,laptop,new,26911.0,seller_14391,4.0,vizag,2025-06-30,https://example.com/product/14391,sold,2025-07-21,product 14391,SKU14391,galaxy book4 ultra,0
14392.0,olx,product 14392,dell,laptop,good,21729.0,seller_14392,5.0,bangalore,2024-11-11,https://example.com/product/14392,available,2024-12-03,product 14392,SKU14392,xps 13,0
14393.0,olx,product 14393,apple,mobile,new,35883.0,seller_14393,3.8,bangalore,2025-02-22,https://example.com/product/14393,sold,2025-03-17,product 14393,SKU14393,iphone 13 mini,0
14394.0,olx,product 14394,dell,furniture,like new,45235.0,seller_14394,3.7,vizag,2024-05-23,https://example.com/product/14394,sold,2024-06-16,product 14394,SKU14394,dell furniture device,0
14395.0,olx,product 14395,apple,mobile,new,40271.0,seller_14395,4.8,vijayawada,2026-02-07,https://example.com/product/14395,sold,2026-03-04,product 14395,SKU14395,iphone 14,0
14396.0,olx,product 14396,samsung,electronics,refurbished,12638.0,seller_14396,4.5,vijayawada,2025-03-21,https://example.com/product/14396,available,2025-04-16,product 14396,SKU14396,galaxy tab s9,0
14397.0,olx,product 14397,lenovo,laptop,refurbished,36331.0,seller_14397,4.3,bangalore,2023-07-28,https://example.com/product/14397,available,2023-08-24,product 14397,SKU14397,ideapad slim 5,0
14398.0,olx,product 14398,apple,mobile,new,15138.0,seller_14398,3.9,hyderabad,2023-04-16,https://example.com/product/14398,available,2023-05-14,product 14398,SKU14398,iphone 14,0
14399.0,olx,product 14399,apple,accessories,like new,23900.0,seller_14399,3.5,hyderabad,2023-10-05,https://example.com/product/14399,sold,2023-11-03,product 14399,SKU14399,magsafe battery pack,0
14400.0,olx,product 14400,apple,furniture,new,30036.0,seller_14400,4.2,vizag,2025-08-28,https://example.com/product/14400,available,2025-09-27,product 14400,SKU14400,apple furniture device,0
14401.0,olx,product 14401,lenovo,accessories,refurbished,11293.0,seller_14401,3.5,vizag,2026-03-20,https://example.com/product/14401,sold,2026-03-21,product 14401,SKU14401,legion gaming headset,0
14402.0,olx,product 14402,hp,mobile,like new,21957.0,seller_14402,3.9,hyderabad,2026-01-07,https://example.com/product/14402,sold,2026-01-09,product 14402,SKU14402,hp elite x3,0
14403.0,olx,product 14403,hp,electronics,good,15050.0,seller_14403,4.3,bangalore,2025-08-28,https://example.com/product/14403,sold,2025-08-31,product 14403,SKU14403,reverb g2 vr headset,0
14404.0,olx,product 14404,dell,accessories,new,17109.0,seller_14404,3.7,bangalore,2024-11-19,https://example.com/product/14404,sold,2024-11-23,product 14404,SKU14404,dell pro stereo headset,0
14405.0,olx,product 14405,hp,accessories,new,19948.0,seller_14405,4.0,vizag,2024-02-20,https://example.com/product/14405,sold,2024-02-25,product 14405,SKU14405,hp ergonomic mouse,0
14406.0,olx,product 14406,samsung,furniture,refurbished,42445.0,seller_14406,4.5,hyderabad,2022-08-12,https://example.com/product/14406,sold,2022-08-18,product 14406,SKU14406,samsung furniture device,0
14407.0,olx,product 14407,hp,furniture,like new,10538.0,seller_14407,4.5,vizag,2024-10-07,https://example.com/product/14407,available,2024-10-14,product 14407,SKU14407,hp furniture device,0
14408.0,olx,product 14408,apple,electronics,new,46941.0,seller_14408,4.3,vijayawada,2023-10-19,https://example.com/product/14408,sold,2023-10-27,product 14408,SKU14408,apple tv 4k,0
14409.0,olx,product 14409,lenovo,accessories,good,48207.0,seller_14409,4.2,bangalore,2025-03-13,https://example.com/product/14409,available,2025-03-22,product 14409,SKU14409,65w usb-c gan charger,0
14410.0,olx,product 14410,lenovo,laptop,good,38548.0,seller_14410,3.6,vijayawada,2024-05-08,https://example.com/product/14410,sold,2024-05-18,product 14410,SKU14410,ideapad slim 5,0
14411.0,olx,product 14411,hp,laptop,refurbished,13861.0,seller_14411,3.5,vijayawada,2025-03-21,https://example.com/product/14411,sold,2025-04-01,product 14411,SKU14411,spectre x360,0
14412.0,olx,product 14412,apple,electronics,good,28485.0,seller_14412,3.6,vizag,2022-10-30,https://example.com/product/14412,available,2022-11-11,product 14412,SKU14412,apple tv 4k,0
14413.0,olx,product 14413,apple,mobile,refurbished,35967.0,seller_14413,3.7,vizag,2023-07-10,https://example.com/product/14413,sold,2023-07-23,product 14413,SKU14413,iphone 13 mini,0
14414.0,olx,product 14414,lenovo,accessories,new,10875.0,seller_14414,4.5,hyderabad,2022-08-23,https://example.com/product/14414,available,2022-09-06,product 14414,SKU14414,65w usb-c gan charger,0
14415.0,olx,product 14415,samsung,mobile,refurbished,20873.0,seller_14415,4.9,hyderabad,2022-06-30,https://example.com/product/14415,available,2022-07-15,product 14415,SKU14415,galaxy s23,0
14416.0,olx,product 14416,apple,mobile,good,40284.0,seller_14416,3.9,hyderabad,2025-05-21,https://example.com/product/14416,sold,2025-06-06,product 14416,SKU14416,iphone 14,0
14417.0,olx,product 14417,samsung,accessories,like new,47693.0,seller_14417,4.7,vijayawada,2024-01-13,https://example.com/product/14417,available,2024-01-30,product 14417,SKU14417,galaxy buds2 pro,0
14418.0,olx,product 14418,apple,furniture,like new,23100.0,seller_14418,3.6,bangalore,2022-10-27,https://example.com/product/14418,available,2022-11-14,product 14418,SKU14418,apple furniture device,0
14419.0,olx,product 14419,samsung,electronics,new,31171.0,seller_14419,3.5,vijayawada,2022-08-02,https://example.com/product/14419,available,2022-08-21,product 14419,SKU14419,galaxy tab s9,0
14420.0,olx,product 14420,hp,accessories,good,35106.0,seller_14420,4.0,hyderabad,2023-03-08,https://example.com/product/14420,sold,2023-03-28,product 14420,SKU14420,hp wireless keyboard 230,0
14421.0,olx,product 14421,apple,mobile,like new,23898.0,seller_14421,4.5,vijayawada,2024-03-23,https://example.com/product/14421,sold,2024-04-13,product 14421,SKU14421,iphone 15 pro,0
14422.0,olx,product 14422,samsung,accessories,new,22869.0,seller_14422,4.9,vijayawada,2025-02-24,https://example.com/product/14422,available,2025-03-18,product 14422,SKU14422,galaxy watch 6,0
14423.0,olx,product 14423,dell,accessories,new,24977.0,seller_14423,3.8,hyderabad,2024-03-26,https://example.com/product/14423,sold,2024-04-18,product 14423,SKU14423,dell premier wireless mouse,0
14424.0,olx,product 14424,lenovo,laptop,good,16834.0,seller_14424,3.9,bangalore,2023-10-17,https://example.com/product/14424,sold,2023-11-10,product 14424,SKU14424,legion 5 pro,0
14425.0,olx,product 14425,lenovo,mobile,new,26498.0,seller_14425,4.4,hyderabad,2024-05-20,https://example.com/product/14425,available,2024-06-14,product 14425,SKU14425,lenovo legion phone duel,0
14426.0,olx,product 14426,hp,furniture,like new,13886.0,seller_14426,4.6,hyderabad,2023-01-27,https://example.com/product/14426,sold,2023-02-22,product 14426,SKU14426,hp furniture device,0
14427.0,olx,product 14427,dell,laptop,good,29245.0,seller_14427,4.8,vijayawada,2024-09-04,https://example.com/product/14427,available,2024-10-01,product 14427,SKU14427,xps 13,0
14428.0,olx,product 14428,samsung,electronics,new,36854.0,seller_14428,4.5,hyderabad,2022-11-30,https://example.com/product/14428,available,2022-12-28,product 14428,SKU14428,crystal 4k smart tv,0
14429.0,olx,product 14429,apple,furniture,good,48080.0,seller_14429,4.9,vizag,2022-08-13,https://example.com/product/14429,sold,2022-09-11,product 14429,SKU14429,apple furniture device,0
14430.0,olx,product 14430,samsung,mobile,refurbished,20643.0,seller_14430,4.0,hyderabad,2024-10-04,https://example.com/product/14430,sold,2024-11-03,product 14430,SKU14430,galaxy s23,0
14431.0,olx,product 14431,samsung,laptop,like new,22180.0,seller_14431,4.8,vizag,2024-01-15,https://example.com/product/14431,sold,2024-01-16,product 14431,SKU14431,galaxy book4 ultra,0
14432.0,olx,product 14432,lenovo,mobile,good,28946.0,seller_14432,4.9,vizag,2024-12-22,https://example.com/product/14432,available,2024-12-24,product 14432,SKU14432,lenovo legion phone duel,0
14433.0,olx,product 14433,hp,laptop,refurbished,43028.0,seller_14433,3.8,vizag,2022-05-04,https://example.com/product/14433,sold,2022-05-07,product 14433,SKU14433,pavilion 15,0
14434.0,olx,product 14434,hp,furniture,refurbished,36258.0,seller_14434,4.7,vizag,2024-06-04,https://example.com/product/14434,sold,2024-06-08,product 14434,SKU14434,hp furniture device,0
14435.0,olx,product 14435,apple,electronics,new,29152.0,seller_14435,4.5,hyderabad,2023-05-24,https://example.com/product/14435,sold,2023-05-29,product 14435,SKU14435,"ipad pro 11""",0
14436.0,olx,product 14436,dell,furniture,new,28646.0,seller_14436,4.0,bangalore,2022-10-05,https://example.com/product/14436,sold,2022-10-11,product 14436,SKU14436,dell furniture device,0
14437.0,olx,product 14437,apple,electronics,refurbished,30860.0,seller_14437,4.2,hyderabad,2024-08-16,https://example.com/product/14437,available,2024-08-23,product 14437,SKU14437,apple tv 4k,0
14438.0,olx,product 14438,hp,laptop,like new,33505.0,seller_14438,4.8,vizag,2022-10-31,https://example.com/product/14438,available,2022-11-08,product 14438,SKU14438,spectre x360,0
14439.0,olx,product 14439,lenovo,mobile,like new,17854.0,seller_14439,4.1,hyderabad,2024-10-07,https://example.com/product/14439,available,2024-10-16,product 14439,SKU14439,lenovo thinkphone,0
14440.0,olx,product 14440,hp,accessories,refurbished,40798.0,seller_14440,4.2,bangalore,2022-06-19,https://example.com/product/14440,available,2022-06-29,product 14440,SKU14440,hp usb-c multiport hub,0
14441.0,olx,product 14441,dell,laptop,good,13315.0,seller_14441,3.7,vizag,2023-09-13,https://example.com/product/14441,sold,2023-09-24,product 14441,SKU14441,inspiron 15,0
14442.0,olx,product 14442,hp,furniture,like new,16190.0,seller_14442,3.9,vijayawada,2022-08-28,https://example.com/product/14442,available,2022-09-09,product 14442,SKU14442,hp furniture device,0
14443.0,olx,product 14443,apple,laptop,new,10567.0,seller_14443,4.0,vizag,2022-10-20,https://example.com/product/14443,available,2022-11-02,product 14443,SKU14443,macbook air m1,0
14444.0,olx,product 14444,lenovo,furniture,new,19015.0,seller_14444,4.6,hyderabad,2024-01-05,https://example.com/product/14444,available,2024-01-19,product 14444,SKU14444,lenovo furniture device,0
14445.0,olx,product 14445,dell,mobile,good,31940.0,seller_14445,3.9,vijayawada,2022-04-30,https://example.com/product/14445,available,2022-05-15,product 14445,SKU14445,dell venue pro 11,0
14446.0,olx,product 14446,samsung,mobile,new,38774.0,seller_14446,4.3,hyderabad,2022-06-09,https://example.com/product/14446,available,2022-06-25,product 14446,SKU14446,galaxy z flip5,0
14447.0,olx,product 14447,hp,furniture,good,43826.0,seller_14447,4.3,hyderabad,2024-03-05,https://example.com/product/14447,sold,2024-03-22,product 14447,SKU14447,hp furniture device,0
14448.0,olx,product 14448,dell,electronics,new,30915.0,seller_14448,4.9,vizag,2022-09-27,https://example.com/product/14448,available,2022-10-15,product 14448,SKU14448,dell docking station wd19s,0
14449.0,olx,product 14449,lenovo,electronics,good,40546.0,seller_14449,5.0,vijayawada,2024-01-08,https://example.com/product/14449,available,2024-01-27,product 14449,SKU14449,smart clock 2,0
14450.0,olx,product 14450,hp,mobile,new,44988.0,seller_14450,4.4,vizag,2024-08-20,https://example.com/product/14450,sold,2024-09-09,product 14450,SKU14450,hp elite x3,0
14451.0,olx,product 14451,samsung,furniture,refurbished,34045.0,seller_14451,5.0,bangalore,2023-08-11,https://example.com/product/14451,available,2023-09-01,product 14451,SKU14451,samsung furniture device,0
14452.0,olx,product 14452,dell,furniture,refurbished,46374.0,seller_14452,3.9,vizag,2024-12-27,https://example.com/product/14452,available,2025-01-18,product 14452,SKU14452,dell furniture device,0
14453.0,olx,product 14453,samsung,electronics,new,11851.0,seller_14453,3.8,hyderabad,2023-04-18,https://example.com/product/14453,available,2023-05-11,product 14453,SKU14453,smart monitor m8,0
14454.0,olx,product 14454,hp,mobile,new,28851.0,seller_14454,4.3,bangalore,2024-12-24,https://example.com/product/14454,sold,2025-01-17,product 14454,SKU14454,hp elite x3,0
14455.0,olx,product 14455,dell,accessories,good,18672.0,seller_14455,3.9,bangalore,2022-10-02,https://example.com/product/14455,sold,2022-10-27,product 14455,SKU14455,dell universal dock,0
14456.0,olx,product 14456,dell,laptop,new,19687.0,seller_14456,3.7,hyderabad,2023-07-27,https://example.com/product/14456,sold,2023-08-22,product 14456,SKU14456,alienware m16,0
14457.0,olx,product 14457,hp,furniture,like new,25507.0,seller_14457,4.0,bangalore,2024-04-30,https://example.com/product/14457,available,2024-05-27,product 14457,SKU14457,hp furniture device,0
14458.0,olx,product 14458,hp,furniture,refurbished,22213.0,seller_14458,4.7,hyderabad,2022-11-22,https://example.com/product/14458,sold,2022-12-20,product 14458,SKU14458,hp furniture device,0
14459.0,olx,product 14459,lenovo,mobile,good,13239.0,seller_14459,4.2,vijayawada,2024-11-19,https://example.com/product/14459,available,2024-12-18,product 14459,SKU14459,lenovo thinkphone,0
14460.0,olx,product 14460,hp,mobile,like new,34170.0,seller_14460,4.7,vijayawada,2024-06-09,https://example.com/product/14460,available,2024-07-09,product 14460,SKU14460,hp elite x3,0
14461.0,olx,product 14461,lenovo,accessories,like new,16064.0,seller_14461,3.7,vizag,2024-11-09,https://example.com/product/14461,sold,2024-11-10,product 14461,SKU14461,lenovo wireless mouse,0
14462.0,olx,product 14462,apple,mobile,good,22948.0,seller_14462,3.8,vizag,2025-05-20,https://example.com/product/14462,sold,2025-05-22,product 14462,SKU14462,iphone 13 mini,0
14463.0,olx,product 14463,dell,furniture,good,16414.0,seller_14463,4.3,vijayawada,2022-10-03,https://example.com/product/14463,sold,2022-10-06,product 14463,SKU14463,dell furniture device,0
14464.0,olx,product 14464,lenovo,accessories,refurbished,13494.0,seller_14464,4.6,bangalore,2024-10-03,https://example.com/product/14464,available,2024-10-07,product 14464,SKU14464,65w usb-c gan charger,0
14465.0,olx,product 14465,apple,furniture,new,12503.0,seller_14465,3.9,vizag,2024-08-22,https://example.com/product/14465,sold,2024-08-27,product 14465,SKU14465,apple furniture device,0
14466.0,olx,product 14466,lenovo,furniture,good,31942.0,seller_14466,4.6,vizag,2025-05-30,https://example.com/product/14466,sold,2025-06-05,product 14466,SKU14466,lenovo furniture device,0
14467.0,olx,product 14467,samsung,mobile,new,35572.0,seller_14467,4.2,hyderabad,2024-01-14,https://example.com/product/14467,available,2024-01-21,product 14467,SKU14467,galaxy a54 5g,0
14468.0,olx,product 14468,samsung,accessories,good,20645.0,seller_14468,4.2,bangalore,2024-10-12,https://example.com/product/14468,available,2024-10-20,product 14468,SKU14468,10000mah power bank,0
14469.0,olx,product 14469,hp,furniture,good,26561.0,seller_14469,4.5,hyderabad,2024-07-24,https://example.com/product/14469,sold,2024-08-02,product 14469,SKU14469,hp furniture device,0
14470.0,olx,product 14470,lenovo,mobile,refurbished,29132.0,seller_14470,4.5,vijayawada,2024-02-23,https://example.com/product/14470,available,2024-03-04,product 14470,SKU14470,lenovo legion phone duel,0
14471.0,olx,product 14471,hp,furniture,refurbished,12682.0,seller_14471,4.4,hyderabad,2022-05-03,https://example.com/product/14471,sold,2022-05-14,product 14471,SKU14471,hp furniture device,0
14472.0,olx,product 14472,apple,electronics,new,37294.0,seller_14472,3.7,vizag,2024-01-09,https://example.com/product/14472,available,2024-01-21,product 14472,SKU14472,studio display,0
14473.0,olx,product 14473,dell,electronics,new,37332.0,seller_14473,3.7,hyderabad,2022-11-18,https://example.com/product/14473,available,2022-12-01,product 14473,SKU14473,ultrasharp 27 monitor,0
14474.0,olx,product 14474,hp,furniture,like new,33588.0,seller_14474,4.3,bangalore,2023-07-06,https://example.com/product/14474,available,2023-07-20,product 14474,SKU14474,hp furniture device,0
14475.0,olx,product 14475,dell,furniture,like new,43243.0,seller_14475,4.5,vijayawada,2024-03-12,https://example.com/product/14475,available,2024-03-27,product 14475,SKU14475,dell furniture device,0
14476.0,olx,product 14476,dell,laptop,good,41498.0,seller_14476,4.8,vizag,2023-05-31,https://example.com/product/14476,sold,2023-06-16,product 14476,SKU14476,latitude 5420,0
14477.0,olx,product 14477,hp,accessories,good,48927.0,seller_14477,3.9,bangalore,2025-03-04,https://example.com/product/14477,sold,2025-03-21,product 14477,SKU14477,hp usb-c multiport hub,0
14478.0,olx,product 14478,lenovo,furniture,good,33422.0,seller_14478,4.6,vijayawada,2023-07-26,https://example.com/product/14478,available,2023-08-13,product 14478,SKU14478,lenovo furniture device,0
14479.0,olx,product 14479,hp,laptop,new,30705.0,seller_14479,4.2,bangalore,2024-10-21,https://example.com/product/14479,available,2024-11-09,product 14479,SKU14479,pavilion 15,0
14480.0,olx,product 14480,samsung,laptop,good,42838.0,seller_14480,5.0,bangalore,2023-05-07,https://example.com/product/14480,available,2023-05-27,product 14480,SKU14480,galaxy book4 ultra,0
14481.0,olx,product 14481,lenovo,laptop,new,26680.0,seller_14481,4.0,hyderabad,2023-10-11,https://example.com/product/14481,sold,2023-11-01,product 14481,SKU14481,yoga slim 7i,0
14482.0,olx,product 14482,lenovo,accessories,refurbished,38966.0,seller_14482,4.5,vizag,2024-08-09,https://example.com/product/14482,sold,2024-08-31,product 14482,SKU14482,lenovo wireless mouse,0
14483.0,olx,product 14483,hp,mobile,refurbished,45982.0,seller_14483,4.2,vizag,2022-08-04,https://example.com/product/14483,available,2022-08-27,product 14483,SKU14483,hp elite x3,0
14484.0,olx,product 14484,hp,electronics,like new,44194.0,seller_14484,3.5,bangalore,2023-07-15,https://example.com/product/14484,available,2023-08-08,product 14484,SKU14484,series 7 pro monitor,0
14485.0,olx,product 14485,samsung,electronics,good,43795.0,seller_14485,4.7,vizag,2025-03-07,https://example.com/product/14485,sold,2025-04-01,product 14485,SKU14485,crystal 4k smart tv,0
14486.0,olx,product 14486,lenovo,laptop,new,41009.0,seller_14486,4.3,vizag,2023-07-07,https://example.com/product/14486,available,2023-08-02,product 14486,SKU14486,yoga slim 7i,0
14487.0,olx,product 14487,dell,mobile,like new,47438.0,seller_14487,4.3,vijayawada,2023-07-01,https://example.com/product/14487,sold,2023-07-28,product 14487,SKU14487,dell venue pro 11,0
14488.0,olx,product 14488,dell,accessories,good,16879.0,seller_14488,3.9,hyderabad,2023-09-11,https://example.com/product/14488,sold,2023-10-09,product 14488,SKU14488,dell universal dock,0
14489.0,olx,product 14489,dell,accessories,like new,20666.0,seller_14489,3.6,bangalore,2024-04-14,https://example.com/product/14489,sold,2024-05-13,product 14489,SKU14489,dell premier wireless mouse,0
14490.0,olx,product 14490,dell,mobile,good,43729.0,seller_14490,3.8,vijayawada,2024-03-21,https://example.com/product/14490,available,2024-04-20,product 14490,SKU14490,dell venue pro 11,0
14491.0,olx,product 14491,hp,electronics,good,31696.0,seller_14491,3.9,hyderabad,2025-02-15,https://example.com/product/14491,available,2025-02-16,product 14491,SKU14491,reverb g2 vr headset,0
14492.0,olx,product 14492,samsung,furniture,like new,46236.0,seller_14492,4.8,hyderabad,2024-04-25,https://example.com/product/14492,sold,2024-04-27,product 14492,SKU14492,samsung furniture device,0
14493.0,olx,product 14493,samsung,furniture,new,36871.0,seller_14493,3.7,hyderabad,2025-05-22,https://example.com/product/14493,available,2025-05-25,product 14493,SKU14493,samsung furniture device,0
14494.0,olx,product 14494,samsung,laptop,new,33934.0,seller_14494,4.7,vizag,2024-06-09,https://example.com/product/14494,available,2024-06-13,product 14494,SKU14494,galaxy book3 pro,0
14495.0,olx,product 14495,samsung,mobile,good,15360.0,seller_14495,4.8,vizag,2023-01-07,https://example.com/product/14495,sold,2023-01-12,product 14495,SKU14495,galaxy s24 ultra,0
14496.0,olx,product 14496,hp,accessories,good,36337.0,seller_14496,4.8,hyderabad,2024-08-08,https://example.com/product/14496,available,2024-08-14,product 14496,SKU14496,hp ergonomic mouse,0
14497.0,olx,product 14497,hp,laptop,like new,28457.0,seller_14497,4.5,bangalore,2025-03-19,https://example.com/product/14497,available,2025-03-26,product 14497,SKU14497,pavilion 15,0
14498.0,olx,product 14498,dell,accessories,new,22958.0,seller_14498,4.7,vijayawada,2023-09-28,https://example.com/product/14498,sold,2023-10-06,product 14498,SKU14498,dell premier wireless mouse,0
14499.0,olx,product 14499,samsung,accessories,good,23538.0,seller_14499,4.9,vijayawada,2022-10-11,https://example.com/product/14499,available,2022-10-20,product 14499,SKU14499,galaxy smarttag2,0
14500.0,olx,product 14500,dell,furniture,like new,34432.0,seller_14500,4.7,bangalore,2025-02-09,https://example.com/product/14500,available,2025-02-19,product 14500,SKU14500,dell furniture device,0
14501.0,olx,product 14501,dell,laptop,like new,38793.0,seller_14501,3.6,vijayawada,2022-10-09,https://example.com/product/14501,available,2022-10-20,product 14501,SKU14501,alienware m16,0
14502.0,olx,product 14502,samsung,mobile,good,16468.0,seller_14502,5.0,bangalore,2025-04-03,https://example.com/product/14502,available,2025-04-15,product 14502,SKU14502,galaxy s23,0
14503.0,olx,product 14503,lenovo,furniture,good,43646.0,seller_14503,4.4,vizag,2024-09-27,https://example.com/product/14503,available,2024-10-10,product 14503,SKU14503,lenovo furniture device,0
14504.0,olx,product 14504,apple,furniture,refurbished,36221.0,seller_14504,3.8,bangalore,2025-02-05,https://example.com/product/14504,sold,2025-02-19,product 14504,SKU14504,apple furniture device,0
14505.0,olx,product 14505,hp,electronics,refurbished,39477.0,seller_14505,4.9,hyderabad,2024-06-16,https://example.com/product/14505,available,2024-07-01,product 14505,SKU14505,sprocket photo printer,0
14506.0,olx,product 14506,samsung,mobile,new,14204.0,seller_14506,4.2,hyderabad,2023-01-29,https://example.com/product/14506,sold,2023-02-14,product 14506,SKU14506,galaxy a54 5g,0
14507.0,olx,product 14507,lenovo,electronics,good,39755.0,seller_14507,4.7,bangalore,2024-02-29,https://example.com/product/14507,available,2024-03-17,product 14507,SKU14507,smart clock 2,0
14508.0,olx,product 14508,samsung,electronics,good,14915.0,seller_14508,4.4,hyderabad,2025-07-21,https://example.com/product/14508,available,2025-08-08,product 14508,SKU14508,crystal 4k smart tv,0
14509.0,olx,product 14509,apple,laptop,refurbished,40002.0,seller_14509,3.7,hyderabad,2022-05-31,https://example.com/product/14509,available,2022-06-19,product 14509,SKU14509,"macbook pro 14"" m3",0
14510.0,olx,product 14510,samsung,laptop,refurbished,25112.0,seller_14510,4.0,bangalore,2024-05-03,https://example.com/product/14510,available,2024-05-23,product 14510,SKU14510,galaxy book4 ultra,0
14511.0,olx,product 14511,dell,electronics,like new,31708.0,seller_14511,5.0,vizag,2023-08-22,https://example.com/product/14511,sold,2023-09-12,product 14511,SKU14511,ultrasharp 27 monitor,0
14512.0,olx,product 14512,hp,electronics,new,37053.0,seller_14512,4.5,vijayawada,2024-03-29,https://example.com/product/14512,sold,2024-04-20,product 14512,SKU14512,sprocket photo printer,0
14513.0,olx,product 14513,hp,furniture,new,12215.0,seller_14513,3.6,vizag,2024-07-14,https://example.com/product/14513,available,2024-08-06,product 14513,SKU14513,hp furniture device,0
